Time,delta
2024-09-30,67.21582542223102
2024-10-01,75.36319820068327
2024-10-02,73.32635500607022
2024-10-03,75.36319820068327
2024-10-04,67.21582542223102
2024-10-05,57.03160944916572
2024-10-06,61.10529583839184
2024-10-07,75.36319820068327
2024-10-08,73.32635500607022
2024-10-09,73.32635500607022
2024-10-10,73.32635500607022
2024-10-11,71.28951181145715
2024-10-12,59.068452643778784
2024-10-13,59.068452643778784
2024-10-14,71.28951181145715
2024-10-15,73.32635500607022
2024-10-16,69.25266861684409
2024-10-17,75.36319820068327
2024-10-18,69.25266861684409
2024-10-19,57.03160944916572
2024-10-20,61.10529583839184
2024-10-21,73.32635500607022
2024-10-22,73.32635500607022
2024-10-23,75.36319820068327
2024-10-24,71.28951181145715
2024-10-25,67.21582542223102
2024-10-26,52.957923059939596
2024-10-27,54.99476625455266
2024-10-28,65.17898222761796
2024-10-29,67.21582542223102
2024-10-30,67.21582542223102
2024-10-31,65.17898222761796
2024-11-01,65.17898222761796
2024-11-02,52.957923059939596
2024-11-03,52.957923059939596
2024-11-04,69.25266861684409
2024-11-05,61.10529583839184
2024-11-06,46.847393476100414
2024-11-07,69.25266861684409
2024-11-08,69.25266861684409
2024-11-09,54.99476625455266
2024-11-10,54.99476625455266
2024-11-11,69.25266861684409
2024-11-12,71.28951181145715
2024-11-13,71.28951181145715
2024-11-14,69.25266861684409
2024-11-15,65.17898222761796
2024-11-16,50.92107986532653
2024-11-17,54.99476625455266
2024-11-18,69.25266861684409
2024-11-19,71.28951181145715
2024-11-20,73.32635500607022
2024-11-21,77.40004139529633
2024-11-22,69.25266861684409
2024-11-23,59.068452643778784
2024-11-24,59.068452643778784
2024-11-25,69.25266861684409
2024-11-26,67.21582542223102
2024-11-27,65.17898222761796
2024-11-28,50.92107986532653
2024-11-29,54.99476625455266
2024-11-30,59.068452643778784
2024-12-01,63.1421390330049
2024-12-02,75.36319820068327
2024-12-03,81.47372778452245
2024-12-04,77.40004139529633
2024-12-05,79.4368845899094
2024-12-06,73.32635500607022
2024-12-07,59.068452643778784
2024-12-08,61.10529583839184
2024-12-09,69.25266861684409
2024-12-10,73.32635500607022
2024-12-11,73.32635500607022
2024-12-12,79.4368845899094
2024-12-13,69.25266861684409
2024-12-14,63.1421390330049
2024-12-15,61.10529583839184
2024-12-16,71.28951181145715
2024-12-17,69.25266861684409
2024-12-18,71.28951181145715
2024-12-19,69.25266861684409
2024-12-20,67.21582542223102
2024-12-21,65.17898222761796
2024-12-22,65.17898222761796
2024-12-23,67.21582542223102
2024-12-24,59.068452643778784
2024-12-25,50.92107986532653
2024-12-26,65.17898222761796
2024-12-27,67.21582542223102
2024-12-28,67.21582542223102
2024-12-29,67.21582542223102
2024-12-30,75.36319820068327
2024-12-31,67.21582542223102
2025-01-01,59.068452643778784
2025-01-02,75.36319820068327
2025-01-03,75.36319820068327
2025-01-04,71.28951181145715
2025-01-05,71.28951181145715
2025-01-06,83.51057097913552
2025-01-07,83.51057097913552
2025-01-08,85.54741417374858
2025-01-09,79.4368845899094
2025-01-10,83.51057097913552
2025-01-11,79.4368845899094
2025-01-12,73.32635500607022
2025-01-13,85.54741417374858
2025-01-14,81.47372778452245
2025-01-15,81.47372778452245
2025-01-16,83.51057097913552
2025-01-17,75.36319820068327
2025-01-18,63.1421390330049
2025-01-19,61.10529583839184
2025-01-20,73.32635500607022
2025-01-21,79.4368845899094
2025-01-22,77.40004139529633
2025-01-23,77.40004139529633
2025-01-24,73.32635500607022
2025-01-25,63.1421390330049
2025-01-26,61.10529583839184
2025-01-27,75.36319820068327
2025-01-28,79.4368845899094
2025-01-29,71.28951181145715
2025-01-30,75.36319820068327
2025-01-31,73.32635500607022
2025-02-01,63.1421390330049
2025-02-02,65.17898222761796
2025-02-03,73.32635500607022
2025-02-04,77.40004139529633
2025-02-05,77.40004139529633
2025-02-06,81.47372778452245
2025-02-07,75.36319820068327
2025-02-08,61.10529583839184
2025-02-09,61.10529583839184
2025-02-10,65.17898222761796
2025-02-11,75.36319820068327
2025-02-12,73.32635500607022
2025-02-13,77.40004139529633
2025-02-14,75.36319820068327
2025-02-15,63.1421390330049
2025-02-16,67.21582542223102
2025-02-17,185.35273070978857
2025-02-18,203.68431946130613
2025-02-19,105.91584611987919
2025-02-20,97.76847334142695
2025-02-21,89.6211005629747
2025-02-22,71.28951181145715
2025-02-23,73.32635500607022
2025-02-24,83.51057097913552
2025-02-25,83.51057097913552
2025-02-26,75.36319820068327
2025-02-27,77.40004139529633
2025-02-28,75.36319820068327
2025-03-01,63.1421390330049
2025-03-02,65.17898222761796
2025-03-03,75.36319820068327
2025-03-04,75.36319820068327
2025-03-05,75.36319820068327
2025-03-06,77.40004139529633
2025-03-07,73.32635500607022
2025-03-08,63.1421390330049
2025-03-09,67.21582542223102
2025-03-10,79.4368845899094
2025-03-11,75.36319820068327
2025-03-12,75.36319820068327
2025-03-13,73.32635500607022
2025-03-14,71.28951181145715
2025-03-15,65.17898222761796
2025-03-16,73.32635500607022
2025-03-17,77.40004139529633
2025-03-18,75.36319820068327
2025-03-19,77.40004139529633
2025-03-20,73.32635500607022
2025-03-21,71.28951181145715
2025-03-22,63.1421390330049
2025-03-23,67.21582542223102
2025-03-24,69.25266861684409
2025-03-25,67.21582542223102
2025-03-26,75.36319820068327
2025-03-27,71.28951181145715
2025-03-28,69.25266861684409
2025-03-29,63.1421390330049
2025-03-30,65.17898222761796
2025-03-31,75.36319820068327
2025-04-01,75.36319820068327
2025-04-02,71.28951181145715
2025-04-03,77.40004139529633
2025-04-04,69.25266861684409
2025-04-05,63.1421390330049
2025-04-06,65.17898222761796
2025-04-07,75.36319820068327
2025-04-08,75.36319820068327
2025-04-09,73.32635500607022
2025-04-10,73.32635500607022
2025-04-11,73.32635500607022
2025-04-12,57.03160944916572
2025-04-13,61.10529583839184
2025-04-14,71.28951181145715
2025-04-15,77.00964644966217
2025-04-16,71.44227505105313
2025-04-17,70.81424839938077
2025-04-18,63.60042875179285
2025-04-19,54.502529149187836
2025-04-20,56.77700404983909
2025-04-21,83.20504449994357
2025-04-22,82.18662290263703
2025-04-23,74.73517154901091
2025-04-24,71.44227505105313
2025-04-25,71.44227505105313
2025-04-26,65.24687700077173
2025-04-27,70.81424839938077
2025-04-28,79.91214800198577
2025-04-29,75.36319820068327
2025-04-30,69.16780015040189
2025-05-01,73.71674995170439
2025-05-02,71.44227505105313
2025-05-03,59.05147895049034
2025-05-04,69.16780015040189
2025-05-05,75.36319820068327
2025-05-06,69.79582680207423
2025-05-07,73.08872330003203
2025-05-08,73.08872330003203
2025-05-09,69.79582680207423
2025-05-10,61.32595385114159
2025-05-11,59.05147895049034
2025-05-12,75.36319820068327
2025-05-13,73.08872330003203
2025-05-14,73.71674995170439
2025-05-15,74.10714489733856
2025-05-16,75.36319820068327
2025-05-17,67.82687838061494
2025-05-18,67.82687838061494
2025-05-19,75.36319820068327
2025-05-20,72.85109159399383
2025-05-21,70.33898498730439
2025-05-22,72.85109159399383
2025-05-23,67.82687838061494
2025-05-24,59.0345052572019
2025-05-25,55.266345347167736
2025-05-26,67.82687838061494
2025-05-27,76.619251504028
2025-05-28,75.36319820068327
2025-05-29,72.85109159399383
2025-05-30,72.85109159399383
2025-05-31,64.05871847058079
2025-06-01,65.3147717739255
2025-06-02,71.59503829064911
2025-06-03,75.36319820068327
2025-06-04,72.85109159399383
2025-06-05,70.33898498730439
2025-06-06,72.85109159399383
2025-06-07,62.80266516723606
2025-06-08,66.57082507727023
2025-06-09,75.36319820068327
2025-06-10,72.85109159399383
2025-06-11,72.85109159399383
2025-06-12,74.10714489733856
2025-06-13,72.85109159399383
2025-06-14,61.546611863891336
2025-06-15,66.57082507727023
2025-06-16,72.85109159399383
2025-06-17,76.619251504028
2025-06-18,72.85109159399383
2025-06-19,74.10714489733856
2025-06-20,70.33898498730439
2025-06-21,57.77845195385718
2025-06-22,62.80266516723606
2025-06-23,77.87530480737271
2025-06-24,74.10714489733856
2025-06-25,70.33898498730439
2025-06-26,74.10714489733856
2025-06-27,76.619251504028
2025-06-28,79.13135811071744
2025-06-29,71.59503829064911
2025-06-30,75.36319820068327
2025-07-01,75.36319820068327
2025-07-02,75.36319820068327
2025-07-03,71.59503829064911
2025-07-04,64.05871847058079
2025-07-05,59.0345052572019
2025-07-06,67.82687838061494
2025-07-07,80.38741141406216
2025-07-08,84.15557132409631
2025-07-09,82.8995180207516
2025-07-10,81.64346471740687
2025-07-11,79.13135811071744
2025-07-12,69.08293168395967
2025-07-13,75.36319820068327
2025-07-14,84.15557132409631
2025-07-15,82.8995180207516
2025-07-16,79.13135811071744
2025-07-17,85.41162462744104
2025-07-18,76.619251504028
2025-07-19,77.87530480737271
2025-07-20,80.38741141406216
2025-07-21,94.20399775085409
2025-07-22,81.64346471740687
2025-07-23,82.8995180207516
2025-07-24,77.87530480737271
2025-07-25,74.10714489733856
2025-07-26,69.08293168395967
2025-07-27,79.13135811071744
2025-07-28,96.71610435754353
2025-07-29,90.43583784081993
2025-07-30,84.15557132409631
2025-07-31,100.4842642675777
2025-08-01,94.20399775085409
2025-08-02,69.08293168395967
2025-08-03,69.08293168395967
2025-08-04,77.87530480737271
2025-08-05,81.64346471740687
2025-08-06,76.619251504028
2025-08-07,76.619251504028
2025-08-08,75.36319820068327
2025-08-09,69.08293168395967
2025-08-10,72.85109159399383
2025-08-11,81.64346471740687
2025-08-12,80.38741141406216
2025-08-13,79.13135811071744
2025-08-14,81.64346471740687
2025-08-15,76.619251504028
2025-08-16,69.08293168395967
2025-08-17,77.87530480737271
2025-08-18,87.92373123413049
2025-08-19,90.43583784081993
2025-08-20,89.1797845374752
2025-08-21,87.92373123413049
2025-08-22,84.15557132409631
2025-08-23,74.10714489733856
2025-08-24,75.36319820068327
2025-08-25,89.1797845374752
2025-08-26,85.41162462744104
2025-08-27,87.92373123413049
2025-08-28,90.43583784081993
2025-08-29,85.41162462744104
2025-08-30,72.85109159399383
2025-08-31,69.08293168395967
2025-09-01,80.38741141406216
2025-09-02,85.41162462744104
2025-09-03,91.69189114416464
2025-09-04,85.41162462744104
2025-09-05,75.36319820068327
2025-09-06,64.05871847058079
2025-09-07,71.59503829064911
2025-09-08,81.64346471740687
2025-09-09,79.13135811071744
2025-09-10,74.10714489733856
2025-09-11,70.33898498730439
2025-09-12,70.33898498730439
2025-09-13,59.0345052572019
2025-09-14,62.80266516723606
2025-09-15,90.43583784081993
2025-09-16,125.60533033447211
2025-09-17,97.97215766088826
2025-09-18,82.8995180207516
2025-09-19,76.619251504028
2025-09-20,65.3147717739255
2025-09-21,65.3147717739255
2025-09-22,77.87530480737271
2025-09-23,77.87530480737271
2025-09-24,76.619251504028
2025-09-25,77.87530480737271
2025-09-26,79.13135811071744
2025-09-27,66.57082507727023
2025-09-28,64.05871847058079
2025-09-29,77.87530480737271
2025-09-30,77.87530480737271
2025-10-01,74.10714489733856
2025-10-02,87.92373123413049
2025-10-03,74.10714489733856
2025-10-04,60.290558560546614
2025-10-05,61.546611863891336
2025-10-06,75.36319820068327
2025-10-07,77.87530480737271
2025-10-08,77.87530480737271
2025-10-09,79.13135811071744
2025-10-10,74.10714489733856
2025-10-11,64.05871847058079
2025-10-12,66.57082507727023
2025-10-13,82.8995180207516
2025-10-14,79.13135811071744
2025-10-15,95.46005105419881
2025-10-16,81.64346471740687
2025-10-17,77.87530480737271
2025-10-18,59.0345052572019
2025-10-19,67.82687838061494
2025-10-20,91.69189114416464
2025-10-21,76.619251504028
2025-10-22,76.619251504028
2025-10-23,77.87530480737271
2025-10-24,75.36319820068327
2025-10-25,61.546611863891336
2025-10-26,61.546611863891336
2025-10-27,77.87530480737271
2025-10-28,71.59503829064911
2025-10-29,74.10714489733856
2025-10-30,80.38741141406216
2025-10-31,70.33898498730439
2025-11-01,61.546611863891336
2025-11-02,61.546611863891336
2025-11-03,81.64346471740687
2025-11-04,76.619251504028
2025-11-05,77.87530480737271
2025-11-06,89.1797845374752
2025-11-07,94.20399775085409
2025-11-08,72.85109159399383
2025-11-09,77.87530480737271
2025-11-10,87.92373123413049
2025-11-11,85.41162462744104
2025-11-12,79.13135811071744
2025-11-13,81.64346471740687
2025-11-14,75.36319820068327
2025-11-15,59.0345052572019
2025-11-16,65.3147717739255
2025-11-17,79.13135811071744
2025-11-18,74.10714489733856
2025-11-19,75.36319820068327
2025-11-20,79.13135811071744
2025-11-21,75.36319820068327
2025-11-22,61.546611863891336
2025-11-23,59.0345052572019
2025-11-24,71.59503829064911
2025-11-25,76.619251504028
2025-11-26,69.08293168395967
2025-11-27,52.75423874047829
2025-11-28,57.77845195385718
2025-11-29,62.80266516723606
2025-11-30,69.08293168395967
2025-12-01,85.41162462744104
2025-12-02,89.1797845374752
2025-12-03,79.13135811071744
2025-12-04,75.36319820068327
2025-12-05,75.36319820068327
2025-12-06,64.05871847058079
2025-12-07,69.08293168395967
2025-12-08,81.64346471740687
2025-12-09,71.59503829064911
2025-12-10,72.85109159399383
2025-12-11,71.46235660367608
2025-12-12,67.59689678986169
2025-12-13,64.22678194074663
2025-12-14,65.35015355711832
2025-12-15,80.31664784767653
2025-12-16,70.33898498730439
2025-12-17,70.33898498730439
2025-12-18,72.58572822004777
2025-12-19,69.2156133709327
2025-12-20,66.47352517349
2025-12-21,60.36132212693224
2025-12-22,68.092241754561
2025-12-23,66.47352517349
2025-12-24,58.742605545861224
2025-12-25,49.88831430186076
2025-12-26,68.092241754561
2025-12-27,71.46235660367608
2025-12-28,72.58572822004777
2025-12-29,81.44001946404822
2025-12-30,74.20444480111877
2025-12-31,68.72026840623337
2026-01-01,55.372490696746155
2026-01-02,74.20444480111877
2026-01-03,86.92419585893361
2026-01-04,84.18210766149093
2026-01-05,84.18210766149093
2026-01-06,89.170939091677
2026-01-07,86.92419585893361
2026-01-08,81.93536442874755
2026-01-09,82.5633910804199
2026-01-10,73.31105477550034
2026-01-11,73.31105477550034
2026-01-12,79.25519435189227
2026-01-13,91.14347350467611
2026-01-14,84.20864399888553
2026-01-15,83.21795406948688
2026-01-16,78.26450442249362
2026-01-17,69.34829505790573
2026-01-18,66.37622526970978
2026-01-19,79.25519435189227
2026-01-20,84.20864399888553
2026-01-21,83.21795406948688
2026-01-22,83.21795406948688
2026-01-23,80.24588428129091
2026-01-24,75.29243463429765
2026-01-25,71.32967491670304
2026-01-26,87.18071378708149
2026-01-27,84.20864399888553
2026-01-28,79.25519435189227
2026-01-29,82.22726414008822
2026-01-30,78.26450442249362
2026-01-31,72.3203648461017
2026-02-01,81.23657421068957
2026-02-02,79.25519435189227
2026-02-03,84.20864399888553
2026-02-04,86.19002385768283
2026-02-05,80.24588428129091
2026-02-06,74.301744704899
2026-02-07,69.34829505790573
2026-02-08,64.39484541091247
2026-02-09,70.33898498730439
2026-02-10,79.25519435189227
2026-02-11,78.26450442249362
2026-02-12,74.301744704899
2026-02-13,78.26450442249362
2026-02-14,69.34829505790573
2026-02-15,67.36691519910842
2026-02-16,81.23657421068957
2026-02-17,79.25519435189227
2026-02-18,83.21795406948688
2026-02-19,86.19002385768283
2026-02-20,78.26450442249362
2026-02-21,79.25519435189227
2026-02-22,78.26450442249362
2026-02-23,86.19002385768283
2026-02-24,86.19002385768283
2026-02-25,84.20864399888553
2026-02-26,80.24588428129091
2026-02-27,79.25519435189227
2026-02-28,63.40415548151381
2026-03-01,68.35760512850707
2026-03-02,84.20864399888553
2026-03-03,83.21795406948688
2026-03-04,78.26450442249362
2026-03-05,82.22726414008822
2026-03-06,81.23657421068957
2026-03-07,81.23657421068957
2026-03-08,79.25519435189227
2026-03-09,91.14347350467611
2026-03-10,85.19933392828419
2026-03-11,83.21795406948688
2026-03-12,82.22726414008822
2026-03-13,86.19002385768283
2026-03-14,80.24588428129091
2026-03-15,83.21795406948688
2026-03-16,99.06899293986532
2026-03-17,93.1248533634734
2026-03-18,87.18071378708149
2026-03-19,83.21795406948688
2026-03-20,80.24588428129091
2026-03-21,75.29243463429765
2026-03-22,78.26450442249362
2026-03-23,92.13416343407475
2026-03-24,94.11554329287206
2026-03-25,93.1248533634734
2026-03-26,78.26450442249362
2026-03-27,80.24588428129091
2026-03-28,73.31105477550034
2026-03-29,74.301744704899
2026-03-30,82.22726414008822
2026-03-31,84.20864399888553
2026-04-01,86.19002385768283
2026-04-02,90.15278357527745
2026-04-03,76.2831245636963
2026-04-04,73.31105477550034
2026-04-05,75.29243463429765
2026-04-06,90.15278357527745
2026-04-07,87.18071378708149
2026-04-08,91.14347350467611
2026-04-09,87.18071378708149
2026-04-10,84.20864399888553
2026-04-11,78.26450442249362
2026-04-12,84.20864399888553
2026-04-13,90.15278357527745
2026-04-14,86.19002385768283
2026-04-15,91.14347350467611
2026-04-16,85.19933392828419
2026-04-17,86.19002385768283
2026-04-18,78.26450442249362
2026-04-19,78.26450442249362
2026-04-20,86.19002385768283
2026-04-21,94.11554329287206
2026-04-22,85.19933392828419
2026-04-23,84.20864399888553
2026-04-24,83.21795406948688
2026-04-25,68.35760512850707
2026-04-26,76.2831245636963
2026-04-27,90.15278357527745
2026-04-28,87.18071378708149
2026-04-29,84.20864399888553
2026-04-30,82.22726414008822
2026-05-01,80.24588428129091
2026-05-02,78.26450442249362
2026-05-03,98.07830301046668
2026-05-04,98.07830301046668
2026-05-05,95.10623322227072
2026-05-06,85.19933392828419
2026-05-07,82.22726414008822
2026-05-08,81.23657421068957
2026-05-09,73.31105477550034
2026-05-10,76.2831245636963
2026-05-11,83.21795406948688
2026-05-12,83.21795406948688
2026-05-13,86.19002385768283
2026-05-14,86.19002385768283
2026-05-15,89.1620936458788
2026-05-16,76.2831245636963
2026-05-17,84.20864399888553
2026-05-18,89.1620936458788
2026-05-19,85.19933392828419
2026-05-20,86.19002385768283
2026-05-21,87.18071378708149
2026-05-22,83.21795406948688
2026-05-23,73.31105477550034
2026-05-24,69.34829505790573
2026-05-25,76.2831245636963
2026-05-26,85.19933392828419
2026-05-27,82.22726414008822
2026-05-28,81.23657421068957
2026-05-29,78.26450442249362
2026-05-30,75.29243463429765
2026-05-31,78.26450442249362
