Time,domination
2026-03-28,62.933903743315504
2026-03-29,66.08059893048129
2026-03-30,70.27619251336898
2026-03-31,61.885005347593584
2026-04-01,59.78720855614973
2026-04-02,61.885005347593584
2026-04-03,52.44491978609626
2026-04-04,70.27619251336898
2026-04-05,71.3250909090909
2026-04-06,62.933903743315504
2026-04-07,57.68941176470588
2026-04-08,65.03170053475935
2026-04-09,62.933903743315504
2026-04-10,52.44491978609626
2026-04-11,63.98280213903743
2026-04-12,57.68941176470588
2026-04-13,61.885005347593584
2026-04-14,57.68941176470588
2026-04-15,54.542716577540105
2026-04-16,60.836106951871656
2026-04-17,104.88983957219251
2026-04-18,71.3250909090909
2026-04-19,62.933903743315504
2026-04-20,63.98280213903743
2026-04-21,54.542716577540105
2026-04-22,66.08059893048129
2026-04-23,61.885005347593584
2026-04-24,61.885005347593584
2026-04-25,47.20042780748663
2026-04-26,63.98280213903743
2026-04-27,63.98280213903743
2026-04-28,53.49381818181818
2026-04-29,52.44491978609626
2026-04-30,57.68941176470588
2026-05-01,58.73831016042781
2026-05-02,57.68941176470588
2026-05-03,66.08059893048129
2026-05-04,53.49381818181818
2026-05-05,58.73831016042781
2026-05-06,58.73831016042781
2026-05-07,50.34712299465241
2026-05-08,61.885005347593584
2026-05-09,61.885005347593584
2026-05-10,56.64051336898395
2026-05-11,68.17839572192513
2026-05-12,60.836106951871656
2026-05-13,67.12949732620321
2026-05-14,62.933903743315504
2026-05-15,63.98280213903743
2026-05-16,67.12949732620321
2026-05-17,63.98280213903743
2026-05-18,56.64051336898395
2026-05-19,59.78720855614973
2026-05-20,53.49381818181818
2026-05-21,57.68941176470588
2026-05-22,75.52068449197861
2026-05-23,95.44975401069519
2026-05-24,66.08059893048129
2026-05-25,72.37398930481284
2026-05-26,76.56958288770053
2026-05-27,57.68941176470588
2026-05-28,65.03170053475935
2026-05-29,58.73831016042781
2026-05-30,59.78720855614973
2026-05-31,73.42288770053476
