Time,race
2024-10-04,29.610389610389618
2024-10-05,34.545454545454554
2024-10-06,44.415584415584426
2024-10-07,29.610389610389618
2024-10-08,27.14285714285715
2024-10-09,27.14285714285715
2024-10-10,27.14285714285715
2024-10-11,29.610389610389618
2024-10-12,34.545454545454554
2024-10-13,41.948051948051955
2024-10-14,29.610389610389618
2024-10-15,29.610389610389618
2024-10-16,29.610389610389618
2024-10-17,29.610389610389618
2024-10-18,32.07792207792208
2024-10-19,39.48051948051949
2024-10-20,49.35064935064936
2024-10-21,32.07792207792208
2024-10-22,29.610389610389618
2024-10-23,29.610389610389618
2024-10-24,32.07792207792208
2024-10-25,32.07792207792208
2024-10-26,37.012987012987026
2024-10-27,44.415584415584426
2024-10-28,34.545454545454554
2024-10-29,32.07792207792208
2024-10-30,32.07792207792208
2024-10-31,34.545454545454554
2024-11-01,34.545454545454554
2024-11-02,44.415584415584426
2024-11-03,54.2857142857143
2024-11-04,44.415584415584426
2024-11-05,69.09090909090911
2024-11-06,246.7532467532468
2024-11-07,101.16883116883119
2024-11-08,76.49350649350652
2024-11-09,78.96103896103898
2024-11-10,76.49350649350652
2024-11-11,54.2857142857143
2024-11-12,49.35064935064936
2024-11-13,41.948051948051955
2024-11-14,34.545454545454554
2024-11-15,32.07792207792208
2024-11-16,29.610389610389618
2024-11-17,32.07792207792208
2024-11-18,32.07792207792208
2024-11-19,29.610389610389618
2024-11-20,29.610389610389618
2024-11-21,29.610389610389618
2024-11-22,27.14285714285715
2024-11-23,32.07792207792208
2024-11-24,34.545454545454554
2024-11-25,27.14285714285715
2024-11-26,24.67532467532468
2024-11-27,24.67532467532468
2024-11-28,29.610389610389618
2024-11-29,27.14285714285715
2024-11-30,27.14285714285715
2024-12-01,29.610389610389618
2024-12-02,24.67532467532468
2024-12-03,24.67532467532468
2024-12-04,24.67532467532468
2024-12-05,24.67532467532468
2024-12-06,24.67532467532468
2024-12-07,27.14285714285715
2024-12-08,32.07792207792208
2024-12-09,24.67532467532468
2024-12-10,24.67532467532468
2024-12-11,22.207792207792213
2024-12-12,24.67532467532468
2024-12-13,24.67532467532468
2024-12-14,24.67532467532468
2024-12-15,27.14285714285715
2024-12-16,24.67532467532468
2024-12-17,24.67532467532468
2024-12-18,22.207792207792213
2024-12-19,22.207792207792213
2024-12-20,22.207792207792213
2024-12-21,22.207792207792213
2024-12-22,22.207792207792213
2024-12-23,22.207792207792213
2024-12-24,19.740259740259745
2024-12-25,22.207792207792213
2024-12-26,22.207792207792213
2024-12-27,24.67532467532468
2024-12-28,24.67532467532468
2024-12-29,24.67532467532468
2024-12-30,22.207792207792213
2024-12-31,22.207792207792213
2025-01-01,24.67532467532468
2025-01-02,24.67532467532468
2025-01-03,27.14285714285715
2025-01-04,34.545454545454554
2025-01-05,29.610389610389618
2025-01-06,27.14285714285715
2025-01-07,24.67532467532468
2025-01-08,24.67532467532468
2025-01-09,24.67532467532468
2025-01-10,24.67532467532468
2025-01-11,29.610389610389618
2025-01-12,29.610389610389618
2025-01-13,24.67532467532468
2025-01-14,24.67532467532468
2025-01-15,24.67532467532468
2025-01-16,24.67532467532468
2025-01-17,24.67532467532468
2025-01-18,27.14285714285715
2025-01-19,27.14285714285715
2025-01-20,27.14285714285715
2025-01-21,24.67532467532468
2025-01-22,24.67532467532468
2025-01-23,27.14285714285715
2025-01-24,29.610389610389618
2025-01-25,32.07792207792208
2025-01-26,29.610389610389618
2025-01-27,27.14285714285715
2025-01-28,27.14285714285715
2025-01-29,29.610389610389618
2025-01-30,29.610389610389618
2025-01-31,29.610389610389618
2025-02-01,32.07792207792208
2025-02-02,34.545454545454554
2025-02-03,32.07792207792208
2025-02-04,27.14285714285715
2025-02-05,27.14285714285715
2025-02-06,27.14285714285715
2025-02-07,29.610389610389618
2025-02-08,32.07792207792208
2025-02-09,29.610389610389618
2025-02-10,27.14285714285715
2025-02-11,24.67532467532468
2025-02-12,27.14285714285715
2025-02-13,27.14285714285715
2025-02-14,29.610389610389618
2025-02-15,46.8831168831169
2025-02-16,54.2857142857143
2025-02-17,41.948051948051955
2025-02-18,29.610389610389618
2025-02-19,29.610389610389618
2025-02-20,27.14285714285715
2025-02-21,29.610389610389618
2025-02-22,39.48051948051949
2025-02-23,51.81818181818183
2025-02-24,34.545454545454554
2025-02-25,29.610389610389618
2025-02-26,27.14285714285715
2025-02-27,29.610389610389618
2025-02-28,29.610389610389618
2025-03-01,39.48051948051949
2025-03-02,49.35064935064936
2025-03-03,34.545454545454554
2025-03-04,29.610389610389618
2025-03-05,32.07792207792208
2025-03-06,32.07792207792208
2025-03-07,29.610389610389618
2025-03-08,39.48051948051949
2025-03-09,49.35064935064936
2025-03-10,32.07792207792208
2025-03-11,27.14285714285715
2025-03-12,29.610389610389618
2025-03-13,32.07792207792208
2025-03-14,32.07792207792208
2025-03-15,41.948051948051955
2025-03-16,59.220779220779235
2025-03-17,32.07792207792208
2025-03-18,27.14285714285715
2025-03-19,27.14285714285715
2025-03-20,29.610389610389618
2025-03-21,32.07792207792208
2025-03-22,44.415584415584426
2025-03-23,54.2857142857143
2025-03-24,29.610389610389618
2025-03-25,27.14285714285715
2025-03-26,27.14285714285715
2025-03-27,29.610389610389618
2025-03-28,32.07792207792208
2025-03-29,39.48051948051949
2025-03-30,49.35064935064936
2025-03-31,37.012987012987026
2025-04-01,49.35064935064936
2025-04-02,98.70129870129873
2025-04-03,32.07792207792208
2025-04-04,32.07792207792208
2025-04-05,41.948051948051955
2025-04-06,51.81818181818183
2025-04-07,29.610389610389618
2025-04-08,29.610389610389618
2025-04-09,27.14285714285715
2025-04-10,29.610389610389618
2025-04-11,29.610389610389618
2025-04-12,41.948051948051955
2025-04-13,51.81818181818183
2025-04-14,32.07792207792208
2025-04-15,28.685064935064943
2025-04-16,28.685064935064943
2025-04-17,31.07548701298702
2025-04-18,32.23214285714286
2025-04-19,44.18425324675326
2025-04-20,46.57467532467534
2025-04-21,29.841720779220786
2025-04-22,29.841720779220786
2025-04-23,32.23214285714286
2025-04-24,33.4659090909091
2025-04-25,34.62256493506494
2025-04-26,46.57467532467534
2025-04-27,58.52678571428573
2025-04-28,38.24675324675326
2025-04-29,34.62256493506494
2025-04-30,31.07548701298702
2025-05-01,34.62256493506494
2025-05-02,45.34090909090911
2025-05-03,102.71103896103898
2025-05-04,69.24512987012989
2025-05-05,37.012987012987026
2025-05-06,32.23214285714286
2025-05-07,32.23214285714286
2025-05-08,32.23214285714286
2025-05-09,33.4659090909091
2025-05-10,41.793831168831176
2025-05-11,46.57467532467534
2025-05-12,32.23214285714286
2025-05-13,32.23214285714286
2025-05-14,30.07305194805196
2025-05-15,37.012987012987026
2025-05-16,46.26623376623378
2025-05-17,60.14610389610392
2025-05-18,62.45941558441561
2025-05-19,39.32629870129871
2025-05-20,30.07305194805196
2025-05-21,32.38636363636365
2025-05-22,30.07305194805196
2025-05-23,34.69967532467534
2025-05-24,43.952922077922096
2025-05-25,78.65259740259742
2025-05-26,48.57954545454547
2025-05-27,30.07305194805196
2025-05-28,27.75974025974027
2025-05-29,27.75974025974027
2025-05-30,30.07305194805196
2025-05-31,39.32629870129871
2025-06-01,57.832792207792224
2025-06-02,37.012987012987026
2025-06-03,27.75974025974027
2025-06-04,27.75974025974027
2025-06-05,27.75974025974027
2025-06-06,30.07305194805196
2025-06-07,60.14610389610392
2025-06-08,55.51948051948054
2025-06-09,30.07305194805196
2025-06-10,27.75974025974027
2025-06-11,27.75974025974027
2025-06-12,27.75974025974027
2025-06-13,30.07305194805196
2025-06-14,39.32629870129871
2025-06-15,55.51948051948054
2025-06-16,32.38636363636365
2025-06-17,25.44642857142858
2025-06-18,25.44642857142858
2025-06-19,27.75974025974027
2025-06-20,27.75974025974027
2025-06-21,37.012987012987026
2025-06-22,55.51948051948054
2025-06-23,30.07305194805196
2025-06-24,32.38636363636365
2025-06-25,37.012987012987026
2025-06-26,30.07305194805196
2025-06-27,32.38636363636365
2025-06-28,43.952922077922096
2025-06-29,53.20616883116885
2025-06-30,30.07305194805196
2025-07-01,27.75974025974027
2025-07-02,27.75974025974027
2025-07-03,30.07305194805196
2025-07-04,43.952922077922096
2025-07-05,41.639610389610404
2025-07-06,62.45941558441561
2025-07-07,32.38636363636365
2025-07-08,27.75974025974027
2025-07-09,27.75974025974027
2025-07-10,30.07305194805196
2025-07-11,32.38636363636365
2025-07-12,41.639610389610404
2025-07-13,48.57954545454547
2025-07-14,32.38636363636365
2025-07-15,27.75974025974027
2025-07-16,27.75974025974027
2025-07-17,30.07305194805196
2025-07-18,30.07305194805196
2025-07-19,48.57954545454547
2025-07-20,62.45941558441561
2025-07-21,34.69967532467534
2025-07-22,30.07305194805196
2025-07-23,30.07305194805196
2025-07-24,30.07305194805196
2025-07-25,32.38636363636365
2025-07-26,50.89285714285716
2025-07-27,64.7727272727273
2025-07-28,34.69967532467534
2025-07-29,32.38636363636365
2025-07-30,34.69967532467534
2025-07-31,34.69967532467534
2025-08-01,34.69967532467534
2025-08-02,43.952922077922096
2025-08-03,53.20616883116885
2025-08-04,30.07305194805196
2025-08-05,27.75974025974027
2025-08-06,30.07305194805196
2025-08-07,30.07305194805196
2025-08-08,32.38636363636365
2025-08-09,43.952922077922096
2025-08-10,53.20616883116885
2025-08-11,34.69967532467534
2025-08-12,32.38636363636365
2025-08-13,27.75974025974027
2025-08-14,30.07305194805196
2025-08-15,32.38636363636365
2025-08-16,46.26623376623378
2025-08-17,46.26623376623378
2025-08-18,30.07305194805196
2025-08-19,27.75974025974027
2025-08-20,27.75974025974027
2025-08-21,27.75974025974027
2025-08-22,32.38636363636365
2025-08-23,46.26623376623378
2025-08-24,48.57954545454547
2025-08-25,30.07305194805196
2025-08-26,27.75974025974027
2025-08-27,30.07305194805196
2025-08-28,30.07305194805196
2025-08-29,30.07305194805196
2025-08-30,37.012987012987026
2025-08-31,55.51948051948054
2025-09-01,41.639610389610404
2025-09-02,27.75974025974027
2025-09-03,27.75974025974027
2025-09-04,27.75974025974027
2025-09-05,30.07305194805196
2025-09-06,39.32629870129871
2025-09-07,46.26623376623378
2025-09-08,30.07305194805196
2025-09-09,30.07305194805196
2025-09-10,30.07305194805196
2025-09-11,32.38636363636365
2025-09-12,32.38636363636365
2025-09-13,41.639610389610404
2025-09-14,41.639610389610404
2025-09-15,30.07305194805196
2025-09-16,30.07305194805196
2025-09-17,30.07305194805196
2025-09-18,30.07305194805196
2025-09-19,32.38636363636365
2025-09-20,39.32629870129871
2025-09-21,46.26623376623378
2025-09-22,34.69967532467534
2025-09-23,32.38636363636365
2025-09-24,30.07305194805196
2025-09-25,32.38636363636365
2025-09-26,37.012987012987026
2025-09-27,41.639610389610404
2025-09-28,53.20616883116885
2025-09-29,34.69967532467534
2025-09-30,32.38636363636365
2025-10-01,30.07305194805196
2025-10-02,32.38636363636365
2025-10-03,32.38636363636365
2025-10-04,37.012987012987026
2025-10-05,43.952922077922096
2025-10-06,32.38636363636365
2025-10-07,30.07305194805196
2025-10-08,30.07305194805196
2025-10-09,32.38636363636365
2025-10-10,32.38636363636365
2025-10-11,37.012987012987026
2025-10-12,46.26623376623378
2025-10-13,34.69967532467534
2025-10-14,30.07305194805196
2025-10-15,30.07305194805196
2025-10-16,32.38636363636365
2025-10-17,34.69967532467534
2025-10-18,46.26623376623378
2025-10-19,57.832792207792224
2025-10-20,32.38636363636365
2025-10-21,30.07305194805196
2025-10-22,27.75974025974027
2025-10-23,32.38636363636365
2025-10-24,32.38636363636365
2025-10-25,37.012987012987026
2025-10-26,50.89285714285716
2025-10-27,34.69967532467534
2025-10-28,32.38636363636365
2025-10-29,32.38636363636365
2025-10-30,32.38636363636365
2025-10-31,34.69967532467534
2025-11-01,46.26623376623378
2025-11-02,55.51948051948054
2025-11-03,46.26623376623378
2025-11-04,90.21915584415588
2025-11-05,231.3311688311689
2025-11-06,43.952922077922096
2025-11-07,34.69967532467534
2025-11-08,39.32629870129871
2025-11-09,41.639610389610404
2025-11-10,30.07305194805196
2025-11-11,30.07305194805196
2025-11-12,27.75974025974027
2025-11-13,30.07305194805196
2025-11-14,30.07305194805196
2025-11-15,30.07305194805196
2025-11-16,32.38636363636365
2025-11-17,27.75974025974027
2025-11-18,27.75974025974027
2025-11-19,27.75974025974027
2025-11-20,32.38636363636365
2025-11-21,34.69967532467534
2025-11-22,37.012987012987026
2025-11-23,41.639610389610404
2025-11-24,30.07305194805196
2025-11-25,32.38636363636365
2025-11-26,25.44642857142858
2025-11-27,34.69967532467534
2025-11-28,30.07305194805196
2025-11-29,34.69967532467534
2025-11-30,41.639610389610404
2025-12-01,30.07305194805196
2025-12-02,32.38636363636365
2025-12-03,34.69967532467534
2025-12-04,30.07305194805196
2025-12-05,32.38636363636365
2025-12-06,37.012987012987026
2025-12-07,48.57954545454547
2025-12-08,30.07305194805196
2025-12-09,30.07305194805196
2025-12-10,32.38636363636365
2025-12-11,34.788648851148864
2025-12-12,32.38636363636365
2025-12-13,34.165834165834184
2025-12-14,32.38636363636365
2025-12-15,27.581793206793215
2025-12-16,25.802322677322685
2025-12-17,25.802322677322685
2025-12-18,28.2046078921079
2025-12-19,28.2046078921079
2025-12-20,27.581793206793215
2025-12-21,27.581793206793215
2025-12-22,25.179507992008
2025-12-23,23.40003746253747
2025-12-24,25.179507992008
2025-12-25,25.179507992008
2025-12-26,27.581793206793215
2025-12-27,29.98407842157843
2025-12-28,29.98407842157843
2025-12-29,25.802322677322685
2025-12-30,26.425137362637372
2025-12-31,25.802322677322685
2026-01-01,28.2046078921079
2026-01-02,32.38636363636365
2026-01-03,37.81374875124877
2026-01-04,33.009178321678334
2026-01-05,28.82742257742259
2026-01-06,28.2046078921079
2026-01-07,29.98407842157843
2026-01-08,29.98407842157843
2026-01-09,32.38636363636365
2026-01-10,36.12325174825176
2026-01-11,34.87762237762239
2026-01-12,29.895104895104907
2026-01-13,31.140734265734277
2026-01-14,31.140734265734277
2026-01-15,29.895104895104907
2026-01-16,32.38636363636365
2026-01-17,34.87762237762239
2026-01-18,33.63199300699302
2026-01-19,29.895104895104907
2026-01-20,29.895104895104907
2026-01-21,31.140734265734277
2026-01-22,31.140734265734277
2026-01-23,32.38636363636365
2026-01-24,37.368881118881134
2026-01-25,37.368881118881134
2026-01-26,33.63199300699302
2026-01-27,31.140734265734277
2026-01-28,29.895104895104907
2026-01-29,32.38636363636365
2026-01-30,34.87762237762239
2026-01-31,39.860139860139874
2026-02-01,44.84265734265736
2026-02-02,37.368881118881134
2026-02-03,36.12325174825176
2026-02-04,42.351398601398614
2026-02-05,44.84265734265736
2026-02-06,38.6145104895105
2026-02-07,44.84265734265736
2026-02-08,43.59702797202799
2026-02-09,38.6145104895105
2026-02-10,37.368881118881134
2026-02-11,36.12325174825176
2026-02-12,36.12325174825176
2026-02-13,44.84265734265736
2026-02-14,61.03583916083918
2026-02-15,66.01835664335667
2026-02-16,44.84265734265736
2026-02-17,42.351398601398614
2026-02-18,38.6145104895105
2026-02-19,38.6145104895105
2026-02-20,37.368881118881134
2026-02-21,51.070804195804214
2026-02-22,58.54458041958044
2026-02-23,43.59702797202799
2026-02-24,37.368881118881134
2026-02-25,34.87762237762239
2026-02-26,37.368881118881134
2026-02-27,42.351398601398614
2026-02-28,46.08828671328673
2026-03-01,58.54458041958044
2026-03-02,43.59702797202799
2026-03-03,41.10576923076925
2026-03-04,54.80769230769233
2026-03-05,37.368881118881134
2026-03-06,41.10576923076925
2026-03-07,56.0533216783217
2026-03-08,79.72027972027975
2026-03-09,41.10576923076925
2026-03-10,34.87762237762239
2026-03-11,34.87762237762239
2026-03-12,38.6145104895105
2026-03-13,37.368881118881134
2026-03-14,52.31643356643359
2026-03-15,68.50961538461542
2026-03-16,37.368881118881134
2026-03-17,36.12325174825176
2026-03-18,37.368881118881134
2026-03-19,34.87762237762239
2026-03-20,37.368881118881134
2026-03-21,51.070804195804214
2026-03-22,57.29895104895107
2026-03-23,37.368881118881134
2026-03-24,33.63199300699302
2026-03-25,34.87762237762239
2026-03-26,34.87762237762239
2026-03-27,36.12325174825176
2026-03-28,52.31643356643359
2026-03-29,67.26398601398604
2026-03-30,38.6145104895105
2026-03-31,36.12325174825176
2026-04-01,38.6145104895105
2026-04-02,36.12325174825176
2026-04-03,36.12325174825176
2026-04-04,53.562062937062954
2026-04-05,56.0533216783217
2026-04-06,39.860139860139874
2026-04-07,37.368881118881134
2026-04-08,39.860139860139874
2026-04-09,39.860139860139874
2026-04-10,41.10576923076925
2026-04-11,59.790209790209815
2026-04-12,64.7727272727273
2026-04-13,47.3339160839161
2026-04-14,38.6145104895105
2026-04-15,38.6145104895105
2026-04-16,37.368881118881134
2026-04-17,47.3339160839161
2026-04-18,57.29895104895107
2026-04-19,62.281468531468555
2026-04-20,42.351398601398614
2026-04-21,41.10576923076925
2026-04-22,39.860139860139874
2026-04-23,41.10576923076925
2026-04-24,42.351398601398614
2026-04-25,54.80769230769233
2026-04-26,71.00087412587415
2026-04-27,46.08828671328673
2026-04-28,38.6145104895105
2026-04-29,39.860139860139874
2026-04-30,44.84265734265736
2026-05-01,53.562062937062954
2026-05-02,110.86101398601403
2026-05-03,90.93094405594408
2026-05-04,48.579545454545475
2026-05-05,43.59702797202799
2026-05-06,48.579545454545475
2026-05-07,46.08828671328673
2026-05-08,47.3339160839161
2026-05-09,53.562062937062954
2026-05-10,58.54458041958044
2026-05-11,46.08828671328673
2026-05-12,42.351398601398614
2026-05-13,43.59702797202799
2026-05-14,43.59702797202799
2026-05-15,47.3339160839161
2026-05-16,73.4921328671329
2026-05-17,73.4921328671329
2026-05-18,46.08828671328673
2026-05-19,47.3339160839161
2026-05-20,53.562062937062954
2026-05-21,48.579545454545475
2026-05-22,58.54458041958044
2026-05-23,73.4921328671329
2026-05-24,124.56293706293711
2026-05-25,73.4921328671329
2026-05-26,46.08828671328673
2026-05-27,47.3339160839161
2026-05-28,46.08828671328673
2026-05-29,44.84265734265736
2026-05-30,62.281468531468555
2026-05-31,78.47465034965037
