Time,dollar_general
2024-12-30,31.017356475300403
2024-12-31,38.771695594125504
2025-01-01,60.09612817089453
2025-01-02,27.140186915887853
2025-01-03,25.201602136181577
2025-01-04,36.83311081441923
2025-01-05,32.95594125500668
2025-01-06,27.140186915887853
2025-01-07,27.140186915887853
2025-01-08,25.201602136181577
2025-01-09,23.263017356475302
2025-01-10,29.078771695594128
2025-01-11,31.017356475300403
2025-01-12,34.89452603471295
2025-01-13,25.201602136181577
2025-01-14,21.324432576769027
2025-01-15,23.263017356475302
2025-01-16,23.263017356475302
2025-01-17,25.201602136181577
2025-01-18,31.017356475300403
2025-01-19,27.140186915887853
2025-01-20,25.201602136181577
2025-01-21,25.201602136181577
2025-01-22,29.078771695594128
2025-01-23,27.140186915887853
2025-01-24,25.201602136181577
2025-01-25,31.017356475300403
2025-01-26,29.078771695594128
2025-01-27,25.201602136181577
2025-01-28,23.263017356475302
2025-01-29,23.263017356475302
2025-01-30,21.324432576769027
2025-01-31,25.201602136181577
2025-02-01,31.017356475300403
2025-02-02,31.017356475300403
2025-02-03,25.201602136181577
2025-02-04,23.263017356475302
2025-02-05,25.201602136181577
2025-02-06,25.201602136181577
2025-02-07,25.201602136181577
2025-02-08,31.017356475300403
2025-02-09,34.89452603471295
2025-02-10,23.263017356475302
2025-02-11,29.078771695594128
2025-02-12,25.201602136181577
2025-02-13,25.201602136181577
2025-02-14,31.017356475300403
2025-02-15,31.017356475300403
2025-02-16,31.017356475300403
2025-02-17,25.201602136181577
2025-02-18,27.140186915887853
2025-02-19,23.263017356475302
2025-02-20,23.263017356475302
2025-02-21,25.201602136181577
2025-02-22,31.017356475300403
2025-02-23,31.017356475300403
2025-02-24,23.263017356475302
2025-02-25,21.324432576769027
2025-02-26,23.263017356475302
2025-02-27,23.263017356475302
2025-02-28,29.078771695594128
2025-03-01,36.83311081441923
2025-03-02,32.95594125500668
2025-03-03,25.201602136181577
2025-03-04,25.201602136181577
2025-03-05,23.263017356475302
2025-03-06,23.263017356475302
2025-03-07,25.201602136181577
2025-03-08,36.83311081441923
2025-03-09,31.017356475300403
2025-03-10,29.078771695594128
2025-03-11,25.201602136181577
2025-03-12,23.263017356475302
2025-03-13,25.201602136181577
2025-03-14,27.140186915887853
2025-03-15,32.95594125500668
2025-03-16,34.89452603471295
2025-03-17,27.140186915887853
2025-03-18,27.140186915887853
2025-03-19,27.140186915887853
2025-03-20,27.140186915887853
2025-03-21,27.140186915887853
2025-03-22,34.89452603471295
2025-03-23,32.95594125500668
2025-03-24,25.201602136181577
2025-03-25,25.201602136181577
2025-03-26,25.201602136181577
2025-03-27,23.263017356475302
2025-03-28,25.201602136181577
2025-03-29,32.95594125500668
2025-03-30,32.95594125500668
2025-03-31,23.263017356475302
2025-04-01,25.201602136181577
2025-04-02,21.324432576769027
2025-04-03,25.201602136181577
2025-04-04,25.201602136181577
2025-04-05,34.89452603471295
2025-04-06,32.95594125500668
2025-04-07,25.201602136181577
2025-04-08,23.263017356475302
2025-04-09,25.201602136181577
2025-04-10,25.201602136181577
2025-04-11,27.140186915887853
2025-04-12,34.89452603471295
2025-04-13,34.89452603471295
2025-04-14,27.140186915887853
2025-04-15,25.201602136181577
2025-04-16,27.220961281708945
2025-04-17,26.170894526034715
2025-04-18,28.190253671562083
2025-04-19,40.3064085447263
2025-04-20,86.67089452603471
2025-04-21,27.220961281708945
2025-04-22,23.182242990654206
2025-04-23,23.182242990654206
2025-04-24,23.182242990654206
2025-04-25,23.182242990654206
2025-04-26,33.279038718291055
2025-04-27,31.259679572763687
2025-04-28,25.201602136181577
2025-04-29,25.201602136181577
2025-04-30,25.201602136181577
2025-05-01,25.201602136181577
2025-05-02,25.201602136181577
2025-05-03,34.24833110814419
2025-05-04,32.228971962616825
2025-05-05,27.220961281708945
2025-05-06,25.201602136181577
2025-05-07,25.201602136181577
2025-05-08,25.201602136181577
2025-05-09,27.220961281708945
2025-05-10,38.287049399198935
2025-05-11,40.3064085447263
2025-05-12,27.220961281708945
2025-05-13,25.201602136181577
2025-05-14,25.201602136181577
2025-05-15,27.301735647530037
2025-05-16,29.401869158878505
2025-05-17,37.80240320427236
2025-05-18,35.7022696929239
2025-05-19,31.502002670226968
2025-05-20,27.301735647530037
2025-05-21,27.301735647530037
2025-05-22,25.201602136181574
2025-05-23,25.201602136181574
2025-05-24,37.80240320427236
2025-05-25,35.7022696929239
2025-05-26,42.002670226969286
2025-05-27,27.301735647530037
2025-05-28,31.502002670226968
2025-05-29,29.401869158878505
2025-05-30,27.301735647530037
2025-05-31,37.80240320427236
2025-06-01,37.80240320427236
2025-06-02,27.301735647530037
2025-06-03,27.301735647530037
2025-06-04,27.301735647530037
2025-06-05,29.401869158878505
2025-06-06,33.60213618157543
2025-06-07,33.60213618157543
2025-06-08,33.60213618157543
2025-06-09,27.301735647530037
2025-06-10,27.301735647530037
2025-06-11,27.301735647530037
2025-06-12,25.201602136181574
2025-06-13,29.401869158878505
2025-06-14,35.7022696929239
2025-06-15,37.80240320427236
2025-06-16,27.301735647530037
2025-06-17,29.401869158878505
2025-06-18,27.301735647530037
2025-06-19,25.201602136181574
2025-06-20,29.401869158878505
2025-06-21,35.7022696929239
2025-06-22,33.60213618157543
2025-06-23,29.401869158878505
2025-06-24,27.301735647530037
2025-06-25,27.301735647530037
2025-06-26,29.401869158878505
2025-06-27,29.401869158878505
2025-06-28,35.7022696929239
2025-06-29,31.502002670226968
2025-06-30,29.401869158878505
2025-07-01,31.502002670226968
2025-07-02,31.502002670226968
2025-07-03,35.7022696929239
2025-07-04,69.30440587449932
2025-07-05,42.002670226969286
2025-07-06,37.80240320427236
2025-07-07,31.502002670226968
2025-07-08,33.60213618157543
2025-07-09,33.60213618157543
2025-07-10,33.60213618157543
2025-07-11,33.60213618157543
2025-07-12,42.002670226969286
2025-07-13,44.10280373831775
2025-07-14,31.502002670226968
2025-07-15,27.301735647530037
2025-07-16,29.401869158878505
2025-07-17,29.401869158878505
2025-07-18,29.401869158878505
2025-07-19,37.80240320427236
2025-07-20,37.80240320427236
2025-07-21,31.502002670226968
2025-07-22,29.401869158878505
2025-07-23,29.401869158878505
2025-07-24,31.502002670226968
2025-07-25,29.401869158878505
2025-07-26,33.60213618157543
2025-07-27,33.60213618157543
2025-07-28,31.502002670226968
2025-07-29,27.301735647530037
2025-07-30,27.301735647530037
2025-07-31,29.401869158878505
2025-08-01,31.502002670226968
2025-08-02,39.902536715620826
2025-08-03,39.902536715620826
2025-08-04,31.502002670226968
2025-08-05,29.401869158878505
2025-08-06,29.401869158878505
2025-08-07,29.401869158878505
2025-08-08,31.502002670226968
2025-08-09,37.80240320427236
2025-08-10,35.7022696929239
2025-08-11,27.301735647530037
2025-08-12,27.301735647530037
2025-08-13,29.401869158878505
2025-08-14,29.401869158878505
2025-08-15,27.301735647530037
2025-08-16,35.7022696929239
2025-08-17,37.80240320427236
2025-08-18,29.401869158878505
2025-08-19,27.301735647530037
2025-08-20,27.301735647530037
2025-08-21,27.301735647530037
2025-08-22,27.301735647530037
2025-08-23,37.80240320427236
2025-08-24,37.80240320427236
2025-08-25,27.301735647530037
2025-08-26,25.201602136181574
2025-08-27,25.201602136181574
2025-08-28,27.301735647530037
2025-08-29,29.401869158878505
2025-08-30,37.80240320427236
2025-08-31,39.902536715620826
2025-09-01,44.10280373831775
2025-09-02,25.201602136181574
2025-09-03,27.301735647530037
2025-09-04,23.10146862483311
2025-09-05,25.201602136181574
2025-09-06,31.502002670226968
2025-09-07,33.60213618157543
2025-09-08,27.301735647530037
2025-09-09,25.201602136181574
2025-09-10,23.10146862483311
2025-09-11,25.201602136181574
2025-09-12,23.10146862483311
2025-09-13,33.60213618157543
2025-09-14,31.502002670226968
2025-09-15,23.10146862483311
2025-09-16,23.10146862483311
2025-09-17,25.201602136181574
2025-09-18,23.10146862483311
2025-09-19,25.201602136181574
2025-09-20,35.7022696929239
2025-09-21,31.502002670226968
2025-09-22,25.201602136181574
2025-09-23,23.10146862483311
2025-09-24,23.10146862483311
2025-09-25,25.201602136181574
2025-09-26,27.301735647530037
2025-09-27,31.502002670226968
2025-09-28,35.7022696929239
2025-09-29,25.201602136181574
2025-09-30,25.201602136181574
2025-10-01,25.201602136181574
2025-10-02,25.201602136181574
2025-10-03,29.401869158878505
2025-10-04,35.7022696929239
2025-10-05,35.7022696929239
2025-10-06,25.201602136181574
2025-10-07,25.201602136181574
2025-10-08,25.201602136181574
2025-10-09,25.201602136181574
2025-10-10,27.301735647530037
2025-10-11,33.60213618157543
2025-10-12,35.7022696929239
2025-10-13,27.301735647530037
2025-10-14,25.201602136181574
2025-10-15,25.201602136181574
2025-10-16,25.201602136181574
2025-10-17,31.502002670226968
2025-10-18,35.7022696929239
2025-10-19,33.60213618157543
2025-10-20,27.301735647530037
2025-10-21,25.201602136181574
2025-10-22,25.201602136181574
2025-10-23,25.201602136181574
2025-10-24,25.201602136181574
2025-10-25,35.7022696929239
2025-10-26,35.7022696929239
2025-10-27,27.301735647530037
2025-10-28,25.201602136181574
2025-10-29,25.201602136181574
2025-10-30,29.401869158878505
2025-10-31,35.7022696929239
2025-11-01,37.80240320427236
2025-11-02,33.60213618157543
2025-11-03,27.301735647530037
2025-11-04,25.201602136181574
2025-11-05,25.201602136181574
2025-11-06,27.301735647530037
2025-11-07,27.301735647530037
2025-11-08,35.7022696929239
2025-11-09,33.60213618157543
2025-11-10,25.201602136181574
2025-11-11,25.201602136181574
2025-11-12,25.201602136181574
2025-11-13,27.301735647530037
2025-11-14,25.201602136181574
2025-11-15,35.7022696929239
2025-11-16,33.60213618157543
2025-11-17,27.301735647530037
2025-11-18,27.301735647530037
2025-11-19,27.301735647530037
2025-11-20,27.301735647530037
2025-11-21,27.301735647530037
2025-11-22,33.60213618157543
2025-11-23,35.7022696929239
2025-11-24,29.401869158878505
2025-11-25,31.502002670226968
2025-11-26,42.002670226969286
2025-11-27,210.01335113484646
2025-11-28,54.603471295060075
2025-11-29,39.902536715620826
2025-11-30,37.80240320427236
2025-12-01,29.401869158878505
2025-12-02,27.301735647530037
2025-12-03,29.401869158878505
2025-12-04,29.401869158878505
2025-12-05,29.401869158878505
2025-12-06,39.902536715620826
2025-12-07,37.80240320427236
2025-12-08,27.301735647530037
2025-12-09,27.301735647530037
2025-12-10,29.401869158878505
2025-12-11,29.718915421091154
2025-12-12,29.718915421091154
2025-12-13,41.025309569020514
2025-12-14,35.87271185644423
2025-12-15,30.768982176765387
2025-12-16,28.717716698314362
2025-12-17,32.82024765521641
2025-12-18,35.87271185644423
2025-12-19,46.129039248699364
2025-12-20,42.026508291797306
2025-12-21,42.026508291797306
2025-12-22,34.871513133667435
2025-12-23,44.077773770248335
2025-12-24,128.13079035384294
2025-12-25,200.92628082240566
2025-12-26,38.97404409056949
2025-12-27,35.87271185644423
2025-12-28,35.87271185644423
2025-12-29,29.718915421091154
2025-12-30,29.718915421091154
2025-12-31,44.077773770248335
2026-01-01,60.487897597856545
2026-01-02,31.770180899542183
2026-01-03,31.770180899542183
2026-01-04,31.770180899542183
2026-01-05,26.666451219863333
2026-01-06,26.666451219863333
2026-01-07,25.616384464189103
2026-01-08,24.61518574141231
2026-01-09,26.666451219863333
2026-01-10,32.038359128857394
2026-01-11,32.038359128857394
2026-01-12,24.028769346643045
2026-01-13,22.02637190108946
2026-01-14,24.028769346643045
2026-01-15,24.028769346643045
2026-01-16,24.028769346643045
2026-01-17,34.04075657441098
2026-01-18,32.038359128857394
2026-01-19,28.03356423775022
2026-01-20,26.031166792196633
2026-01-21,28.03356423775022
2026-01-22,28.03356423775022
2026-01-23,32.038359128857394
2026-01-24,48.05753869328609
2026-01-25,42.050346356625326
2026-01-26,34.04075657441098
2026-01-27,28.03356423775022
2026-01-28,26.031166792196633
2026-01-29,26.031166792196633
2026-01-30,28.03356423775022
2026-01-31,38.04555146551816
2026-02-01,34.04075657441098
2026-02-02,26.031166792196633
2026-02-03,26.031166792196633
2026-02-04,26.031166792196633
2026-02-05,26.031166792196633
2026-02-06,26.031166792196633
2026-02-07,34.04075657441098
2026-02-08,32.038359128857394
2026-02-09,24.028769346643045
2026-02-10,24.028769346643045
2026-02-11,26.031166792196633
2026-02-12,28.03356423775022
2026-02-13,30.035961683303807
2026-02-14,40.04794891107174
2026-02-15,32.038359128857394
2026-02-16,26.031166792196633
2026-02-17,24.028769346643045
2026-02-18,22.02637190108946
2026-02-19,24.028769346643045
2026-02-20,26.031166792196633
2026-02-21,34.04075657441098
2026-02-22,34.04075657441098
2026-02-23,26.031166792196633
2026-02-24,26.031166792196633
2026-02-25,24.028769346643045
2026-02-26,24.028769346643045
2026-02-27,30.035961683303807
2026-02-28,36.04315401996457
2026-03-01,38.04555146551816
2026-03-02,28.03356423775022
2026-03-03,26.031166792196633
2026-03-04,26.031166792196633
2026-03-05,26.031166792196633
2026-03-06,28.03356423775022
2026-03-07,34.04075657441098
2026-03-08,34.04075657441098
2026-03-09,28.03356423775022
2026-03-10,28.03356423775022
2026-03-11,24.028769346643045
2026-03-12,30.035961683303807
2026-03-13,26.031166792196633
2026-03-14,36.04315401996457
2026-03-15,36.04315401996457
2026-03-16,28.03356423775022
2026-03-17,28.03356423775022
2026-03-18,24.028769346643045
2026-03-19,24.028769346643045
2026-03-20,28.03356423775022
2026-03-21,34.04075657441098
2026-03-22,34.04075657441098
2026-03-23,28.03356423775022
2026-03-24,26.031166792196633
2026-03-25,26.031166792196633
2026-03-26,26.031166792196633
2026-03-27,26.031166792196633
2026-03-28,34.04075657441098
2026-03-29,34.04075657441098
2026-03-30,28.03356423775022
2026-03-31,26.031166792196633
2026-04-01,30.035961683303807
2026-04-02,28.03356423775022
2026-04-03,32.038359128857394
2026-04-04,44.05274380217892
2026-04-05,78.0935003765899
2026-04-06,34.04075657441098
2026-04-07,28.03356423775022
2026-04-08,28.03356423775022
2026-04-09,28.03356423775022
2026-04-10,30.035961683303807
2026-04-11,38.04555146551816
2026-04-12,42.050346356625326
2026-04-13,32.038359128857394
2026-04-14,28.03356423775022
2026-04-15,32.038359128857394
2026-04-16,28.03356423775022
2026-04-17,30.035961683303807
2026-04-18,38.04555146551816
2026-04-19,36.04315401996457
2026-04-20,28.03356423775022
2026-04-21,26.031166792196633
2026-04-22,30.035961683303807
2026-04-23,28.03356423775022
2026-04-24,28.03356423775022
2026-04-25,34.04075657441098
2026-04-26,36.04315401996457
2026-04-27,30.035961683303807
2026-04-28,24.028769346643045
2026-04-29,26.031166792196633
2026-04-30,26.031166792196633
2026-05-01,34.04075657441098
2026-05-02,46.05514124773251
2026-05-03,42.050346356625326
2026-05-04,32.038359128857394
2026-05-05,28.03356423775022
2026-05-06,28.03356423775022
2026-05-07,30.035961683303807
2026-05-08,30.035961683303807
2026-05-09,42.050346356625326
2026-05-10,44.05274380217892
2026-05-11,28.03356423775022
2026-05-12,28.03356423775022
2026-05-13,30.035961683303807
2026-05-14,30.035961683303807
2026-05-15,30.035961683303807
2026-05-16,42.050346356625326
2026-05-17,40.04794891107174
2026-05-18,30.035961683303807
2026-05-19,32.038359128857394
2026-05-20,32.038359128857394
2026-05-21,30.035961683303807
2026-05-22,30.035961683303807
2026-05-23,42.050346356625326
2026-05-24,44.05274380217892
2026-05-25,46.05514124773251
2026-05-26,32.038359128857394
2026-05-27,30.035961683303807
2026-05-28,30.035961683303807
2026-05-29,32.038359128857394
2026-05-30,44.05274380217892
2026-05-31,40.04794891107174
