Time,it_ends_with_us
2024-11-23,103.5030653556969
2024-11-24,103.5030653556969
2024-11-25,64.68941584731057
2024-11-26,64.68941584731057
2024-11-27,64.68941584731057
2024-11-28,77.62729901677268
2024-11-29,77.62729901677268
2024-11-30,90.5651821862348
2024-12-01,103.5030653556969
2024-12-02,64.68941584731057
2024-12-03,64.68941584731057
2024-12-04,64.68941584731057
2024-12-05,64.68941584731057
2024-12-06,64.68941584731057
2024-12-07,90.5651821862348
2024-12-08,90.5651821862348
2024-12-09,219.94401388085592
2024-12-10,491.6395604395603
2024-12-11,439.88802776171184
2024-12-12,349.32284557547706
2024-12-13,310.5091960670907
2024-12-14,426.9501445922497
2024-12-15,439.88802776171184
2024-12-16,271.6955465587044
2024-12-17,219.94401388085592
2024-12-18,207.0061307113938
2024-12-19,181.1303643724696
2024-12-20,181.1303643724696
2024-12-21,388.1364950838634
2024-12-22,478.7016772700982
2024-12-23,401.0743782533255
2024-12-24,336.38496240601495
2024-12-25,245.81978021978014
2024-12-26,271.6955465587044
2024-12-27,258.7576633892423
2024-12-28,271.6955465587044
2024-12-29,271.6955465587044
2024-12-30,232.88189705031803
2024-12-31,181.1303643724696
2025-01-01,207.0061307113938
2025-01-02,207.0061307113938
2025-01-03,168.19248120300747
2025-01-04,207.0061307113938
2025-01-05,194.0682475419317
2025-01-06,129.37883169462114
2025-01-07,103.5030653556969
2025-01-08,103.5030653556969
2025-01-09,90.5651821862348
2025-01-10,90.5651821862348
2025-01-11,103.5030653556969
2025-01-12,116.44094852515902
2025-01-13,77.62729901677268
2025-01-14,64.68941584731057
2025-01-15,64.68941584731057
2025-01-16,77.62729901677268
2025-01-17,116.44094852515902
2025-01-18,129.37883169462114
2025-01-19,103.5030653556969
2025-01-20,90.5651821862348
2025-01-21,90.5651821862348
2025-01-22,129.37883169462114
2025-01-23,116.44094852515902
2025-01-24,90.5651821862348
2025-01-25,116.44094852515902
2025-01-26,116.44094852515902
2025-01-27,90.5651821862348
2025-01-28,103.5030653556969
2025-01-29,90.5651821862348
2025-01-30,77.62729901677268
2025-01-31,64.68941584731057
2025-02-01,90.5651821862348
2025-02-02,116.44094852515902
2025-02-03,103.5030653556969
2025-02-04,90.5651821862348
2025-02-05,64.68941584731057
2025-02-06,77.62729901677268
2025-02-07,64.68941584731057
2025-02-08,77.62729901677268
2025-02-09,77.62729901677268
2025-02-10,51.75153267784845
2025-02-11,51.75153267784845
2025-02-12,51.75153267784845
2025-02-13,51.75153267784845
2025-02-14,51.75153267784845
2025-02-15,64.68941584731057
2025-02-16,77.62729901677268
2025-02-17,64.68941584731057
2025-02-18,51.75153267784845
2025-02-19,64.68941584731057
2025-02-20,51.75153267784845
2025-02-21,51.75153267784845
2025-02-22,64.68941584731057
2025-02-23,64.68941584731057
2025-02-24,38.81364950838634
2025-02-25,38.81364950838634
2025-02-26,38.81364950838634
2025-02-27,25.875766338924226
2025-02-28,25.875766338924226
2025-03-01,38.81364950838634
2025-03-02,51.75153267784845
2025-03-03,38.81364950838634
2025-03-04,25.875766338924226
2025-03-05,25.875766338924226
2025-03-06,25.875766338924226
2025-03-07,25.875766338924226
2025-03-08,38.81364950838634
2025-03-09,38.81364950838634
2025-03-10,25.875766338924226
2025-03-11,25.875766338924226
2025-03-12,25.875766338924226
2025-03-13,25.875766338924226
2025-03-14,25.875766338924226
2025-03-15,25.875766338924226
2025-03-16,38.81364950838634
2025-03-17,25.875766338924226
2025-03-18,25.875766338924226
2025-03-19,25.875766338924226
2025-03-20,25.875766338924226
2025-03-21,25.875766338924226
2025-03-22,25.875766338924226
2025-03-23,25.875766338924226
2025-03-24,25.875766338924226
2025-03-25,25.875766338924226
2025-03-26,25.875766338924226
2025-03-27,12.937883169462113
2025-03-28,25.875766338924226
2025-03-29,25.875766338924226
2025-03-30,25.875766338924226
2025-03-31,25.875766338924226
2025-04-01,25.875766338924226
2025-04-02,25.875766338924226
2025-04-03,25.875766338924226
2025-04-04,25.875766338924226
2025-04-05,25.875766338924226
2025-04-06,25.875766338924226
2025-04-07,25.875766338924226
2025-04-08,25.875766338924226
2025-04-09,25.875766338924226
2025-04-10,25.875766338924226
2025-04-11,25.875766338924226
2025-04-12,25.875766338924226
2025-04-13,25.875766338924226
2025-04-14,25.875766338924226
2025-04-15,26.455074540541936
2025-04-16,27.22748547603221
2025-04-17,26.068869072796797
2025-04-18,24.13784173407111
2025-04-19,27.22748547603221
2025-04-20,29.1585128147579
2025-04-21,27.42058820990478
2025-04-22,24.717149935688816
2025-04-23,25.10335540343395
2025-04-24,25.296458137306523
2025-04-25,24.13784173407111
2025-04-26,26.261971806669365
2025-04-27,29.544718282503034
2025-04-28,24.910252669561384
2025-04-29,24.13784173407111
2025-04-30,23.94473900019854
2025-05-01,25.48956087117909
2025-05-02,26.648177274414504
2025-05-03,29.1585128147579
2025-05-04,29.930923750248176
2025-05-05,24.524047201816245
2025-05-06,24.330944467943677
2025-05-07,24.330944467943677
2025-05-08,24.13784173407111
2025-05-09,25.68266360505166
2025-05-10,30.510231951865883
2025-05-11,28.772307347012763
2025-05-12,24.524047201816245
2025-05-13,17.282694681594915
2025-05-14,17.282694681594915
2025-05-15,24.330944467943677
2025-05-16,22.78612259696313
2025-05-17,26.26197180666937
2025-05-18,27.034382742159643
2025-05-19,24.330944467943677
2025-05-20,21.241300725982576
2025-05-21,19.31027338725689
2025-05-22,19.31027338725689
2025-05-23,19.696478855002024
2025-05-24,23.944739000198542
2025-05-25,27.806793677649917
2025-05-26,26.648177274414504
2025-05-27,24.717149935688816
2025-05-28,20.082684322747163
2025-05-29,18.537862451766614
2025-05-30,21.241300725982576
2025-05-31,23.944739000198542
2025-06-01,25.48956087117909
2025-06-02,20.4688897904923
2025-06-03,22.01371166147285
2025-06-04,22.39991712921799
2025-06-05,18.151656984021475
2025-06-06,14.675807774315235
2025-06-07,25.48956087117909
2025-06-08,22.78612259696313
2025-06-09,25.87576633892423
2025-06-10,25.103355403433955
2025-06-11,17.3792460485312
2025-06-12,17.765451516276336
2025-06-13,20.082684322747163
2025-06-14,25.48956087117909
2025-06-15,19.696478855002024
2025-06-16,16.99304058078606
2025-06-17,19.31027338725689
2025-06-18,13.903396838824959
2025-06-19,16.99304058078606
2025-06-20,15.834424177550648
2025-06-21,17.765451516276336
2025-06-22,19.31027338725689
2025-06-23,15.062013242060372
2025-06-24,14.675807774315235
2025-06-25,16.606835113040923
2025-06-26,17.3792460485312
2025-06-27,14.675807774315235
2025-06-28,18.92406791951175
2025-06-29,21.241300725982576
2025-06-30,17.3792460485312
2025-07-01,15.44821870980551
2025-07-02,16.220629645295787
2025-07-03,17.3792460485312
2025-07-04,21.241300725982576
2025-07-05,20.855095258237437
2025-07-06,26.26197180666937
2025-07-07,22.39991712921799
2025-07-08,16.99304058078606
2025-07-09,14.675807774315235
2025-07-10,13.130985903334684
2025-07-11,15.062013242060372
2025-07-12,18.151656984021475
2025-07-13,23.944739000198542
2025-07-14,16.606835113040923
2025-07-15,14.675807774315235
2025-07-16,14.289602306570098
2025-07-17,15.44821870980551
2025-07-18,14.289602306570098
2025-07-19,18.151656984021475
2025-07-20,24.717149935688816
2025-07-21,22.39991712921799
2025-07-22,17.3792460485312
2025-07-23,22.78612259696313
2025-07-24,18.151656984021475
2025-07-25,16.99304058078606
2025-07-26,15.834424177550648
2025-07-27,19.31027338725689
2025-07-28,16.99304058078606
2025-07-29,19.31027338725689
2025-07-30,18.151656984021475
2025-07-31,17.765451516276336
2025-08-01,18.151656984021475
2025-08-02,19.696478855002024
2025-08-03,13.517191371079821
2025-08-04,13.903396838824959
2025-08-05,24.330944467943677
2025-08-06,20.855095258237437
2025-08-07,14.289602306570098
2025-08-08,15.062013242060372
2025-08-09,15.834424177550648
2025-08-10,16.220629645295787
2025-08-11,13.903396838824959
2025-08-12,15.834424177550648
2025-08-13,30.89643741961102
2025-08-14,26.648177274414504
2025-08-15,18.537862451766614
2025-08-16,21.627506193727715
2025-08-17,23.558533532453403
2025-08-18,18.92406791951175
2025-08-19,16.220629645295787
2025-08-20,16.99304058078606
2025-08-21,17.3792460485312
2025-08-22,17.765451516276336
2025-08-23,20.4688897904923
2025-08-24,23.172328064708264
2025-08-25,18.92406791951175
2025-08-26,15.44821870980551
2025-08-27,16.99304058078606
2025-08-28,13.130985903334684
2025-08-29,15.44821870980551
2025-08-30,17.765451516276336
2025-08-31,18.151656984021475
2025-09-01,19.31027338725689
2025-09-02,16.220629645295787
2025-09-03,14.289602306570098
2025-09-04,13.130985903334684
2025-09-05,14.289602306570098
2025-09-06,15.062013242060372
2025-09-07,15.44821870980551
2025-09-08,14.289602306570098
2025-09-09,10.427547629118719
2025-09-10,14.675807774315235
2025-09-11,13.130985903334684
2025-09-12,12.358574967844408
2025-09-13,14.289602306570098
2025-09-14,15.834424177550648
2025-09-15,12.358574967844408
2025-09-16,13.903396838824959
2025-09-17,14.675807774315235
2025-09-18,15.834424177550648
2025-09-19,15.44821870980551
2025-09-20,16.220629645295787
2025-09-21,16.220629645295787
2025-09-22,16.220629645295787
2025-09-23,14.289602306570098
2025-09-24,14.289602306570098
2025-09-25,13.903396838824959
2025-09-26,13.517191371079821
2025-09-27,16.220629645295787
2025-09-28,18.537862451766614
2025-09-29,11.972369500099271
2025-09-30,15.062013242060372
2025-10-01,16.606835113040923
2025-10-02,13.517191371079821
2025-10-03,16.606835113040923
2025-10-04,16.99304058078606
2025-10-05,16.606835113040923
2025-10-06,14.675807774315235
2025-10-07,11.586164032354132
2025-10-08,13.517191371079821
2025-10-09,12.744780435589545
2025-10-10,12.358574967844408
2025-10-11,16.606835113040923
2025-10-12,15.834424177550648
2025-10-13,15.062013242060372
2025-10-14,12.358574967844408
2025-10-15,14.289602306570098
2025-10-16,15.062013242060372
2025-10-17,13.903396838824959
2025-10-18,14.675807774315235
2025-10-19,18.537862451766614
2025-10-20,15.834424177550648
2025-10-21,18.537862451766614
2025-10-22,24.717149935688816
2025-10-23,21.627506193727715
2025-10-24,27.034382742159643
2025-10-25,33.59987569382699
2025-10-26,33.213670226081845
2025-10-27,26.26197180666937
2025-10-28,23.944739000198542
2025-10-29,24.717149935688816
2025-10-30,22.39991712921799
2025-10-31,23.944739000198542
2025-11-01,23.944739000198542
2025-11-02,30.510231951865883
2025-11-03,22.78612259696313
2025-11-04,20.855095258237437
2025-11-05,19.31027338725689
2025-11-06,17.765451516276336
2025-11-07,24.330944467943677
2025-11-08,28.579204613140195
2025-11-09,24.330944467943677
2025-11-10,20.855095258237437
2025-11-11,19.696478855002024
2025-11-12,18.151656984021475
2025-11-13,21.241300725982576
2025-11-14,22.01371166147285
2025-11-15,24.717149935688816
2025-11-16,26.26197180666937
2025-11-17,18.537862451766614
2025-11-18,18.537862451766614
2025-11-19,17.3792460485312
2025-11-20,17.765451516276336
2025-11-21,17.765451516276336
2025-11-22,18.151656984021475
2025-11-23,23.172328064708264
2025-11-24,16.99304058078606
2025-11-25,16.606835113040923
2025-11-26,16.220629645295787
2025-11-27,15.062013242060372
2025-11-28,16.606835113040923
2025-11-29,19.31027338725689
2025-11-30,19.696478855002024
2025-12-01,16.220629645295787
2025-12-02,16.606835113040923
2025-12-03,13.903396838824959
2025-12-04,18.151656984021475
2025-12-05,17.765451516276336
2025-12-06,16.220629645295787
2025-12-07,19.696478855002024
2025-12-08,18.92406791951175
2025-12-09,17.3792460485312
2025-12-10,15.44821870980551
2025-12-11,15.214462768801875
2025-12-12,16.55601860412709
2025-12-13,14.929890318884404
2025-12-14,23.731309662760438
2025-12-15,15.885240686464481
2025-12-16,17.03369378791713
2025-12-17,16.078343420337053
2025-12-18,14.736787585011836
2025-12-19,16.55601860412709
2025-12-20,21.627506193727715
2025-12-21,22.105181377517752
2025-12-22,20.479053092275066
2025-12-23,19.80827517461246
2025-12-24,23.253634478970397
2025-12-25,16.55601860412709
2025-12-26,21.820608927600283
2025-12-27,29.473575170023672
2025-12-28,33.11203720825418
2025-12-29,30.144353087686277
2025-12-30,26.89209651720091
2025-12-31,26.028215865665732
2026-01-01,26.2213185995383
2026-01-02,32.441259290591574
2026-01-03,38.66119998164484
2026-01-04,35.215840677286906
2026-01-05,23.44673721284297
2026-01-06,23.44673721284297
2026-01-07,27.369771700990945
2026-01-08,25.072865498085655
2026-01-09,23.44673721284297
2026-01-10,23.334940893232535
2026-01-11,28.457244991746993
2026-01-12,23.904085793067473
2026-01-13,22.765795993397596
2026-01-14,21.058361293892776
2026-01-15,19.350926594387957
2026-01-16,18.212636794718076
2026-01-17,23.904085793067473
2026-01-18,26.749810292242174
2026-01-19,23.904085793067473
2026-01-20,23.904085793067473
2026-01-21,55.20705528398917
2026-01-22,44.96244708696025
2026-01-23,39.27099808861085
2026-01-24,40.97843278811567
2026-01-25,39.27099808861085
2026-01-26,29.595534791416874
2026-01-27,29.026389891581935
2026-01-28,29.026389891581935
2026-01-29,26.749810292242174
2026-01-30,22.765795993397596
2026-01-31,27.318955192077112
2026-02-01,27.888100091912055
2026-02-02,18.781781694553015
2026-02-03,18.781781694553015
2026-02-04,19.350926594387957
2026-02-05,19.920071494222896
2026-02-06,19.350926594387957
2026-02-07,21.627506193727715
2026-02-08,21.058361293892776
2026-02-09,15.366912295543377
2026-02-10,13.090332696203618
2026-02-11,17.643491894883137
2026-02-12,25.042375592737354
2026-02-13,23.334940893232535
2026-02-14,27.318955192077112
2026-02-15,28.457244991746993
2026-02-16,22.765795993397596
2026-02-17,19.350926594387957
2026-02-18,17.643491894883137
2026-02-19,17.643491894883137
2026-02-20,18.212636794718076
2026-02-21,21.627506193727715
2026-02-22,24.473230692902415
2026-02-23,21.627506193727715
2026-02-24,21.627506193727715
2026-02-25,17.074346995048195
2026-02-26,16.505202095213257
2026-02-27,19.350926594387957
2026-02-28,22.765795993397596
2026-03-01,24.473230692902415
2026-03-02,19.350926594387957
2026-03-03,19.920071494222896
2026-03-04,17.074346995048195
2026-03-05,17.643491894883137
2026-03-06,22.765795993397596
2026-03-07,22.765795993397596
2026-03-08,22.196651093562654
2026-03-09,21.627506193727715
2026-03-10,19.920071494222896
2026-03-11,19.920071494222896
2026-03-12,24.473230692902415
2026-03-13,23.904085793067473
2026-03-14,29.026389891581935
2026-03-15,28.457244991746993
2026-03-16,22.196651093562654
2026-03-17,21.058361293892776
2026-03-18,21.058361293892776
2026-03-19,17.074346995048195
2026-03-20,21.627506193727715
2026-03-21,23.904085793067473
2026-03-22,23.904085793067473
2026-03-23,18.781781694553015
2026-03-24,18.212636794718076
2026-03-25,18.781781694553015
2026-03-26,14.797767395708437
2026-03-27,21.058361293892776
2026-03-28,19.350926594387957
2026-03-29,23.904085793067473
2026-03-30,17.643491894883137
2026-03-31,14.228622495873497
2026-04-01,18.212636794718076
2026-04-02,22.765795993397596
2026-04-03,29.595534791416874
2026-04-04,35.85612868960121
2026-04-05,42.68586748762049
2026-04-06,35.85612868960121
2026-04-07,33.01040419042651
2026-04-08,34.71783888993133
2026-04-09,34.14869399009639
2026-04-10,35.85612868960121
2026-04-11,43.82415728729037
2026-04-12,56.914489983493986
2026-04-13,36.99441848927109
2026-04-14,30.164679691251813
2026-04-15,27.888100091912055
2026-04-16,31.302969490921694
2026-04-17,27.888100091912055
2026-04-18,39.27099808861085
2026-04-19,41.547577687950614
2026-04-20,30.733824591086755
2026-04-21,29.026389891581935
2026-04-22,24.473230692902415
2026-04-23,22.765795993397596
2026-04-24,24.473230692902415
2026-04-25,26.180665392407235
2026-04-26,31.302969490921694
2026-04-27,25.611520492572293
2026-04-28,22.765795993397596
2026-04-29,19.350926594387957
2026-04-30,21.058361293892776
2026-05-01,23.334940893232535
2026-05-02,25.611520492572293
2026-05-03,29.595534791416874
2026-05-04,30.164679691251813
2026-05-05,38.132708288940975
2026-05-06,28.457244991746993
2026-05-07,23.334940893232535
2026-05-08,23.334940893232535
2026-05-09,27.318955192077112
2026-05-10,26.749810292242174
2026-05-11,19.920071494222896
2026-05-12,19.350926594387957
2026-05-13,21.058361293892776
2026-05-14,21.058361293892776
2026-05-15,18.781781694553015
2026-05-16,20.489216394057834
2026-05-17,24.473230692902415
2026-05-18,20.489216394057834
2026-05-19,17.643491894883137
2026-05-20,18.212636794718076
2026-05-21,17.643491894883137
2026-05-22,13.659477596038556
2026-05-23,20.489216394057834
2026-05-24,24.473230692902415
2026-05-25,21.058361293892776
2026-05-26,16.505202095213257
2026-05-27,16.505202095213257
2026-05-28,16.505202095213257
2026-05-29,17.643491894883137
2026-05-30,22.765795993397596
2026-05-31,20.489216394057834
