Time,restaurants_near_me
2024-11-17,35.20242914979757
2024-11-18,19.473684210526315
2024-11-19,18.724696356275302
2024-11-20,20.222672064777328
2024-11-21,19.473684210526315
2024-11-22,25.465587044534413
2024-11-23,38.94736842105263
2024-11-24,35.95141700404858
2024-11-25,22.469635627530362
2024-11-26,20.97165991902834
2024-11-27,29.210526315789473
2024-11-28,44.19028340080971
2024-11-29,31.457489878542507
2024-11-30,33.70445344129554
2024-12-01,29.959514170040485
2024-12-02,16.477732793522268
2024-12-03,15.728744939271254
2024-12-04,16.477732793522268
2024-12-05,17.97570850202429
2024-12-06,24.7165991902834
2024-12-07,38.94736842105263
2024-12-08,32.955465587044536
2024-12-09,17.97570850202429
2024-12-10,17.97570850202429
2024-12-11,16.477732793522268
2024-12-12,20.222672064777328
2024-12-13,24.7165991902834
2024-12-14,41.19433198380567
2024-12-15,34.453441295546554
2024-12-16,20.222672064777328
2024-12-17,18.724696356275302
2024-12-18,19.473684210526315
2024-12-19,20.97165991902834
2024-12-20,29.210526315789473
2024-12-21,38.94736842105263
2024-12-22,35.20242914979757
2024-12-23,29.959514170040485
2024-12-24,35.95141700404858
2024-12-25,74.89878542510121
2024-12-26,40.445344129554655
2024-12-27,35.95141700404858
2024-12-28,41.19433198380567
2024-12-29,38.94736842105263
2024-12-30,33.70445344129554
2024-12-31,35.95141700404858
2025-01-01,50.18218623481781
2025-01-02,26.214574898785425
2025-01-03,27.712550607287447
2025-01-04,37.449392712550605
2025-01-05,29.959514170040485
2025-01-06,17.97570850202429
2025-01-07,17.97570850202429
2025-01-08,16.477732793522268
2025-01-09,17.226720647773277
2025-01-10,22.469635627530362
2025-01-11,35.20242914979757
2025-01-12,30.708502024291498
2025-01-13,18.724696356275302
2025-01-14,17.226720647773277
2025-01-15,18.724696356275302
2025-01-16,18.724696356275302
2025-01-17,26.214574898785425
2025-01-18,39.69635627530364
2025-01-19,32.20647773279352
2025-01-20,23.967611336032387
2025-01-21,15.728744939271254
2025-01-22,17.226720647773277
2025-01-23,27.712550607287447
2025-01-24,25.465587044534413
2025-01-25,42.69230769230769
2025-01-26,31.457489878542507
2025-01-27,16.477732793522268
2025-01-28,17.226720647773277
2025-01-29,18.724696356275302
2025-01-30,19.473684210526315
2025-01-31,29.959514170040485
2025-02-01,42.69230769230769
2025-02-02,35.20242914979757
2025-02-03,18.724696356275302
2025-02-04,17.97570850202429
2025-02-05,20.97165991902834
2025-02-06,21.72064777327935
2025-02-07,26.214574898785425
2025-02-08,39.69635627530364
2025-02-09,26.963562753036435
2025-02-10,17.97570850202429
2025-02-11,20.97165991902834
2025-02-12,21.72064777327935
2025-02-13,24.7165991902834
2025-02-14,46.43724696356275
2025-02-15,58.421052631578945
2025-02-16,39.69635627530364
2025-02-17,26.214574898785425
2025-02-18,17.97570850202429
2025-02-19,17.97570850202429
2025-02-20,18.724696356275302
2025-02-21,27.712550607287447
2025-02-22,45.68825910931174
2025-02-23,39.69635627530364
2025-02-24,19.473684210526315
2025-02-25,17.97570850202429
2025-02-26,20.222672064777328
2025-02-27,20.97165991902834
2025-02-28,31.457489878542507
2025-03-01,48.68421052631579
2025-03-02,38.94736842105263
2025-03-03,20.97165991902834
2025-03-04,19.473684210526315
2025-03-05,19.473684210526315
2025-03-06,22.469635627530362
2025-03-07,29.210526315789473
2025-03-08,47.18623481781376
2025-03-09,40.445344129554655
2025-03-10,22.469635627530362
2025-03-11,22.469635627530362
2025-03-12,22.469635627530362
2025-03-13,23.218623481781375
2025-03-14,29.210526315789473
2025-03-15,47.18623481781376
2025-03-16,39.69635627530364
2025-03-17,24.7165991902834
2025-03-18,23.967611336032387
2025-03-19,23.218623481781375
2025-03-20,23.967611336032387
2025-03-21,32.20647773279352
2025-03-22,47.18623481781376
2025-03-23,41.19433198380567
2025-03-24,20.97165991902834
2025-03-25,23.218623481781375
2025-03-26,25.465587044534413
2025-03-27,24.7165991902834
2025-03-28,32.20647773279352
2025-03-29,49.4331983805668
2025-03-30,39.69635627530364
2025-03-31,24.7165991902834
2025-04-01,19.473684210526315
2025-04-02,19.473684210526315
2025-04-03,22.469635627530362
2025-04-04,29.210526315789473
2025-04-05,47.18623481781376
2025-04-06,38.19838056680162
2025-04-07,20.97165991902834
2025-04-08,19.473684210526315
2025-04-09,20.97165991902834
2025-04-10,23.218623481781375
2025-04-11,30.708502024291498
2025-04-12,48.68421052631579
2025-04-13,38.94736842105263
2025-04-14,22.469635627530362
2025-04-15,22.540115923455566
2025-04-16,23.228645909183584
2025-04-17,24.23121195351411
2025-04-18,35.18723385663938
2025-04-19,45.45472577403663
2025-04-20,48.52288177555121
2025-04-21,23.9171758949116
2025-04-22,20.474525966271514
2025-04-23,22.226079864853055
2025-04-24,23.228645909183584
2025-04-25,29.364957912212738
2025-04-26,47.14582180409518
2025-04-27,39.632449829609996
2025-04-28,21.85158593772755
2025-04-29,20.160489907669003
2025-04-30,21.537549879125038
2025-05-01,23.9171758949116
2025-05-02,29.050921853610227
2025-05-03,43.7031718754551
2025-05-04,37.25282381382343
2025-05-05,23.228645909183584
2025-05-06,20.160489907669003
2025-05-07,20.160489907669003
2025-05-08,22.540115923455566
2025-05-09,28.67642792648472
2025-05-10,47.14582180409518
2025-05-11,52.59360382139632
2025-05-12,21.85158593772755
2025-05-13,20.474525966271514
2025-05-14,18.78342993621297
2025-05-15,21.354451984970726
2025-05-16,28.26324527422596
2025-05-17,43.96504820435149
2025-05-18,36.42818279789124
2025-05-19,20.726379867765704
2025-05-20,20.098307750560682
2025-05-21,21.354451984970726
2025-05-22,27.007101039815918
2025-05-23,30.147461625841025
2025-05-24,40.82468761832639
2025-05-25,43.33697608714647
2025-05-26,37.684327032301276
2025-05-27,23.86674045379081
2025-05-28,22.610596219380767
2025-05-29,21.982524102175745
2025-05-30,27.635173157020937
2025-05-31,39.56854338391634
2025-06-01,35.172038563481195
2025-06-02,21.354451984970726
2025-06-03,20.726379867765704
2025-06-04,20.726379867765704
2025-06-05,24.49481257099583
2025-06-06,29.519389508636003
2025-06-07,40.196615501121364
2025-06-08,33.28782221186613
2025-06-09,22.610596219380767
2025-06-10,20.726379867765704
2025-06-11,21.982524102175745
2025-06-12,25.122884688200852
2025-06-13,30.775533743046044
2025-06-14,38.94047126671132
2025-06-15,41.45275973553141
2025-06-16,23.23866833658579
2025-06-17,21.982524102175745
2025-06-18,22.610596219380767
2025-06-19,27.007101039815918
2025-06-20,30.147461625841025
2025-06-21,40.82468761832639
2025-06-22,35.172038563481195
2025-06-23,23.23866833658579
2025-06-24,23.86674045379081
2025-06-25,21.982524102175745
2025-06-26,24.49481257099583
2025-06-27,30.147461625841025
2025-06-28,40.196615501121364
2025-06-29,36.42818279789124
2025-06-30,23.23866833658579
2025-07-01,21.982524102175745
2025-07-02,23.23866833658579
2025-07-03,28.26324527422596
2025-07-04,40.82468761832639
2025-07-05,45.221192438761534
2025-07-06,38.3123991495063
2025-07-07,25.122884688200852
2025-07-08,24.49481257099583
2025-07-09,24.49481257099583
2025-07-10,25.122884688200852
2025-07-11,32.659750094661106
2025-07-12,42.08083185273643
2025-07-13,37.05625491509626
2025-07-14,25.750956805405874
2025-07-15,23.86674045379081
2025-07-16,23.23866833658579
2025-07-17,26.379028922610896
2025-07-18,31.403605860251066
2025-07-19,43.96504820435149
2025-07-20,38.3123991495063
2025-07-21,26.379028922610896
2025-07-22,23.86674045379081
2025-07-23,26.379028922610896
2025-07-24,26.379028922610896
2025-07-25,33.91589432907115
2025-07-26,40.82468761832639
2025-07-27,35.80011068068622
2025-07-28,23.23866833658579
2025-07-29,21.354451984970726
2025-07-30,21.982524102175745
2025-07-31,24.49481257099583
2025-08-01,30.775533743046044
2025-08-02,43.33697608714647
2025-08-03,37.05625491509626
2025-08-04,22.610596219380767
2025-08-05,21.982524102175745
2025-08-06,22.610596219380767
2025-08-07,26.379028922610896
2025-08-08,32.659750094661106
2025-08-09,43.96504820435149
2025-08-10,38.3123991495063
2025-08-11,25.750956805405874
2025-08-12,22.610596219380767
2025-08-13,23.86674045379081
2025-08-14,27.007101039815918
2025-08-15,31.403605860251066
2025-08-16,43.96504820435149
2025-08-17,38.94047126671132
2025-08-18,23.23866833658579
2025-08-19,21.982524102175745
2025-08-20,25.122884688200852
2025-08-21,23.23866833658579
2025-08-22,29.519389508636003
2025-08-23,41.45275973553141
2025-08-24,37.684327032301276
2025-08-25,22.610596219380767
2025-08-26,19.47023563335566
2025-08-27,17.586019281740597
2025-08-28,18.21409139894562
2025-08-29,25.750956805405874
2025-08-30,38.3123991495063
2025-08-31,38.3123991495063
2025-09-01,32.031677977456084
2025-09-02,16.329875047330553
2025-09-03,15.073730812920513
2025-09-04,16.329875047330553
2025-09-05,23.23866833658579
2025-09-06,36.42818279789124
2025-09-07,27.635173157020937
2025-09-08,16.329875047330553
2025-09-09,15.073730812920513
2025-09-10,15.701802930125533
2025-09-11,16.957947164535575
2025-09-12,27.007101039815918
2025-09-13,37.05625491509626
2025-09-14,27.635173157020937
2025-09-15,16.329875047330553
2025-09-16,16.329875047330553
2025-09-17,16.957947164535575
2025-09-18,18.21409139894562
2025-09-19,25.122884688200852
2025-09-20,38.94047126671132
2025-09-21,30.147461625841025
2025-09-22,16.957947164535575
2025-09-23,16.329875047330553
2025-09-24,16.957947164535575
2025-09-25,16.329875047330553
2025-09-26,25.750956805405874
2025-09-27,37.684327032301276
2025-09-28,29.519389508636003
2025-09-29,16.329875047330553
2025-09-30,16.329875047330553
2025-10-01,16.329875047330553
2025-10-02,18.842163516150638
2025-10-03,26.379028922610896
2025-10-04,40.196615501121364
2025-10-05,30.147461625841025
2025-10-06,17.586019281740597
2025-10-07,16.957947164535575
2025-10-08,17.586019281740597
2025-10-09,19.47023563335566
2025-10-10,26.379028922610896
2025-10-11,38.94047126671132
2025-10-12,33.28782221186613
2025-10-13,21.354451984970726
2025-10-14,16.957947164535575
2025-10-15,16.957947164535575
2025-10-16,18.21409139894562
2025-10-17,25.750956805405874
2025-10-18,39.56854338391634
2025-10-19,30.775533743046044
2025-10-20,16.957947164535575
2025-10-21,16.329875047330553
2025-10-22,16.957947164535575
2025-10-23,17.586019281740597
2025-10-24,23.23866833658579
2025-10-25,36.42818279789124
2025-10-26,28.89131739143098
2025-10-27,15.701802930125533
2025-10-28,13.189514461305448
2025-10-29,15.073730812920513
2025-10-30,15.073730812920513
2025-10-31,18.842163516150638
2025-11-01,37.05625491509626
2025-11-02,28.89131739143098
2025-11-03,16.329875047330553
2025-11-04,15.701802930125533
2025-11-05,15.073730812920513
2025-11-06,17.586019281740597
2025-11-07,25.122884688200852
2025-11-08,38.94047126671132
2025-11-09,30.147461625841025
2025-11-10,16.957947164535575
2025-11-11,20.726379867765704
2025-11-12,15.073730812920513
2025-11-13,17.586019281740597
2025-11-14,23.23866833658579
2025-11-15,36.42818279789124
2025-11-16,28.89131739143098
2025-11-17,14.44565869571549
2025-11-18,14.44565869571549
2025-11-19,15.701802930125533
2025-11-20,16.329875047330553
2025-11-21,21.982524102175745
2025-11-22,33.91589432907115
2025-11-23,29.519389508636003
2025-11-24,18.21409139894562
2025-11-25,16.329875047330553
2025-11-26,21.354451984970726
2025-11-27,35.172038563481195
2025-11-28,25.122884688200852
2025-11-29,27.635173157020937
2025-11-30,20.726379867765704
2025-12-01,14.44565869571549
2025-12-02,13.817586578510468
2025-12-03,15.073730812920513
2025-12-04,15.701802930125533
2025-12-05,20.098307750560682
2025-12-06,33.28782221186613
2025-12-07,28.26324527422596
2025-12-08,15.701802930125533
2025-12-09,15.701802930125533
2025-12-10,15.073730812920513
2025-12-11,15.701802930125533
2025-12-12,20.726379867765704
2025-12-13,35.80011068068622
2025-12-14,28.26324527422596
2025-12-15,14.44565869571549
2025-12-16,15.073730812920513
2025-12-17,15.701802930125533
2025-12-18,16.957947164535575
2025-12-19,21.982524102175745
2025-12-20,30.775533743046044
2025-12-21,30.147461625841025
2025-12-22,21.354451984970726
2025-12-23,22.610596219380767
2025-12-24,30.147461625841025
2025-12-25,62.80721172050213
2025-12-26,34.54396644627617
2025-12-27,31.403605860251066
2025-12-28,31.403605860251066
2025-12-29,25.750956805405874
2025-12-30,24.49481257099583
2025-12-31,30.147461625841025
2026-01-01,43.33697608714647
2026-01-02,27.635173157020937
2026-01-03,31.403605860251066
2026-01-04,24.49481257099583
2026-01-05,15.701802930125533
2026-01-06,15.701802930125533
2026-01-07,16.329875047330553
2026-01-08,15.701802930125533
2026-01-09,21.354451984970726
2026-01-10,32.031677977456084
2026-01-11,25.750956805405874
2026-01-12,15.701802930125533
2026-01-13,16.329875047330553
2026-01-14,16.329875047330553
2026-01-15,16.957947164535575
2026-01-16,21.982524102175745
2026-01-17,34.54396644627617
2026-01-18,27.635173157020937
2026-01-19,22.610596219380767
2026-01-20,15.073730812920513
2026-01-21,15.073730812920513
2026-01-22,14.44565869571549
2026-01-23,18.21409139894562
2026-01-24,25.122884688200852
2026-01-25,19.47023563335566
2026-01-26,15.073730812920513
2026-01-27,13.817586578510468
2026-01-28,14.44565869571549
2026-01-29,15.701802930125533
2026-01-30,22.610596219380767
2026-01-31,34.54396644627617
2026-02-01,30.147461625841025
2026-02-02,16.957947164535575
2026-02-03,16.957947164535575
2026-02-04,17.586019281740597
2026-02-05,20.098307750560682
2026-02-06,23.23866833658579
2026-02-07,35.80011068068622
2026-02-08,25.750956805405874
2026-02-09,18.842163516150638
2026-02-10,21.982524102175745
2026-02-11,21.982524102175745
2026-02-12,23.23866833658579
2026-02-13,32.031677977456084
2026-02-14,60.29492325168205
2026-02-15,45.221192438761534
2026-02-16,27.007101039815918
2026-02-17,21.982524102175745
2026-02-18,19.47023563335566
2026-02-19,20.726379867765704
2026-02-20,23.86674045379081
2026-02-21,39.56854338391634
2026-02-22,30.147461625841025
2026-02-23,19.47023563335566
2026-02-24,15.701802930125533
2026-02-25,17.586019281740597
2026-02-26,21.354451984970726
2026-02-27,28.26324527422596
2026-02-28,38.3123991495063
2026-03-01,33.91589432907115
2026-03-02,17.586019281740597
2026-03-03,18.21409139894562
2026-03-04,18.21409139894562
2026-03-05,18.842163516150638
2026-03-06,23.86674045379081
2026-03-07,40.196615501121364
2026-03-08,35.172038563481195
2026-03-09,20.726379867765704
2026-03-10,17.586019281740597
2026-03-11,17.586019281740597
2026-03-12,18.842163516150638
2026-03-13,26.379028922610896
2026-03-14,40.82468761832639
2026-03-15,34.54396644627617
2026-03-16,18.21409139894562
2026-03-17,18.842163516150638
2026-03-18,20.098307750560682
2026-03-19,22.610596219380767
2026-03-20,30.147461625841025
2026-03-21,40.82468761832639
2026-03-22,33.28782221186613
2026-03-23,19.47023563335566
2026-03-24,17.586019281740597
2026-03-25,18.21409139894562
2026-03-26,19.47023563335566
2026-03-27,26.379028922610896
2026-03-28,39.56854338391634
2026-03-29,33.28782221186613
2026-03-30,20.726379867765704
2026-03-31,18.21409139894562
2026-04-01,20.098307750560682
2026-04-02,20.726379867765704
2026-04-03,28.89131739143098
2026-04-04,34.54396644627617
2026-04-05,38.94047126671132
2026-04-06,28.89131739143098
2026-04-07,23.86674045379081
2026-04-08,19.47023563335566
2026-04-09,22.610596219380767
2026-04-10,25.750956805405874
2026-04-11,38.3123991495063
2026-04-12,31.403605860251066
2026-04-13,18.21409139894562
2026-04-14,16.957947164535575
2026-04-15,17.586019281740597
2026-04-16,18.21409139894562
2026-04-17,25.750956805405874
2026-04-18,38.3123991495063
2026-04-19,32.031677977456084
2026-04-20,16.957947164535575
2026-04-21,17.586019281740597
2026-04-22,18.21409139894562
2026-04-23,20.726379867765704
2026-04-24,25.122884688200852
2026-04-25,37.684327032301276
2026-04-26,30.147461625841025
2026-04-27,17.586019281740597
2026-04-28,16.957947164535575
2026-04-29,16.957947164535575
2026-04-30,19.47023563335566
2026-05-01,27.007101039815918
2026-05-02,37.684327032301276
2026-05-03,31.403605860251066
2026-05-04,20.726379867765704
2026-05-05,21.982524102175745
2026-05-06,20.098307750560682
2026-05-07,20.726379867765704
2026-05-08,28.26324527422596
2026-05-09,39.56854338391634
2026-05-10,44.59312032155651
2026-05-11,18.842163516150638
2026-05-12,16.957947164535575
2026-05-13,17.586019281740597
2026-05-14,20.098307750560682
2026-05-15,26.379028922610896
2026-05-16,39.56854338391634
2026-05-17,32.659750094661106
2026-05-18,17.586019281740597
2026-05-19,17.586019281740597
2026-05-20,19.47023563335566
2026-05-21,21.354451984970726
2026-05-22,27.635173157020937
2026-05-23,39.56854338391634
2026-05-24,38.3123991495063
2026-05-25,33.28782221186613
2026-05-26,18.21409139894562
2026-05-27,18.842163516150638
2026-05-28,21.982524102175745
2026-05-29,27.007101039815918
2026-05-30,37.05625491509626
2026-05-31,32.659750094661106
