Time,unblocked_games
2024-09-19,96.50432630134077
2024-09-20,95.53928303832737
2024-09-21,9.650432630134077
2024-09-22,7.720346104107262
2024-09-23,58.86763904381787
2024-09-24,79.13354756709943
2024-09-25,68.51807167395195
2024-09-26,65.62294188491173
2024-09-27,66.58798514792514
2024-09-28,9.650432630134077
2024-09-29,6.755302841093854
2024-09-30,53.07737946573742
2024-10-01,57.90259578080446
2024-10-02,62.7278120958715
2024-10-03,61.76276883285809
2024-10-04,75.2733745150458
2024-10-05,8.685389367120669
2024-10-06,6.755302841093854
2024-10-07,44.39199009861675
2024-10-08,55.00746599176424
2024-10-09,53.07737946573742
2024-10-10,58.86763904381787
2024-10-11,57.90259578080446
2024-10-12,8.685389367120669
2024-10-13,6.755302841093854
2024-10-14,28.95129789040223
2024-10-15,49.21720641368379
2024-10-16,50.182249676697204
2024-10-17,46.32207662464357
2024-10-18,61.76276883285809
2024-10-19,7.720346104107262
2024-10-20,5.7902595780804464
2024-10-21,45.357033361630165
2024-10-22,54.04242272875083
2024-10-23,70.44815819997876
2024-10-24,69.48311493696535
2024-10-25,68.51807167395195
2024-10-26,7.720346104107262
2024-10-27,6.755302841093854
2024-10-28,49.21720641368379
2024-10-29,53.07737946573742
2024-10-30,52.112336202724016
2024-10-31,60.79772556984469
2024-11-01,59.83268230683128
2024-11-02,7.720346104107262
2024-11-03,6.755302841093854
2024-11-04,37.6366872575229
2024-11-05,29.91634115341564
2024-11-06,39.56677378354971
2024-11-07,51.14729293971061
2024-11-08,61.76276883285809
2024-11-09,8.685389367120669
2024-11-10,6.755302841093854
2024-11-11,30.881384416429047
2024-11-12,45.357033361630165
2024-11-13,52.112336202724016
2024-11-14,55.97250925477765
2024-11-15,62.7278120958715
2024-11-16,8.685389367120669
2024-11-17,6.755302841093854
2024-11-18,45.357033361630165
2024-11-19,50.182249676697204
2024-11-20,55.97250925477765
2024-11-21,59.83268230683128
2024-11-22,73.34328798901899
2024-11-23,9.650432630134077
2024-11-24,6.755302841093854
2024-11-25,27.021211364375414
2024-11-26,34.741557468482675
2024-11-27,12.545562419174301
2024-11-28,6.755302841093854
2024-11-29,5.7902595780804464
2024-11-30,4.825216315067038
2024-12-01,3.860173052053631
2024-12-02,36.671643994509495
2024-12-03,39.56677378354971
2024-12-04,43.426946835603346
2024-12-05,46.32207662464357
2024-12-06,58.86763904381787
2024-12-07,9.650432630134077
2024-12-08,6.755302841093854
2024-12-09,38.60173052053631
2024-12-10,47.28711988765698
2024-12-11,53.07737946573742
2024-12-12,56.937552517791055
2024-12-13,69.48311493696535
2024-12-14,9.650432630134077
2024-12-15,6.755302841093854
2024-12-16,51.14729293971061
2024-12-17,65.62294188491173
2024-12-18,75.2733745150458
2024-12-19,86.85389367120669
2024-12-20,63.692855358884906
2024-12-21,8.685389367120669
2024-12-22,5.7902595780804464
2024-12-23,5.7902595780804464
2024-12-24,5.7902595780804464
2024-12-25,4.825216315067038
2024-12-26,3.860173052053631
2024-12-27,3.860173052053631
2024-12-28,3.860173052053631
2024-12-29,2.8951297890402232
2024-12-30,2.8951297890402232
2024-12-31,2.8951297890402232
2025-01-01,2.8951297890402232
2025-01-02,8.685389367120669
2025-01-03,9.650432630134077
2025-01-04,3.860173052053631
2025-01-05,2.8951297890402232
2025-01-06,18.335821997254747
2025-01-07,31.846427679442453
2025-01-08,41.49686030957653
2025-01-09,39.56677378354971
2025-01-10,40.53181704656313
2025-01-11,6.755302841093854
2025-01-12,5.7902595780804464
2025-01-13,35.70660073149609
2025-01-14,41.49686030957653
2025-01-15,48.252163150670384
2025-01-16,48.252163150670384
2025-01-17,56.937552517791055
2025-01-18,8.685389367120669
2025-01-19,4.825216315067038
2025-01-20,6.755302841093854
2025-01-21,27.021211364375414
2025-01-22,31.846427679442453
2025-01-23,39.56677378354971
2025-01-24,51.14729293971061
2025-01-25,6.755302841093854
2025-01-26,4.825216315067038
2025-01-27,37.6366872575229
2025-01-28,49.21720641368379
2025-01-29,42.46190357258994
2025-01-30,48.252163150670384
2025-01-31,58.86763904381787
2025-02-01,7.720346104107262
2025-02-02,5.7902595780804464
2025-02-03,35.70660073149609
2025-02-04,42.46190357258994
2025-02-05,42.46190357258994
2025-02-06,44.39199009861675
2025-02-07,53.07737946573742
2025-02-08,7.720346104107262
2025-02-09,5.7902595780804464
2025-02-10,33.77651420546927
2025-02-11,38.60173052053631
2025-02-12,44.39199009861675
2025-02-13,48.252163150670384
2025-02-14,37.6366872575229
2025-02-15,6.755302841093854
2025-02-16,4.825216315067038
2025-02-17,9.650432630134077
2025-02-18,31.846427679442453
2025-02-19,31.846427679442453
2025-02-20,32.81147094245586
2025-02-21,40.53181704656313
2025-02-22,6.755302841093854
2025-02-23,4.825216315067038
2025-02-24,31.846427679442453
2025-02-25,34.741557468482675
2025-02-26,36.671643994509495
2025-02-27,39.56677378354971
2025-02-28,44.39199009861675
2025-03-01,6.755302841093854
2025-03-02,4.825216315067038
2025-03-03,31.846427679442453
2025-03-04,37.6366872575229
2025-03-05,37.6366872575229
2025-03-06,40.53181704656313
2025-03-07,45.357033361630165
2025-03-08,6.755302841093854
2025-03-09,4.825216315067038
2025-03-10,30.881384416429047
2025-03-11,32.81147094245586
2025-03-12,36.671643994509495
2025-03-13,38.60173052053631
2025-03-14,37.6366872575229
2025-03-15,5.7902595780804464
2025-03-16,4.825216315067038
2025-03-17,25.091124838348602
2025-03-18,31.846427679442453
2025-03-19,30.881384416429047
2025-03-20,33.77651420546927
2025-03-21,35.70660073149609
2025-03-22,4.825216315067038
2025-03-23,3.860173052053631
2025-03-24,31.846427679442453
2025-03-25,29.91634115341564
2025-03-26,30.881384416429047
2025-03-27,32.81147094245586
2025-03-28,37.6366872575229
2025-03-29,5.7902595780804464
2025-03-30,4.825216315067038
2025-03-31,25.091124838348602
2025-04-01,30.881384416429047
2025-04-02,29.91634115341564
2025-04-03,32.81147094245586
2025-04-04,36.671643994509495
2025-04-05,5.7902595780804464
2025-04-06,4.825216315067038
2025-04-07,33.77651420546927
2025-04-08,33.77651420546927
2025-04-09,32.81147094245586
2025-04-10,37.6366872575229
2025-04-11,42.46190357258994
2025-04-12,5.7902595780804464
2025-04-13,3.860173052053631
2025-04-14,26.056168101362008
2025-04-15,31.1226452321824
2025-04-16,35.94786154724944
2025-04-17,36.832484538345064
2025-04-18,16.646996286981285
2025-04-19,4.825216315067038
2025-04-20,3.0559703328757912
2025-04-21,20.587589610952698
2025-04-22,32.007268223278025
2025-04-23,38.60173052053631
2025-04-24,34.661137196564894
2025-04-25,44.31156982669897
2025-04-26,5.227317674655959
2025-04-27,4.423114955478119
2025-04-28,33.77651420546927
2025-04-29,38.60173052053631
2025-04-30,38.60173052053631
2025-05-01,45.59829417738352
2025-05-02,43.426946835603346
2025-05-03,6.594462297258286
2025-05-04,4.825216315067038
2025-05-05,38.60173052053631
2025-05-06,45.196192817794596
2025-05-07,46.08081580889022
2025-05-08,46.48291716847914
2025-05-09,52.1927564746418
2025-05-10,5.709839306162662
2025-05-11,4.423114955478119
2025-05-12,39.88845487122085
2025-05-13,45.59829417738352
2025-05-14,48.252163150670384
2025-05-15,47.44796043149255
2025-05-16,51.46897402738175
2025-05-17,5.629419034244878
2025-05-18,4.021013595889199
2025-05-19,40.21013595889199
2025-05-20,43.42694683560335
2025-05-21,41.014338678069834
2025-05-22,38.60173052053631
2025-05-23,32.168108767113594
2025-05-24,4.825216315067038
2025-05-25,4.021013595889199
2025-05-26,3.2168108767113592
2025-05-27,26.538689732868715
2025-05-28,29.75550060958007
2025-05-29,26.538689732868715
2025-05-30,27.342892452046552
2025-05-31,4.021013595889199
2025-06-01,3.2168108767113592
2025-06-02,20.105067979445995
2025-06-03,21.713473417801676
2025-06-04,21.713473417801676
2025-06-05,19.300865260268154
2025-06-06,16.084054383556797
2025-06-07,3.2168108767113592
2025-06-08,2.412608157533519
2025-06-09,12.867243506845437
2025-06-10,13.671446226023276
2025-06-11,12.063040787667598
2025-06-12,12.063040787667598
2025-06-13,8.846229910956238
2025-06-14,2.412608157533519
2025-06-15,2.412608157533519
2025-06-16,7.2378244726005585
2025-06-17,7.2378244726005585
2025-06-18,6.4336217534227185
2025-06-19,3.2168108767113592
2025-06-20,4.825216315067038
2025-06-21,2.412608157533519
2025-06-22,2.412608157533519
2025-06-23,4.825216315067038
2025-06-24,4.825216315067038
2025-06-25,4.825216315067038
2025-06-26,4.825216315067038
2025-06-27,3.2168108767113592
2025-06-28,1.6084054383556796
2025-06-29,1.6084054383556796
2025-06-30,3.2168108767113592
2025-07-01,3.2168108767113592
2025-07-02,3.2168108767113592
2025-07-03,2.412608157533519
2025-07-04,2.412608157533519
2025-07-05,2.412608157533519
2025-07-06,1.6084054383556796
2025-07-07,2.412608157533519
2025-07-08,3.2168108767113592
2025-07-09,3.2168108767113592
2025-07-10,3.2168108767113592
2025-07-11,4.021013595889199
2025-07-12,2.412608157533519
2025-07-13,2.412608157533519
2025-07-14,3.2168108767113592
2025-07-15,3.2168108767113592
2025-07-16,3.2168108767113592
2025-07-17,2.412608157533519
2025-07-18,2.412608157533519
2025-07-19,1.6084054383556796
2025-07-20,1.6084054383556796
2025-07-21,3.2168108767113592
2025-07-22,2.412608157533519
2025-07-23,3.2168108767113592
2025-07-24,3.2168108767113592
2025-07-25,2.412608157533519
2025-07-26,1.6084054383556796
2025-07-27,1.6084054383556796
2025-07-28,3.2168108767113592
2025-07-29,2.412608157533519
2025-07-30,3.2168108767113592
2025-07-31,3.2168108767113592
2025-08-01,3.2168108767113592
2025-08-02,2.412608157533519
2025-08-03,1.6084054383556796
2025-08-04,4.021013595889199
2025-08-05,5.629419034244878
2025-08-06,7.2378244726005585
2025-08-07,8.846229910956238
2025-08-08,12.867243506845437
2025-08-09,3.2168108767113592
2025-08-10,2.412608157533519
2025-08-11,12.063040787667598
2025-08-12,16.888257102734634
2025-08-13,22.517676136979514
2025-08-14,28.951297890402234
2025-08-15,36.18912236300279
2025-08-16,4.825216315067038
2025-08-17,4.021013595889199
2025-08-18,30.559703328757912
2025-08-19,36.18912236300279
2025-08-20,37.79752780135847
2025-08-21,45.83955499313687
2025-08-22,55.48998762327095
2025-08-23,6.4336217534227185
2025-08-24,4.825216315067038
2025-08-25,43.42694683560335
2025-08-26,45.03535227395903
2025-08-27,53.07737946573743
2025-08-28,57.09839306162662
2025-08-29,62.727812095871506
2025-08-30,7.2378244726005585
2025-08-31,5.629419034244878
2025-09-01,4.825216315067038
2025-09-02,45.03535227395903
2025-09-03,51.46897402738175
2025-09-04,60.31520393833799
2025-09-05,71.57404200682774
2025-09-06,8.042027191778399
2025-09-07,5.629419034244878
2025-09-08,49.05636586984823
2025-09-09,57.09839306162662
2025-09-10,57.90259578080447
2025-09-11,64.33621753422719
2025-09-12,75.59505560271694
2025-09-13,8.846229910956238
2025-09-14,6.4336217534227185
2025-09-15,50.66477130820391
2025-09-16,59.51100121916014
2025-09-17,62.727812095871506
2025-09-18,68.35723113011639
2025-09-19,77.20346104107261
2025-09-20,8.846229910956238
2025-09-21,6.4336217534227185
2025-09-22,48.25216315067039
2025-09-23,53.07737946573743
2025-09-24,56.294190342448786
2025-09-25,60.31520393833799
2025-09-26,70.7698392876499
2025-09-27,8.042027191778399
2025-09-28,6.4336217534227185
2025-09-29,49.860568589026066
2025-09-30,55.48998762327095
2025-10-01,58.706798499982305
2025-10-02,54.685784904093104
2025-10-03,66.7488256917607
2025-10-04,7.2378244726005585
2025-10-05,5.629419034244878
2025-10-06,41.014338678069834
2025-10-07,48.25216315067039
2025-10-08,49.860568589026066
2025-10-09,53.88158218491527
2025-10-10,48.25216315067039
2025-10-11,7.2378244726005585
2025-10-12,4.825216315067038
2025-10-13,25.734487013690874
2025-10-14,42.62274411642551
2025-10-15,43.42694683560335
2025-10-16,45.83955499313687
2025-10-17,48.25216315067039
2025-10-18,6.4336217534227185
2025-10-19,5.629419034244878
2025-10-20,37.79752780135847
2025-10-21,45.83955499313687
2025-10-22,48.25216315067039
2025-10-23,53.88158218491527
2025-10-24,80.42027191778398
2025-10-25,8.042027191778399
2025-10-26,5.629419034244878
2025-10-27,43.42694683560335
2025-10-28,54.685784904093104
2025-10-29,57.90259578080447
2025-10-30,58.706798499982305
2025-10-31,61.92360937669366
2025-11-01,6.4336217534227185
2025-11-02,4.825216315067038
2025-11-03,40.21013595889199
2025-11-04,35.38491964382495
2025-11-05,47.44796043149255
2025-11-06,52.273176746559585
2025-11-07,64.33621753422719
2025-11-08,8.042027191778399
2025-11-09,6.4336217534227185
2025-11-10,38.60173052053631
2025-11-11,33.77651420546927
2025-11-12,44.23114955478119
2025-11-13,49.860568589026066
2025-11-14,61.119406657515825
2025-11-15,8.042027191778399
2025-11-16,6.4336217534227185
2025-11-17,41.81854139724767
2025-11-18,47.44796043149255
2025-11-19,51.46897402738175
2025-11-20,63.532014815049344
2025-11-21,71.57404200682774
2025-11-22,8.846229910956238
2025-11-23,5.629419034244878
2025-11-24,26.538689732868715
2025-11-25,33.77651420546927
2025-11-26,11.258838068489757
2025-11-27,5.629419034244878
2025-11-28,4.825216315067038
2025-11-29,4.021013595889199
2025-11-30,3.2168108767113592
2025-12-01,35.38491964382495
2025-12-02,40.21013595889199
2025-12-03,45.83955499313687
2025-12-04,47.44796043149255
2025-12-05,61.119406657515825
2025-12-06,8.042027191778399
2025-12-07,5.629419034244878
2025-12-08,45.03535227395903
2025-12-09,52.273176746559585
2025-12-10,46.64375771231471
2025-12-11,54.1871196633863
2025-12-12,68.02904155177959
2025-12-13,7.122011623991108
2025-12-14,5.539342374215305
2025-12-15,49.049878648759915
2025-12-16,62.10046591226531
2025-12-17,72.38781603580802
2025-12-18,77.5250570504344
2025-12-19,58.1437927878258
2025-12-20,7.122011623991108
2025-12-21,5.137241014626386
2025-12-22,12.259252638617493
2025-12-23,9.49601549865481
2025-12-24,3.9566731244395044
2025-12-25,3.5545717648505843
2025-12-26,3.1653384995516034
2025-12-27,3.1653384995516034
2025-12-28,2.7632371399626834
2025-12-29,2.7632371399626834
2025-12-30,2.3740038746637024
2025-12-31,2.3740038746637024
2026-01-01,2.3740038746637024
2026-01-02,2.3740038746637024
2026-01-03,2.3740038746637024
2026-01-04,2.3740038746637024
2026-01-05,17.007260387944896
2026-01-06,29.266513026562393
2026-01-07,34.01452077588979
2026-01-08,36.3885246505535
2026-01-09,48.25854402387202
2026-01-10,5.449265714185733
2026-01-11,3.8923326529898095
2026-01-12,35.80946040750625
2026-01-13,38.14485999930013
2026-01-14,39.70179306049606
2026-01-15,42.815659182887906
2026-01-16,50.60032448886752
2026-01-17,5.449265714185733
2026-01-18,4.670799183587771
2026-01-19,6.227732244783695
2026-01-20,33.47406081571236
2026-01-21,40.48025959109402
2026-01-22,42.815659182887906
2026-01-23,49.0433914276716
2026-01-24,7.006198775381657
2026-01-25,6.227732244783695
2026-01-26,16.347797142557198
2026-01-27,25.68939550973274
2026-01-28,30.360194693320516
2026-01-29,34.25252734631032
2026-01-30,36.58792693810421
2026-01-31,4.670799183587771
2026-02-01,4.670799183587771
2026-02-02,29.581728162722552
2026-02-03,35.03099387690828
2026-02-04,34.25252734631032
2026-02-05,35.80946040750625
2026-02-06,42.037192652289946
2026-02-07,5.449265714185733
2026-02-08,3.8923326529898095
2026-02-09,29.581728162722552
2026-02-10,43.594125713485866
2026-02-11,42.815659182887906
2026-02-12,41.25872612169198
2026-02-13,38.14485999930013
2026-02-14,3.8923326529898095
2026-02-15,3.1138661223918476
2026-02-16,10.120064897773505
2026-02-17,27.246328570928668
2026-02-18,35.80946040750625
2026-02-19,37.36639346870217
2026-02-20,41.25872612169198
2026-02-21,5.449265714185733
2026-02-22,3.8923326529898095
2026-02-23,31.138661223918476
2026-02-24,34.25252734631032
2026-02-25,35.80946040750625
2026-02-26,39.70179306049606
2026-02-27,45.151058774681786
2026-02-28,5.449265714185733
2026-03-01,3.8923326529898095
2026-03-02,33.47406081571236
2026-03-03,35.80946040750625
2026-03-04,38.14485999930013
2026-03-05,45.151058774681786
2026-03-06,43.594125713485866
2026-03-07,6.227732244783695
2026-03-08,3.8923326529898095
2026-03-09,31.138661223918476
2026-03-10,33.47406081571236
2026-03-11,35.03099387690828
2026-03-12,39.70179306049606
2026-03-13,36.58792693810421
2026-03-14,4.670799183587771
2026-03-15,3.8923326529898095
2026-03-16,23.353995917938857
2026-03-17,30.360194693320516
2026-03-18,30.360194693320516
2026-03-19,28.80326163212459
2026-03-20,30.360194693320516
2026-03-21,3.8923326529898095
2026-03-22,3.1138661223918476
2026-03-23,26.467862040330704
2026-03-24,29.581728162722552
2026-03-25,35.03099387690828
2026-03-26,33.47406081571236
2026-03-27,38.14485999930013
2026-03-28,3.8923326529898095
2026-03-29,3.1138661223918476
2026-03-30,24.13246244853682
2026-03-31,27.246328570928668
2026-04-01,28.024795101526628
2026-04-02,31.138661223918476
2026-04-03,12.45546448956739
2026-04-04,3.1138661223918476
2026-04-05,2.3353995917938857
2026-04-06,14.790864081361276
2026-04-07,24.13246244853682
2026-04-08,24.91092897913478
2026-04-09,27.246328570928668
2026-04-10,31.917127754516436
2026-04-11,3.1138661223918476
2026-04-12,2.3353995917938857
2026-04-13,28.024795101526628
2026-04-14,28.80326163212459
2026-04-15,30.360194693320516
2026-04-16,32.695594285114396
2026-04-17,38.14485999930013
2026-04-18,3.1138661223918476
2026-04-19,3.1138661223918476
2026-04-20,28.80326163212459
2026-04-21,31.138661223918476
2026-04-22,32.695594285114396
2026-04-23,34.25252734631032
2026-04-24,34.25252734631032
2026-04-25,3.8923326529898095
2026-04-26,3.1138661223918476
2026-04-27,29.581728162722552
2026-04-28,30.360194693320516
2026-04-29,35.03099387690828
2026-04-30,34.25252734631032
2026-05-01,35.80946040750625
2026-05-02,3.8923326529898095
2026-05-03,3.1138661223918476
2026-05-04,29.581728162722552
2026-05-05,31.138661223918476
2026-05-06,33.47406081571236
2026-05-07,34.25252734631032
2026-05-08,38.92332652989809
2026-05-09,3.8923326529898095
2026-05-10,3.1138661223918476
2026-05-11,35.03099387690828
2026-05-12,34.25252734631032
2026-05-13,35.03099387690828
2026-05-14,35.80946040750625
2026-05-15,33.47406081571236
2026-05-16,3.8923326529898095
2026-05-17,3.1138661223918476
2026-05-18,28.80326163212459
2026-05-19,33.47406081571236
2026-05-20,30.360194693320516
2026-05-21,29.581728162722552
2026-05-22,24.91092897913478
2026-05-23,3.1138661223918476
2026-05-24,2.3353995917938857
2026-05-25,2.3353995917938857
2026-05-26,17.12626367315516
2026-05-27,17.904730203753125
2026-05-28,18.683196734351085
2026-05-29,16.347797142557198
2026-05-30,2.3353995917938857
2026-05-31,2.3353995917938857
