Time,places_to_eat_near_me
2024-09-23,20.26238642600435
2024-09-24,19.714754360436665
2024-09-25,19.714754360436665
2024-09-26,22.452914688275094
2024-09-27,31.215027737358056
2024-09-28,46.54872557325324
2024-09-29,36.69134839303491
2024-09-30,21.905282622707407
2024-10-01,19.16712229486898
2024-10-02,19.16712229486898
2024-10-03,24.09581088497815
2024-10-04,30.66739567179037
2024-10-05,48.1916217699563
2024-10-06,38.33424458973796
2024-10-07,21.905282622707407
2024-10-08,19.714754360436665
2024-10-09,21.905282622707407
2024-10-10,22.452914688275094
2024-10-11,33.405555999628795
2024-10-12,51.477414163362404
2024-10-13,43.26293317984713
2024-10-14,23.548178819410463
2024-10-15,20.810018491572038
2024-10-16,19.714754360436665
2024-10-17,24.09581088497815
2024-10-18,30.119763606222683
2024-10-19,50.92978209779472
2024-10-20,40.5247728520087
2024-10-21,21.905282622707407
2024-10-22,19.714754360436665
2024-10-23,19.16712229486898
2024-10-24,21.35765055713972
2024-10-25,29.572131540655
2024-10-26,47.096357638820926
2024-10-27,38.881876655305646
2024-10-28,19.16712229486898
2024-10-29,18.619490229301295
2024-10-30,18.071858163733612
2024-10-31,19.16712229486898
2024-11-01,29.024499475087314
2024-11-02,47.096357638820926
2024-11-03,31.76265980292574
2024-11-04,19.16712229486898
2024-11-05,16.97659403259824
2024-11-06,14.238433704759814
2024-11-07,19.714754360436665
2024-11-08,27.929235343951945
2024-11-09,47.096357638820926
2024-11-10,37.78661252417028
2024-11-11,25.19107501611352
2024-11-12,18.619490229301295
2024-11-13,18.071858163733612
2024-11-14,19.714754360436665
2024-11-15,24.09581088497815
2024-11-16,39.97714078644102
2024-11-17,32.85792393406111
2024-11-18,18.619490229301295
2024-11-19,15.88132990146287
2024-11-20,17.524226098165926
2024-11-21,18.071858163733612
2024-11-22,24.643442950545833
2024-11-23,42.16766904871176
2024-11-24,31.76265980292574
2024-11-25,20.26238642600435
2024-11-26,19.714754360436665
2024-11-27,21.35765055713972
2024-11-28,23.548178819410463
2024-11-29,28.476867409519627
2024-11-30,33.405555999628795
2024-12-01,28.476867409519627
2024-12-02,15.333697835895185
2024-12-03,16.428961967030556
2024-12-04,16.428961967030556
2024-12-05,16.428961967030556
2024-12-06,24.09581088497815
2024-12-07,39.42950872087333
2024-12-08,32.31029186849342
2024-12-09,18.619490229301295
2024-12-10,16.97659403259824
2024-12-11,16.428961967030556
2024-12-12,18.619490229301295
2024-12-13,23.000546753842777
2024-12-14,39.97714078644102
2024-12-15,32.31029186849342
2024-12-16,18.619490229301295
2024-12-17,16.97659403259824
2024-12-18,18.619490229301295
2024-12-19,20.26238642600435
2024-12-20,24.09581088497815
2024-12-21,33.405555999628795
2024-12-22,30.66739567179037
2024-12-23,24.09581088497815
2024-12-24,23.548178819410463
2024-12-25,33.405555999628795
2024-12-26,29.572131540655
2024-12-27,33.95318806519648
2024-12-28,39.97714078644102
2024-12-29,35.596084261899534
2024-12-30,28.476867409519627
2024-12-31,27.381603278384258
2025-01-01,33.405555999628795
2025-01-02,24.09581088497815
2025-01-03,24.643442950545833
2025-01-04,37.23898045860259
2025-01-05,27.929235343951945
2025-01-06,16.428961967030556
2025-01-07,15.88132990146287
2025-01-08,14.238433704759814
2025-01-09,16.428961967030556
2025-01-10,18.071858163733612
2025-01-11,30.119763606222683
2025-01-12,29.024499475087314
2025-01-13,14.7860657703275
2025-01-14,15.333697835895185
2025-01-15,15.88132990146287
2025-01-16,19.714754360436665
2025-01-17,24.09581088497815
2025-01-18,39.97714078644102
2025-01-19,30.119763606222683
2025-01-20,22.452914688275094
2025-01-21,14.7860657703275
2025-01-22,16.97659403259824
2025-01-23,18.071858163733612
2025-01-24,22.452914688275094
2025-01-25,41.620036983144075
2025-01-26,27.929235343951945
2025-01-27,16.428961967030556
2025-01-28,15.88132990146287
2025-01-29,18.071858163733612
2025-01-30,17.524226098165926
2025-01-31,22.452914688275094
2025-02-01,44.3581973109825
2025-02-02,36.143716327467224
2025-02-03,17.524226098165926
2025-02-04,18.071858163733612
2025-02-05,18.071858163733612
2025-02-06,17.524226098165926
2025-02-07,24.643442950545833
2025-02-08,40.5247728520087
2025-02-09,27.381603278384258
2025-02-10,15.333697835895185
2025-02-11,16.97659403259824
2025-02-12,19.16712229486898
2025-02-13,20.26238642600435
2025-02-14,35.596084261899534
2025-02-15,54.21557449120083
2025-02-16,32.31029186849342
2025-02-17,23.548178819410463
2025-02-18,17.524226098165926
2025-02-19,18.071858163733612
2025-02-20,19.714754360436665
2025-02-21,27.381603278384258
2025-02-22,44.90582937655019
2025-02-23,34.50082013076417
2025-02-24,18.619490229301295
2025-02-25,20.810018491572038
2025-02-26,19.714754360436665
2025-02-27,20.810018491572038
2025-02-28,28.476867409519627
2025-03-01,54.21557449120083
2025-03-02,38.881876655305646
2025-03-03,20.810018491572038
2025-03-04,19.16712229486898
2025-03-05,19.16712229486898
2025-03-06,20.26238642600435
2025-03-07,27.929235343951945
2025-03-08,47.096357638820926
2025-03-09,41.620036983144075
2025-03-10,23.000546753842777
2025-03-11,21.35765055713972
2025-03-12,23.000546753842777
2025-03-13,25.19107501611352
2025-03-14,32.85792393406111
2025-03-15,49.286885901091665
2025-03-16,39.42950872087333
2025-03-17,23.548178819410463
2025-03-18,21.905282622707407
2025-03-19,25.738707081681202
2025-03-20,24.643442950545833
2025-03-21,33.95318806519648
2025-03-22,54.763206556768516
2025-03-23,43.810565245414814
2025-03-24,21.905282622707407
2025-03-25,23.548178819410463
2025-03-26,22.452914688275094
2025-03-27,25.19107501611352
2025-03-28,29.572131540655
2025-03-29,54.21557449120083
2025-03-30,38.881876655305646
2025-03-31,22.452914688275094
2025-04-01,20.810018491572038
2025-04-02,21.35765055713972
2025-04-03,20.26238642600435
2025-04-04,28.476867409519627
2025-04-05,48.1916217699563
2025-04-06,37.23898045860259
2025-04-07,20.26238642600435
2025-04-08,20.810018491572038
2025-04-09,20.810018491572038
2025-04-10,21.35765055713972
2025-04-11,29.572131540655
2025-04-12,52.025046228930094
2025-04-13,42.16766904871176
2025-04-14,23.000546753842777
2025-04-15,20.83548975043565
2025-04-16,21.879811363843793
2025-04-17,25.261120977988455
2025-04-18,38.28966988672664
2025-04-19,45.3261051477998
2025-04-20,36.72318746661442
2025-04-21,22.401972170547864
2025-04-22,20.83548975043565
2025-04-23,23.44629378395601
2025-04-24,23.172477751172167
2025-04-25,28.91624662491696
2025-04-26,49.75173637535261
2025-04-27,40.37831311354292
2025-04-28,22.650316944468095
2025-04-29,19.791168137027505
2025-04-30,23.172477751172167
2025-05-01,22.401972170547864
2025-05-02,27.871925011508814
2025-05-03,44.007967501607816
2025-05-04,37.76750908002256
2025-05-05,18.49850174969913
2025-05-06,17.454180136290987
2025-05-07,19.791168137027505
2025-05-08,21.35765055713972
2025-05-09,29.164591398837185
2025-05-10,46.618771535128175
2025-05-11,45.3261051477998
2025-05-12,21.35765055713972
2025-05-13,19.269007330323433
2025-05-14,19.791168137027505
2025-05-15,19.867581913618345
2025-05-16,27.81461467906568
2025-05-17,44.70205930564127
2025-05-18,35.76164744451302
2025-05-19,20.86096100929926
2025-05-20,21.35765055713972
2025-05-21,19.867581913618345
2025-05-22,21.35765055713972
2025-05-23,30.298062418267975
2025-05-24,47.68219659268402
2025-05-25,43.708680209960356
2025-05-26,38.245095183715314
2025-05-27,20.86096100929926
2025-05-28,22.351029652820635
2025-05-29,22.847719200661096
2025-05-30,32.28482060962981
2025-05-31,44.70205930564127
2025-06-01,38.245095183715314
2025-06-02,22.351029652820635
2025-06-03,22.847719200661096
2025-06-04,22.351029652820635
2025-06-05,23.344408748501554
2025-06-06,30.794751966108432
2025-06-07,44.70205930564127
2025-06-08,39.23847427939623
2025-06-09,24.337787844182472
2025-06-10,21.854340104980178
2025-06-11,25.33116693986339
2025-06-12,25.827856487703848
2025-06-13,29.801372870427517
2025-06-14,45.19874885348173
2025-06-15,40.728542922917605
2025-06-16,24.337787844182472
2025-06-17,23.344408748501554
2025-06-18,25.827856487703848
2025-06-19,26.324546035544305
2025-06-20,35.26495789667256
2025-06-21,43.708680209960356
2025-06-22,38.245095183715314
2025-06-23,24.337787844182472
2025-06-24,25.33116693986339
2025-06-25,23.344408748501554
2025-06-26,24.337787844182472
2025-06-27,31.291441513948893
2025-06-28,45.19874885348173
2025-06-29,40.728542922917605
2025-06-30,26.324546035544305
2025-07-01,24.337787844182472
2025-07-02,26.821235583384766
2025-07-03,28.31130422690614
2025-07-04,37.74840563587485
2025-07-05,43.211990662119895
2025-07-06,42.21861156643898
2025-07-07,24.83447739202293
2025-07-08,24.337787844182472
2025-07-09,24.337787844182472
2025-07-10,25.33116693986339
2025-07-11,35.76164744451302
2025-07-12,44.70205930564127
2025-07-13,39.23847427939623
2025-07-14,24.83447739202293
2025-07-15,25.33116693986339
2025-07-16,26.821235583384766
2025-07-17,27.317925131225223
2025-07-18,35.26495789667256
2025-07-19,48.675575688364944
2025-07-20,40.728542922917605
2025-07-21,28.31130422690614
2025-07-22,24.337787844182472
2025-07-23,26.324546035544305
2025-07-24,25.33116693986339
2025-07-25,35.26495789667256
2025-07-26,47.18550704484357
2025-07-27,38.74178473155577
2025-07-28,26.324546035544305
2025-07-29,23.344408748501554
2025-07-30,22.351029652820635
2025-07-31,26.324546035544305
2025-08-01,33.77488925315119
2025-08-02,48.17888614052448
2025-08-03,42.21861156643898
2025-08-04,24.83447739202293
2025-08-05,22.351029652820635
2025-08-06,23.344408748501554
2025-08-07,26.821235583384766
2025-08-08,35.26495789667256
2025-08-09,47.18550704484357
2025-08-10,40.728542922917605
2025-08-11,24.337787844182472
2025-08-12,22.351029652820635
2025-08-13,20.86096100929926
2025-08-14,24.337787844182472
2025-08-15,31.291441513948893
2025-08-16,47.18550704484357
2025-08-17,40.728542922917605
2025-08-18,23.344408748501554
2025-08-19,23.84109829634201
2025-08-20,21.854340104980178
2025-08-21,23.344408748501554
2025-08-22,29.304683322587056
2025-08-23,46.68881749700311
2025-08-24,38.245095183715314
2025-08-25,21.854340104980178
2025-08-26,18.37751327009697
2025-08-27,19.867581913618345
2025-08-28,19.370892365777884
2025-08-29,28.8079937747466
2025-08-30,42.71530111427944
2025-08-31,42.71530111427944
2025-09-01,33.77488925315119
2025-09-02,16.390755078735133
2025-09-03,16.390755078735133
2025-09-04,19.370892365777884
2025-09-05,22.351029652820635
2025-09-06,37.25171608803439
2025-09-07,28.31130422690614
2025-09-08,18.874202817937427
2025-09-09,17.38413417441605
2025-09-10,16.390755078735133
2025-09-11,17.38413417441605
2025-09-12,22.847719200661096
2025-09-13,40.231853375077144
2025-09-14,29.801372870427517
2025-09-15,18.37751327009697
2025-09-16,17.88082372225651
2025-09-17,17.88082372225651
2025-09-18,18.37751327009697
2025-09-19,25.827856487703848
2025-09-20,41.72192201859852
2025-09-21,29.801372870427517
2025-09-22,17.88082372225651
2025-09-23,17.88082372225651
2025-09-24,19.370892365777884
2025-09-25,19.867581913618345
2025-09-26,26.821235583384766
2025-09-27,41.225232470758066
2025-09-28,29.304683322587056
2025-09-29,17.88082372225651
2025-09-30,15.894065530894675
2025-10-01,17.38413417441605
2025-10-02,19.370892365777884
2025-10-03,24.83447739202293
2025-10-04,44.20536975780082
2025-10-05,32.781510157470265
2025-10-06,17.38413417441605
2025-10-07,17.38413417441605
2025-10-08,17.38413417441605
2025-10-09,20.364271461458802
2025-10-10,26.821235583384766
2025-10-11,43.708680209960356
2025-10-12,33.77488925315119
2025-10-13,22.847719200661096
2025-10-14,17.38413417441605
2025-10-15,17.88082372225651
2025-10-16,19.370892365777884
2025-10-17,25.827856487703848
2025-10-18,45.19874885348173
2025-10-19,33.278199705310726
2025-10-20,17.38413417441605
2025-10-21,16.887444626575594
2025-10-22,17.38413417441605
2025-10-23,19.370892365777884
2025-10-24,25.33116693986339
2025-10-25,41.225232470758066
2025-10-26,30.794751966108432
2025-10-27,16.390755078735133
2025-10-28,14.900686435213759
2025-10-29,14.900686435213759
2025-10-30,15.894065530894675
2025-10-31,18.874202817937427
2025-11-01,35.26495789667256
2025-11-02,26.821235583384766
2025-11-03,15.397375983054216
2025-11-04,14.4039968873733
2025-11-05,14.900686435213759
2025-11-06,17.88082372225651
2025-11-07,21.854340104980178
2025-11-08,40.728542922917605
2025-11-09,25.827856487703848
2025-11-10,17.38413417441605
2025-11-11,18.874202817937427
2025-11-12,13.410617791692383
2025-11-13,16.887444626575594
2025-11-14,21.854340104980178
2025-11-15,39.23847427939623
2025-11-16,29.304683322587056
2025-11-17,13.90730733953284
2025-11-18,14.900686435213759
2025-11-19,16.887444626575594
2025-11-20,17.38413417441605
2025-11-21,22.351029652820635
2025-11-22,33.77488925315119
2025-11-23,28.31130422690614
2025-11-24,19.370892365777884
2025-11-25,18.37751327009697
2025-11-26,21.854340104980178
2025-11-27,20.364271461458802
2025-11-28,24.337787844182472
2025-11-29,24.337787844182472
2025-11-30,23.344408748501554
2025-12-01,14.900686435213759
2025-12-02,14.900686435213759
2025-12-03,16.390755078735133
2025-12-04,15.894065530894675
2025-12-05,19.867581913618345
2025-12-06,36.25833699235348
2025-12-07,27.317925131225223
2025-12-08,16.390755078735133
2025-12-09,13.90730733953284
2025-12-10,16.390755078735133
2025-12-11,16.887444626575594
2025-12-12,22.68215601804761
2025-12-13,31.843318789327178
2025-12-14,26.858027401743318
2025-12-15,15.765294166639741
2025-12-16,16.078024622687437
2025-12-17,15.765294166639741
2025-12-18,16.326369396607667
2025-12-19,22.994886474095306
2025-12-20,31.843318789327178
2025-12-21,28.228522635599397
2025-12-22,21.31166078419153
2025-12-23,19.941165550335448
2025-12-24,22.43381124412738
2025-12-25,31.843318789327178
2025-12-26,29.35067309553525
2025-12-27,32.09166356324741
2025-12-28,28.228522635599397
2025-12-29,24.365381707951386
2025-12-30,24.365381707951386
2025-12-31,23.243231248015533
2026-01-01,33.21381402318326
2026-01-02,29.35067309553525
2026-01-03,33.77488925315119
2026-01-04,26.29695217177539
2026-01-05,14.394798932783662
2026-01-06,15.516949392719512
2026-01-07,15.516949392719512
2026-01-08,16.326369396607667
2026-01-09,21.31166078419153
2026-01-10,36.27673290153275
2026-01-11,26.269358308006478
2026-01-12,17.512905538670985
2026-01-13,16.261983714480202
2026-01-14,16.261983714480202
2026-01-15,18.76382736286177
2026-01-16,22.516592835434125
2026-01-17,37.52765472572354
2026-01-18,31.273045604769617
2026-01-19,23.767514659624908
2026-01-20,16.887444626575594
2026-01-21,16.261983714480202
2026-01-22,17.512905538670985
2026-01-23,20.014749187052555
2026-01-24,25.018436483815695
2026-01-25,16.887444626575594
2026-01-26,15.011061890289415
2026-01-27,15.011061890289415
2026-01-28,16.261983714480202
2026-01-29,17.512905538670985
2026-01-30,20.014749187052555
2026-01-31,34.40035016524658
2026-02-01,30.647584692674226
2026-02-02,18.138366450766377
2026-02-03,16.887444626575594
2026-02-04,20.014749187052555
2026-02-05,23.767514659624908
2026-02-06,25.018436483815695
2026-02-07,38.77857654991433
2026-02-08,27.520280132197264
2026-02-09,22.516592835434125
2026-02-10,24.392975571720303
2026-02-11,21.265671011243338
2026-02-12,20.640210099147946
2026-02-13,30.647584692674226
2026-02-14,62.546091209539235
2026-02-15,42.531342022486676
2026-02-16,28.771201956388047
2026-02-17,26.269358308006478
2026-02-18,21.891131923338733
2026-02-19,24.392975571720303
2026-02-20,25.018436483815695
2026-02-21,45.65864658296364
2026-02-22,34.40035016524658
2026-02-23,19.389288274957163
2026-02-24,20.640210099147946
2026-02-25,21.265671011243338
2026-02-26,25.018436483815695
2026-02-27,31.89850651686501
2026-02-28,44.40772475877286
2026-03-01,37.52765472572354
2026-03-02,19.389288274957163
2026-03-03,19.389288274957163
2026-03-04,20.014749187052555
2026-03-05,21.265671011243338
2026-03-06,25.643897395911086
2026-03-07,45.65864658296364
2026-03-08,37.52765472572354
2026-03-09,23.767514659624908
2026-03-10,20.640210099147946
2026-03-11,20.014749187052555
2026-03-12,22.516592835434125
2026-03-13,26.89481922010187
2026-03-14,51.28779479182217
2026-03-15,38.153115637818935
2026-03-16,23.767514659624908
2026-03-17,21.891131923338733
2026-03-18,21.891131923338733
2026-03-19,23.767514659624908
2026-03-20,33.149428341055795
2026-03-21,50.03687296763139
2026-03-22,39.40403746200972
2026-03-23,20.640210099147946
2026-03-24,20.640210099147946
2026-03-25,23.142053747529516
2026-03-26,22.516592835434125
2026-03-27,32.523967428960404
2026-03-28,47.535029319249816
2026-03-29,38.77857654991433
2026-03-30,20.640210099147946
2026-03-31,22.516592835434125
2026-04-01,21.265671011243338
2026-04-02,23.142053747529516
2026-04-03,33.77488925315119
2026-04-04,39.40403746200972
2026-04-05,30.647584692674226
2026-04-06,24.392975571720303
2026-04-07,21.265671011243338
2026-04-08,22.516592835434125
2026-04-09,23.767514659624908
2026-04-10,31.89850651686501
2026-04-11,43.782263846677466
2026-04-12,35.65127198943736
2026-04-13,19.389288274957163
2026-04-14,17.512905538670985
2026-04-15,20.640210099147946
2026-04-16,20.640210099147946
2026-04-17,30.647584692674226
2026-04-18,46.28410749505903
2026-04-19,36.27673290153275
2026-04-20,21.891131923338733
2026-04-21,19.389288274957163
2026-04-22,21.891131923338733
2026-04-23,21.265671011243338
2026-04-24,31.89850651686501
2026-04-25,45.03318567086825
2026-04-26,36.902193813628145
2026-04-27,21.891131923338733
2026-04-28,20.014749187052555
2026-04-29,19.389288274957163
2026-04-30,21.265671011243338
2026-05-01,30.647584692674226
2026-05-02,44.40772475877286
2026-05-03,38.77857654991433
2026-05-04,22.516592835434125
2026-05-05,19.389288274957163
2026-05-06,21.265671011243338
2026-05-07,22.516592835434125
2026-05-08,28.145741044292656
2026-05-09,43.782263846677466
2026-05-10,45.03318567086825
2026-05-11,20.640210099147946
2026-05-12,19.389288274957163
2026-05-13,21.265671011243338
2026-05-14,22.516592835434125
2026-05-15,30.647584692674226
2026-05-16,48.785951143440606
2026-05-17,40.02949837410511
2026-05-18,23.142053747529516
2026-05-19,21.265671011243338
2026-05-20,22.516592835434125
2026-05-21,24.392975571720303
2026-05-22,30.02212378057883
2026-05-23,43.156802934582075
2026-05-24,43.782263846677466
2026-05-25,35.02581107734197
2026-05-26,21.265671011243338
2026-05-27,20.640210099147946
2026-05-28,24.392975571720303
2026-05-29,30.647584692674226
2026-05-30,47.535029319249816
2026-05-31,38.77857654991433
