Time,bath_and_body_works
2025-01-13,19.714209724606494
2025-01-14,19.714209724606494
2025-01-15,18.07135891422262
2025-01-16,18.07135891422262
2025-01-17,19.714209724606494
2025-01-18,22.999911345374244
2025-01-19,21.35706053499037
2025-01-20,18.07135891422262
2025-01-21,13.142806483070997
2025-01-22,13.142806483070997
2025-01-23,14.785657293454872
2025-01-24,16.428508103838745
2025-01-25,19.714209724606494
2025-01-26,21.35706053499037
2025-01-27,14.785657293454872
2025-01-28,14.785657293454872
2025-01-29,16.428508103838745
2025-01-30,16.428508103838745
2025-01-31,16.428508103838745
2025-02-01,24.64276215575812
2025-02-02,26.285612966141993
2025-02-03,18.07135891422262
2025-02-04,14.785657293454872
2025-02-05,14.785657293454872
2025-02-06,18.07135891422262
2025-02-07,18.07135891422262
2025-02-08,24.64276215575812
2025-02-09,24.64276215575812
2025-02-10,19.714209724606494
2025-02-11,27.928463776525867
2025-02-12,26.285612966141993
2025-02-13,29.571314586909743
2025-02-14,29.571314586909743
2025-02-15,34.499867018061366
2025-02-16,55.85692755305173
2025-02-17,45.99982269074849
2025-02-18,31.214165397293616
2025-02-19,27.928463776525867
2025-02-20,22.999911345374244
2025-02-21,24.64276215575812
2025-02-22,29.571314586909743
2025-02-23,29.571314586909743
2025-02-24,21.35706053499037
2025-02-25,19.714209724606494
2025-02-26,21.35706053499037
2025-02-27,18.07135891422262
2025-02-28,21.35706053499037
2025-03-01,27.928463776525867
2025-03-02,26.285612966141993
2025-03-03,19.714209724606494
2025-03-04,18.07135891422262
2025-03-05,16.428508103838745
2025-03-06,18.07135891422262
2025-03-07,18.07135891422262
2025-03-08,24.64276215575812
2025-03-09,29.571314586909743
2025-03-10,18.07135891422262
2025-03-11,16.428508103838745
2025-03-12,16.428508103838745
2025-03-13,22.999911345374244
2025-03-14,19.714209724606494
2025-03-15,26.285612966141993
2025-03-16,27.928463776525867
2025-03-17,18.07135891422262
2025-03-18,16.428508103838745
2025-03-19,16.428508103838745
2025-03-20,18.07135891422262
2025-03-21,19.714209724606494
2025-03-22,32.85701620767749
2025-03-23,32.85701620767749
2025-03-24,19.714209724606494
2025-03-25,16.428508103838745
2025-03-26,16.428508103838745
2025-03-27,16.428508103838745
2025-03-28,16.428508103838745
2025-03-29,21.35706053499037
2025-03-30,21.35706053499037
2025-03-31,14.785657293454872
2025-04-01,14.785657293454872
2025-04-02,13.142806483070997
2025-04-03,14.785657293454872
2025-04-04,14.785657293454872
2025-04-05,27.928463776525867
2025-04-06,27.928463776525867
2025-04-07,18.07135891422262
2025-04-08,14.785657293454872
2025-04-09,14.785657293454872
2025-04-10,14.785657293454872
2025-04-11,22.999911345374244
2025-04-12,29.571314586909743
2025-04-13,27.928463776525867
2025-04-14,16.428508103838745
2025-04-15,16.357079807735097
2025-04-16,17.03564862071974
2025-04-17,19.35706824408826
2025-04-18,17.85707402591168
2025-04-19,23.035625493426068
2025-04-20,31.214165397293613
2025-04-21,18.535642838896322
2025-04-22,14.857085589558517
2025-04-23,14.857085589558517
2025-04-24,14.857085589558517
2025-04-25,25.214188524587293
2025-04-26,31.214165397293613
2025-04-27,31.214165397293613
2025-04-28,19.35706824408826
2025-04-29,14.857085589558517
2025-04-30,16.357079807735097
2025-05-01,21.535631275249486
2025-05-02,23.035625493426068
2025-05-03,27.53560814795581
2025-05-04,29.03560236613239
2025-05-05,20.035637057072904
2025-05-06,19.35706824408826
2025-05-07,23.035625493426068
2025-05-08,24.53561971160265
2025-05-09,24.53561971160265
2025-05-10,32.714159615470194
2025-05-11,34.214153833646776
2025-05-12,20.035637057072904
2025-05-13,16.357079807735097
2025-05-14,16.357079807735097
2025-05-15,16.28565151163145
2025-05-16,17.642789137600737
2025-05-17,21.7142020155086
2025-05-18,24.428477267447175
2025-05-19,17.642789137600737
2025-05-20,16.28565151163145
2025-05-21,14.928513885662163
2025-05-22,16.28565151163145
2025-05-23,17.642789137600737
2025-05-24,21.7142020155086
2025-05-25,25.785614893416465
2025-05-26,25.785614893416465
2025-05-27,17.642789137600737
2025-05-28,16.28565151163145
2025-05-29,17.642789137600737
2025-05-30,17.642789137600737
2025-05-31,23.071339641477888
2025-06-01,24.428477267447175
2025-06-02,17.642789137600737
2025-06-03,17.642789137600737
2025-06-04,16.28565151163145
2025-06-05,18.999926763570027
2025-06-06,18.999926763570027
2025-06-07,23.071339641477888
2025-06-08,25.785614893416465
2025-06-09,18.999926763570027
2025-06-10,17.642789137600737
2025-06-11,17.642789137600737
2025-06-12,21.7142020155086
2025-06-13,23.071339641477888
2025-06-14,29.857027771324326
2025-06-15,36.64271590117077
2025-06-16,66.49974367249509
2025-06-17,48.85695453489435
2025-06-18,32.5713030232629
2025-06-19,33.928440649232186
2025-06-20,31.214165397293613
2025-06-21,36.64271590117077
2025-06-22,33.928440649232186
2025-06-23,24.428477267447175
2025-06-24,23.071339641477888
2025-06-25,21.7142020155086
2025-06-26,27.142752519385752
2025-06-27,27.142752519385752
2025-06-28,28.49989014535504
2025-06-29,31.214165397293613
2025-06-30,25.785614893416465
2025-07-01,21.7142020155086
2025-07-02,23.071339641477888
2025-07-03,27.142752519385752
2025-07-04,28.49989014535504
2025-07-05,31.214165397293613
2025-07-06,33.928440649232186
2025-07-07,24.428477267447175
2025-07-08,25.785614893416465
2025-07-09,24.428477267447175
2025-07-10,23.071339641477888
2025-07-11,23.071339641477888
2025-07-12,27.142752519385752
2025-07-13,27.142752519385752
2025-07-14,18.999926763570027
2025-07-15,20.357064389539314
2025-07-16,20.357064389539314
2025-07-17,20.357064389539314
2025-07-18,24.428477267447175
2025-07-19,28.49989014535504
2025-07-20,27.142752519385752
2025-07-21,21.7142020155086
2025-07-22,20.357064389539314
2025-07-23,18.999926763570027
2025-07-24,20.357064389539314
2025-07-25,21.7142020155086
2025-07-26,24.428477267447175
2025-07-27,24.428477267447175
2025-07-28,20.357064389539314
2025-07-29,17.642789137600737
2025-07-30,17.642789137600737
2025-07-31,17.642789137600737
2025-08-01,24.428477267447175
2025-08-02,33.928440649232186
2025-08-03,31.214165397293613
2025-08-04,23.071339641477888
2025-08-05,20.357064389539314
2025-08-06,23.071339641477888
2025-08-07,21.7142020155086
2025-08-08,21.7142020155086
2025-08-09,27.142752519385752
2025-08-10,31.214165397293613
2025-08-11,20.357064389539314
2025-08-12,20.357064389539314
2025-08-13,18.999926763570027
2025-08-14,21.7142020155086
2025-08-15,29.857027771324326
2025-08-16,35.28557827520147
2025-08-17,39.35699115310934
2025-08-18,27.142752519385752
2025-08-19,23.071339641477888
2025-08-20,24.428477267447175
2025-08-21,25.785614893416465
2025-08-22,27.142752519385752
2025-08-23,33.928440649232186
2025-08-24,35.28557827520147
2025-08-25,23.071339641477888
2025-08-26,24.428477267447175
2025-08-27,18.999926763570027
2025-08-28,18.999926763570027
2025-08-29,25.785614893416465
2025-08-30,31.214165397293613
2025-08-31,35.28557827520147
2025-09-01,37.999853527140054
2025-09-02,24.428477267447175
2025-09-03,23.071339641477888
2025-09-04,20.357064389539314
2025-09-05,24.428477267447175
2025-09-06,31.214165397293613
2025-09-07,25.785614893416465
2025-09-08,18.999926763570027
2025-09-09,20.357064389539314
2025-09-10,18.999926763570027
2025-09-11,17.642789137600737
2025-09-12,20.357064389539314
2025-09-13,28.49989014535504
2025-09-14,27.142752519385752
2025-09-15,18.999926763570027
2025-09-16,20.357064389539314
2025-09-17,20.357064389539314
2025-09-18,17.642789137600737
2025-09-19,25.785614893416465
2025-09-20,31.214165397293613
2025-09-21,32.5713030232629
2025-09-22,24.428477267447175
2025-09-23,21.7142020155086
2025-09-24,20.357064389539314
2025-09-25,23.071339641477888
2025-09-26,27.142752519385752
2025-09-27,31.214165397293613
2025-09-28,31.214165397293613
2025-09-29,21.7142020155086
2025-09-30,20.357064389539314
2025-10-01,20.357064389539314
2025-10-02,21.7142020155086
2025-10-03,24.428477267447175
2025-10-04,32.5713030232629
2025-10-05,32.5713030232629
2025-10-06,25.785614893416465
2025-10-07,27.142752519385752
2025-10-08,25.785614893416465
2025-10-09,21.7142020155086
2025-10-10,24.428477267447175
2025-10-11,33.928440649232186
2025-10-12,33.928440649232186
2025-10-13,29.857027771324326
2025-10-14,23.071339641477888
2025-10-15,21.7142020155086
2025-10-16,24.428477267447175
2025-10-17,24.428477267447175
2025-10-18,28.49989014535504
2025-10-19,29.857027771324326
2025-10-20,25.785614893416465
2025-10-21,24.428477267447175
2025-10-22,25.785614893416465
2025-10-23,25.785614893416465
2025-10-24,27.142752519385752
2025-10-25,31.214165397293613
2025-10-26,35.28557827520147
2025-10-27,24.428477267447175
2025-10-28,20.357064389539314
2025-10-29,21.7142020155086
2025-10-30,24.428477267447175
2025-10-31,31.214165397293613
2025-11-01,36.64271590117077
2025-11-02,44.78554165698649
2025-11-03,27.142752519385752
2025-11-04,23.071339641477888
2025-11-05,25.785614893416465
2025-11-06,25.785614893416465
2025-11-07,33.928440649232186
2025-11-08,39.35699115310934
2025-11-09,39.35699115310934
2025-11-10,27.142752519385752
2025-11-11,29.857027771324326
2025-11-12,31.214165397293613
2025-11-13,35.28557827520147
2025-11-14,51.57122978683293
2025-11-15,63.78546842055651
2025-11-16,65.1426060465258
2025-11-17,37.999853527140054
2025-11-18,29.857027771324326
2025-11-19,31.214165397293613
2025-11-20,29.857027771324326
2025-11-21,42.071266405047915
2025-11-22,61.07119316861794
2025-11-23,54.285505038771504
2025-11-24,44.78554165698649
2025-11-25,46.142679282955775
2025-11-26,46.142679282955775
2025-11-27,58.356917916679365
2025-11-28,135.71376259692875
2025-11-29,103.14245957366586
2025-11-30,84.14253281009583
2025-12-01,67.85688129846437
2025-12-02,51.57122978683293
2025-12-03,42.071266405047915
2025-12-04,62.428330794587225
2025-12-05,130.2852120930516
2025-12-06,108.57101007754301
2025-12-07,89.57108331397298
2025-12-08,55.64264266474079
2025-12-09,39.35699115310934
2025-12-10,42.071266405047915
2025-12-11,46.36529559179698
2025-12-12,81.85026375517404
2025-12-13,99.09713175281323
2025-12-14,91.06079020251062
2025-12-15,69.30013534567078
2025-12-16,51.06203517993292
2025-12-17,46.36529559179698
2025-12-18,61.26379379536819
2025-12-19,66.45614946755347
2025-12-20,66.45614946755347
2025-12-21,60.76817771131885
2025-12-22,51.557651263982265
2025-12-23,55.57582203913356
2025-12-24,68.1259504486368
2025-12-25,39.00752285447902
2025-12-26,92.23497509954461
2025-12-27,69.30013534567078
2025-12-28,57.92419183320153
2025-12-29,37.83333795744503
2025-12-30,33.815167182293735
2025-12-31,32.640982285259746
2026-01-01,35.48496816337706
2026-01-02,32.640982285259746
2026-01-03,33.815167182293735
2026-01-04,32.1453662012104
2026-01-05,26.953010529025118
2026-01-06,27.44862661307446
2026-01-07,26.953010529025118
2026-01-08,21.760654856839828
2026-01-09,23.43045583792316
2026-01-10,28.74573287486185
2026-01-11,28.74573287486185
2026-01-12,20.815875530072375
2026-01-13,18.833411193875005
2026-01-14,17.84217902577632
2026-01-15,16.850946857677638
2026-01-16,17.84217902577632
2026-01-17,21.80710769817106
2026-01-18,21.80710769817106
2026-01-19,19.824643361973692
2026-01-20,15.859714689578952
2026-01-21,14.868482521480267
2026-01-22,14.868482521480267
2026-01-23,14.868482521480267
2026-01-24,18.833411193875005
2026-01-25,16.850946857677638
2026-01-26,14.868482521480267
2026-01-27,13.877250353381584
2026-01-28,14.868482521480267
2026-01-29,16.850946857677638
2026-01-30,16.850946857677638
2026-01-31,24.780804202467113
2026-02-01,25.772036370565797
2026-02-02,17.84217902577632
2026-02-03,14.868482521480267
2026-02-04,14.868482521480267
2026-02-05,15.859714689578952
2026-02-06,16.850946857677638
2026-02-07,24.780804202467113
2026-02-08,21.80710769817106
2026-02-09,14.868482521480267
2026-02-10,16.850946857677638
2026-02-11,24.780804202467113
2026-02-12,32.71066154725659
2026-02-13,39.649286723947384
2026-02-14,48.57037623683554
2026-02-15,37.66682238775001
2026-02-16,26.763268538664484
2026-02-17,19.824643361973692
2026-02-18,16.850946857677638
2026-02-19,19.824643361973692
2026-02-20,20.815875530072375
2026-02-21,24.780804202467113
2026-02-22,25.772036370565797
2026-02-23,17.84217902577632
2026-02-24,17.84217902577632
2026-02-25,17.84217902577632
2026-02-26,16.850946857677638
2026-02-27,18.833411193875005
2026-02-28,24.780804202467113
2026-03-01,24.780804202467113
2026-03-02,18.833411193875005
2026-03-03,18.833411193875005
2026-03-04,16.850946857677638
2026-03-05,16.850946857677638
2026-03-06,16.850946857677638
2026-03-07,23.78957203436843
2026-03-08,28.74573287486185
2026-03-09,18.833411193875005
2026-03-10,14.868482521480267
2026-03-11,14.868482521480267
2026-03-12,21.80710769817106
2026-03-13,21.80710769817106
2026-03-14,28.74573287486185
2026-03-15,27.754500706763167
2026-03-16,17.84217902577632
2026-03-17,16.850946857677638
2026-03-18,16.850946857677638
2026-03-19,17.84217902577632
2026-03-20,21.80710769817106
2026-03-21,24.780804202467113
2026-03-22,26.763268538664484
2026-03-23,16.850946857677638
2026-03-24,15.859714689578952
2026-03-25,14.868482521480267
2026-03-26,15.859714689578952
2026-03-27,21.80710769817106
2026-03-28,26.763268538664484
2026-03-29,30.72819721105922
2026-03-30,18.833411193875005
2026-03-31,17.84217902577632
2026-04-01,17.84217902577632
2026-04-02,18.833411193875005
2026-04-03,19.824643361973692
2026-04-04,21.80710769817106
2026-04-05,23.78957203436843
2026-04-06,16.850946857677638
2026-04-07,15.859714689578952
2026-04-08,15.859714689578952
2026-04-09,17.84217902577632
2026-04-10,21.80710769817106
2026-04-11,30.72819721105922
2026-04-12,33.701893715355276
2026-04-13,20.815875530072375
2026-04-14,16.850946857677638
2026-04-15,16.850946857677638
2026-04-16,29.736965042960534
2026-04-17,28.74573287486185
2026-04-18,31.719429379157905
2026-04-19,28.74573287486185
2026-04-20,19.824643361973692
2026-04-21,16.850946857677638
2026-04-22,17.84217902577632
2026-04-23,17.84217902577632
2026-04-24,17.84217902577632
2026-04-25,21.80710769817106
2026-04-26,23.78957203436843
2026-04-27,16.850946857677638
2026-04-28,15.859714689578952
2026-04-29,16.850946857677638
2026-04-30,22.798339866269743
2026-05-01,20.815875530072375
2026-05-02,24.780804202467113
2026-05-03,29.736965042960534
2026-05-04,21.80710769817106
2026-05-05,18.833411193875005
2026-05-06,21.80710769817106
2026-05-07,27.754500706763167
2026-05-08,30.72819721105922
2026-05-09,41.63175106014475
2026-05-10,41.63175106014475
2026-05-11,24.780804202467113
2026-05-12,19.824643361973692
2026-05-13,21.80710769817106
2026-05-14,18.833411193875005
2026-05-15,20.815875530072375
2026-05-16,24.780804202467113
2026-05-17,24.780804202467113
2026-05-18,16.850946857677638
2026-05-19,17.84217902577632
2026-05-20,16.850946857677638
2026-05-21,16.850946857677638
2026-05-22,18.833411193875005
2026-05-23,22.798339866269743
2026-05-24,23.78957203436843
2026-05-25,23.78957203436843
2026-05-26,16.850946857677638
2026-05-27,15.859714689578952
2026-05-28,16.850946857677638
2026-05-29,17.84217902577632
2026-05-30,22.798339866269743
2026-05-31,21.80710769817106
