Time,delta_airlines
2024-09-23,58.34040292662259
2024-09-24,55.562288501545325
2024-09-25,62.50757456423849
2024-09-26,58.34040292662259
2024-09-27,52.78417407646806
2024-09-28,47.22794522631352
2024-09-29,48.61700243885216
2024-09-30,52.78417407646806
2024-10-01,52.78417407646806
2024-10-02,52.78417407646806
2024-10-03,52.78417407646806
2024-10-04,50.00605965139079
2024-10-05,48.61700243885216
2024-10-06,55.562288501545325
2024-10-07,62.50757456423849
2024-10-08,52.78417407646806
2024-10-09,50.00605965139079
2024-10-10,51.395116863929424
2024-10-11,50.00605965139079
2024-10-12,52.78417407646806
2024-10-13,50.00605965139079
2024-10-14,58.34040292662259
2024-10-15,55.562288501545325
2024-10-16,51.395116863929424
2024-10-17,48.61700243885216
2024-10-18,47.22794522631352
2024-10-19,44.44983080123626
2024-10-20,47.22794522631352
2024-10-21,52.78417407646806
2024-10-22,51.395116863929424
2024-10-23,52.78417407646806
2024-10-24,48.61700243885216
2024-10-25,44.44983080123626
2024-10-26,40.28265916362036
2024-10-27,43.06077358869763
2024-10-28,43.06077358869763
2024-10-29,47.22794522631352
2024-10-30,45.83888801377489
2024-10-31,41.671716376159
2024-11-01,40.28265916362036
2024-11-02,41.671716376159
2024-11-03,44.44983080123626
2024-11-04,50.00605965139079
2024-11-05,43.06077358869763
2024-11-06,30.55925867584993
2024-11-07,45.83888801377489
2024-11-08,47.22794522631352
2024-11-09,43.06077358869763
2024-11-10,45.83888801377489
2024-11-11,48.61700243885216
2024-11-12,47.22794522631352
2024-11-13,50.00605965139079
2024-11-14,48.61700243885216
2024-11-15,44.44983080123626
2024-11-16,37.504544738543096
2024-11-17,45.83888801377489
2024-11-18,47.22794522631352
2024-11-19,48.61700243885216
2024-11-20,52.78417407646806
2024-11-21,50.00605965139079
2024-11-22,45.83888801377489
2024-11-23,41.671716376159
2024-11-24,43.06077358869763
2024-11-25,44.44983080123626
2024-11-26,50.00605965139079
2024-11-27,45.83888801377489
2024-11-28,36.11548752600446
2024-11-29,43.06077358869763
2024-11-30,45.83888801377489
2024-12-01,50.00605965139079
2024-12-02,58.34040292662259
2024-12-03,63.89663177677713
2024-12-04,52.78417407646806
2024-12-05,45.83888801377489
2024-12-06,44.44983080123626
2024-12-07,41.671716376159
2024-12-08,41.671716376159
2024-12-09,44.44983080123626
2024-12-10,48.61700243885216
2024-12-11,47.22794522631352
2024-12-12,45.83888801377489
2024-12-13,44.44983080123626
2024-12-14,44.44983080123626
2024-12-15,45.83888801377489
2024-12-16,45.83888801377489
2024-12-17,47.22794522631352
2024-12-18,48.61700243885216
2024-12-19,45.83888801377489
2024-12-20,48.61700243885216
2024-12-21,45.83888801377489
2024-12-22,45.83888801377489
2024-12-23,47.22794522631352
2024-12-24,41.671716376159
2024-12-25,38.89360195108173
2024-12-26,52.78417407646806
2024-12-27,55.562288501545325
2024-12-28,51.395116863929424
2024-12-29,52.78417407646806
2024-12-30,54.173231289006694
2024-12-31,48.61700243885216
2025-01-01,50.00605965139079
2025-01-02,55.562288501545325
2025-01-03,56.951345714083956
2025-01-04,54.173231289006694
2025-01-05,58.34040292662259
2025-01-06,59.729460139161226
2025-01-07,61.11851735169986
2025-01-08,65.28568898931576
2025-01-09,54.173231289006694
2025-01-10,59.729460139161226
2025-01-11,59.729460139161226
2025-01-12,55.562288501545325
2025-01-13,55.562288501545325
2025-01-14,54.173231289006694
2025-01-15,52.78417407646806
2025-01-16,54.173231289006694
2025-01-17,47.22794522631352
2025-01-18,50.00605965139079
2025-01-19,47.22794522631352
2025-01-20,51.395116863929424
2025-01-21,50.00605965139079
2025-01-22,56.951345714083956
2025-01-23,51.395116863929424
2025-01-24,45.83888801377489
2025-01-25,47.22794522631352
2025-01-26,47.22794522631352
2025-01-27,50.00605965139079
2025-01-28,50.00605965139079
2025-01-29,48.61700243885216
2025-01-30,52.78417407646806
2025-01-31,48.61700243885216
2025-02-01,47.22794522631352
2025-02-02,51.395116863929424
2025-02-03,51.395116863929424
2025-02-04,51.395116863929424
2025-02-05,55.562288501545325
2025-02-06,62.50757456423849
2025-02-07,48.61700243885216
2025-02-08,45.83888801377489
2025-02-09,45.83888801377489
2025-02-10,44.44983080123626
2025-02-11,51.395116863929424
2025-02-12,51.395116863929424
2025-02-13,48.61700243885216
2025-02-14,48.61700243885216
2025-02-15,47.22794522631352
2025-02-16,55.562288501545325
2025-02-17,138.9057212538633
2025-02-18,120.84797749086108
2025-02-19,61.11851735169986
2025-02-20,61.11851735169986
2025-02-21,52.78417407646806
2025-02-22,50.00605965139079
2025-02-23,52.78417407646806
2025-02-24,55.562288501545325
2025-02-25,55.562288501545325
2025-02-26,51.395116863929424
2025-02-27,50.00605965139079
2025-02-28,44.44983080123626
2025-03-01,44.44983080123626
2025-03-02,50.00605965139079
2025-03-03,50.00605965139079
2025-03-04,55.562288501545325
2025-03-05,51.395116863929424
2025-03-06,50.00605965139079
2025-03-07,45.83888801377489
2025-03-08,47.22794522631352
2025-03-09,51.395116863929424
2025-03-10,54.173231289006694
2025-03-11,58.34040292662259
2025-03-12,58.34040292662259
2025-03-13,54.173231289006694
2025-03-14,51.395116863929424
2025-03-15,50.00605965139079
2025-03-16,61.11851735169986
2025-03-17,55.562288501545325
2025-03-18,54.173231289006694
2025-03-19,52.78417407646806
2025-03-20,51.395116863929424
2025-03-21,48.61700243885216
2025-03-22,45.83888801377489
2025-03-23,52.78417407646806
2025-03-24,51.395116863929424
2025-03-25,52.78417407646806
2025-03-26,51.395116863929424
2025-03-27,50.00605965139079
2025-03-28,45.83888801377489
2025-03-29,48.61700243885216
2025-03-30,51.395116863929424
2025-03-31,54.173231289006694
2025-04-01,51.395116863929424
2025-04-02,48.61700243885216
2025-04-03,51.395116863929424
2025-04-04,45.83888801377489
2025-04-05,61.11851735169986
2025-04-06,56.951345714083956
2025-04-07,54.173231289006694
2025-04-08,51.395116863929424
2025-04-09,52.78417407646806
2025-04-10,48.61700243885216
2025-04-11,52.78417407646806
2025-04-12,44.44983080123626
2025-04-13,44.44983080123626
2025-04-14,50.00605965139079
2025-04-15,51.49433523625361
2025-04-16,52.585737331819686
2025-04-17,50.00605965139079
2025-04-18,48.51778406652797
2025-04-19,42.96155521637344
2025-04-20,45.54123289680233
2025-04-21,58.53883967127096
2025-04-22,55.562288501545325
2025-04-23,50.00605965139079
2025-04-24,48.51778406652797
2025-04-25,45.54123289680233
2025-04-26,41.87015312080737
2025-04-27,50.402933140687544
2025-04-28,48.51778406652797
2025-04-29,51.49433523625361
2025-04-30,50.00605965139079
2025-05-01,52.585737331819686
2025-05-02,48.51778406652797
2025-05-03,43.35842870567019
2025-05-04,52.585737331819686
2025-05-05,52.98261082111644
2025-05-06,54.47088640597926
2025-05-07,55.562288501545325
2025-05-08,51.09746174695686
2025-05-09,51.49433523625361
2025-05-10,45.54123289680233
2025-05-11,45.54123289680233
2025-05-12,55.562288501545325
2025-05-13,55.562288501545325
2025-05-14,55.16541501224857
2025-05-15,53.18104756576481
2025-05-16,53.18104756576481
2025-05-17,52.3873005871713
2025-05-18,54.76854152295182
2025-05-19,55.562288501545325
2025-05-20,56.35603548013883
2025-05-21,53.97479454435832
2025-05-22,53.97479454435832
2025-05-23,49.21231267279729
2025-05-24,42.06858986545574
2025-05-25,47.624818715610274
2025-05-26,55.562288501545325
2025-05-27,59.53102339451285
2025-05-28,57.14978245873233
2025-05-29,51.5935536085778
2025-05-30,49.21231267279729
2025-05-31,46.03732475842327
2025-06-01,46.83107173701677
2025-06-02,54.76854152295182
2025-06-03,57.14978245873233
2025-06-04,53.97479454435832
2025-06-05,50.00605965139079
2025-06-06,51.5935536085778
2025-06-07,49.21231267279729
2025-06-08,52.3873005871713
2025-06-09,57.14978245873233
2025-06-10,57.14978245873233
2025-06-11,56.35603548013883
2025-06-12,53.18104756576481
2025-06-13,49.21231267279729
2025-06-14,44.44983080123626
2025-06-15,48.418565694203785
2025-06-16,54.76854152295182
2025-06-17,54.76854152295182
2025-06-18,54.76854152295182
2025-06-19,54.76854152295182
2025-06-20,50.799806629984296
2025-06-21,41.27484288686224
2025-06-22,48.418565694203785
2025-06-23,52.3873005871713
2025-06-24,54.76854152295182
2025-06-25,53.97479454435832
2025-06-26,53.97479454435832
2025-06-27,57.14978245873233
2025-06-28,61.91226433029336
2025-06-29,54.76854152295182
2025-06-30,56.35603548013883
2025-07-01,58.73727641591934
2025-07-02,55.562288501545325
2025-07-03,51.5935536085778
2025-07-04,46.03732475842327
2025-07-05,42.06858986545574
2025-07-06,54.76854152295182
2025-07-07,59.53102339451285
2025-07-08,61.11851735169986
2025-07-09,58.73727641591934
2025-07-10,59.53102339451285
2025-07-11,54.76854152295182
2025-07-12,50.00605965139079
2025-07-13,57.14978245873233
2025-07-14,64.29350526607388
2025-07-15,61.11851735169986
2025-07-16,55.562288501545325
2025-07-17,59.53102339451285
2025-07-18,54.76854152295182
2025-07-19,54.76854152295182
2025-07-20,60.324770373106354
2025-07-21,60.324770373106354
2025-07-22,60.324770373106354
2025-07-23,59.53102339451285
2025-07-24,56.35603548013883
2025-07-25,53.97479454435832
2025-07-26,50.00605965139079
2025-07-27,56.35603548013883
2025-07-28,69.0559871376349
2025-07-29,71.43722807341541
2025-07-30,58.73727641591934
2025-07-31,65.08725224466738
2025-08-01,79.37469785935046
2025-08-02,55.562288501545325
2025-08-03,48.418565694203785
2025-08-04,50.00605965139079
2025-08-05,57.943529437325836
2025-08-06,58.73727641591934
2025-08-07,53.97479454435832
2025-08-08,53.18104756576481
2025-08-09,47.624818715610274
2025-08-10,53.18104756576481
2025-08-11,58.73727641591934
2025-08-12,56.35603548013883
2025-08-13,57.14978245873233
2025-08-14,59.53102339451285
2025-08-15,50.00605965139079
2025-08-16,50.00605965139079
2025-08-17,53.97479454435832
2025-08-18,56.35603548013883
2025-08-19,57.14978245873233
2025-08-20,52.3873005871713
2025-08-21,54.76854152295182
2025-08-22,50.00605965139079
2025-08-23,46.03732475842327
2025-08-24,49.21231267279729
2025-08-25,50.799806629984296
2025-08-26,52.3873005871713
2025-08-27,57.14978245873233
2025-08-28,72.23097505200892
2025-08-29,62.706011308886865
2025-08-30,53.97479454435832
2025-08-31,44.44983080123626
2025-09-01,52.3873005871713
2025-09-02,53.97479454435832
2025-09-03,57.943529437325836
2025-09-04,57.14978245873233
2025-09-05,47.624818715610274
2025-09-06,44.44983080123626
2025-09-07,49.21231267279729
2025-09-08,48.418565694203785
2025-09-09,48.418565694203785
2025-09-10,49.21231267279729
2025-09-11,45.243577779829764
2025-09-12,44.44983080123626
2025-09-13,39.68734892967523
2025-09-14,43.656083822642756
2025-09-15,53.18104756576481
2025-09-16,65.88099922326089
2025-09-17,59.53102339451285
2025-09-18,53.18104756576481
2025-09-19,50.00605965139079
2025-09-20,46.03732475842327
2025-09-21,45.243577779829764
2025-09-22,53.18104756576481
2025-09-23,53.18104756576481
2025-09-24,48.418565694203785
2025-09-25,51.5935536085778
2025-09-26,44.44983080123626
2025-09-27,42.06858986545574
2025-09-28,44.44983080123626
2025-09-29,49.21231267279729
2025-09-30,50.799806629984296
2025-10-01,47.624818715610274
2025-10-02,50.00605965139079
2025-10-03,43.656083822642756
2025-10-04,40.481095908268735
2025-10-05,44.44983080123626
2025-10-06,49.21231267279729
2025-10-07,50.00605965139079
2025-10-08,52.3873005871713
2025-10-09,50.00605965139079
2025-10-10,45.243577779829764
2025-10-11,41.27484288686224
2025-10-12,43.656083822642756
2025-10-13,53.18104756576481
2025-10-14,53.97479454435832
2025-10-15,51.5935536085778
2025-10-16,46.03732475842327
2025-10-17,46.03732475842327
2025-10-18,38.89360195108173
2025-10-19,53.18104756576481
2025-10-20,76.99345692356995
2025-10-21,47.624818715610274
2025-10-22,43.656083822642756
2025-10-23,46.83107173701677
2025-10-24,44.44983080123626
2025-10-25,37.30610799389472
2025-10-26,43.656083822642756
2025-10-27,46.83107173701677
2025-10-28,46.83107173701677
2025-10-29,46.03732475842327
2025-10-30,45.243577779829764
2025-10-31,40.481095908268735
2025-11-01,38.89360195108173
2025-11-02,42.86233684404925
2025-11-03,46.83107173701677
2025-11-04,46.83107173701677
2025-11-05,48.418565694203785
2025-11-06,61.11851735169986
2025-11-07,53.97479454435832
2025-11-08,46.83107173701677
2025-11-09,52.3873005871713
2025-11-10,52.3873005871713
2025-11-11,49.21231267279729
2025-11-12,44.44983080123626
2025-11-13,43.656083822642756
2025-11-14,38.89360195108173
2025-11-15,38.89360195108173
2025-11-16,41.27484288686224
2025-11-17,44.44983080123626
2025-11-18,45.243577779829764
2025-11-19,46.83107173701677
2025-11-20,45.243577779829764
2025-11-21,42.86233684404925
2025-11-22,37.30610799389472
2025-11-23,38.099854972488224
2025-11-24,45.243577779829764
2025-11-25,45.243577779829764
2025-11-26,42.06858986545574
2025-11-27,34.1311200795207
2025-11-28,42.06858986545574
2025-11-29,43.656083822642756
2025-11-30,46.83107173701677
2025-12-01,63.49975828748037
2025-12-02,65.88099922326089
2025-12-03,49.21231267279729
2025-12-04,43.656083822642756
2025-12-05,45.243577779829764
2025-12-06,40.481095908268735
2025-12-07,45.243577779829764
2025-12-08,47.624818715610274
2025-12-09,43.656083822642756
2025-12-10,43.656083822642756
2025-12-11,43.417959729064705
2025-12-12,38.72351331281169
2025-12-13,40.28832878489603
2025-12-14,44.58590171185229
2025-12-15,49.2803481281053
2025-12-16,43.02108623976795
2025-12-17,43.80349397581013
2025-12-18,38.32663982351494
2025-12-19,43.02108623976795
2025-12-20,43.417959729064705
2025-12-21,40.673863031641446
2025-12-22,44.98277520114904
2025-12-23,42.23867850372578
2025-12-24,39.505921048853864
2025-12-25,33.246659160516515
2025-12-26,39.10904755955711
2025-12-27,51.242037089486395
2025-12-28,53.97479454435832
2025-12-29,55.53961001644266
2025-12-30,53.97479454435832
2025-12-31,46.15071718393663
2026-01-01,43.02108623976795
2026-01-02,48.894813881359894
2026-01-03,52.409979072273984
2026-01-04,56.322017752484825
2026-01-05,57.88683322456916
2026-01-06,62.18440615152542
2026-01-07,57.48995973527241
2026-01-08,54.75720228040049
2026-01-09,48.11240614531772
2026-01-10,50.11945207690415
2026-01-11,48.57731508992249
2026-01-12,53.20372605086749
2026-01-13,60.914410985775824
2026-01-14,54.745863037849155
2026-01-15,52.43265755737666
2026-01-16,49.34838358341332
2026-01-17,47.806246596431656
2026-01-18,48.57731508992249
2026-01-19,53.974794544358325
2026-01-20,51.66158906388582
2026-01-21,54.745863037849155
2026-01-22,53.20372605086749
2026-01-23,50.11945207690415
2026-01-24,49.34838358341332
2026-01-25,47.806246596431656
2026-01-26,56.28800002483082
2026-01-27,55.51693153133999
2026-01-28,53.974794544358325
2026-01-29,53.20372605086749
2026-01-30,49.34838358341332
2026-01-31,49.34838358341332
2026-02-01,51.66158906388582
2026-02-02,50.11945207690415
2026-02-03,50.89052057039499
2026-02-04,48.57731508992249
2026-02-05,47.035178102940826
2026-02-06,43.179835635486654
2026-02-07,43.179835635486654
2026-02-08,43.95090412897749
2026-02-09,42.408767141995824
2026-02-10,47.806246596431656
2026-02-11,50.89052057039499
2026-02-12,47.806246596431656
2026-02-13,48.57731508992249
2026-02-14,44.72197262246832
2026-02-15,50.11945207690415
2026-02-16,55.51693153133999
2026-02-17,51.66158906388582
2026-02-18,51.66158906388582
2026-02-19,50.89052057039499
2026-02-20,51.66158906388582
2026-02-21,53.20372605086749
2026-02-22,57.83013701181249
2026-02-23,60.14334249228499
2026-02-24,55.51693153133999
2026-02-25,53.974794544358325
2026-02-26,52.43265755737666
2026-02-27,47.035178102940826
2026-02-28,47.806246596431656
2026-03-01,50.89052057039499
2026-03-02,51.66158906388582
2026-03-03,53.20372605086749
2026-03-04,53.20372605086749
2026-03-05,50.89052057039499
2026-03-06,52.43265755737666
2026-03-07,58.60120550530332
2026-03-08,57.05906851832165
2026-03-09,57.83013701181249
2026-03-10,58.60120550530332
2026-03-11,54.745863037849155
2026-03-12,57.05906851832165
2026-03-13,57.05906851832165
2026-03-14,53.974794544358325
2026-03-15,59.37227399879416
2026-03-16,63.99868495973915
2026-03-17,60.14334249228499
2026-03-18,57.83013701181249
2026-03-19,53.974794544358325
2026-03-20,46.26410960944999
2026-03-21,49.34838358341332
2026-03-22,53.20372605086749
2026-03-23,45.49304111595916
2026-03-24,59.37227399879416
2026-03-25,63.22761646624832
2026-03-26,52.43265755737666
2026-03-27,47.035178102940826
2026-03-28,43.179835635486654
2026-03-29,46.26410960944999
2026-03-30,49.34838358341332
2026-03-31,51.66158906388582
2026-04-01,47.806246596431656
2026-04-02,47.806246596431656
2026-04-03,43.95090412897749
2026-04-04,43.179835635486654
2026-04-05,43.179835635486654
2026-04-06,49.34838358341332
2026-04-07,49.34838358341332
2026-04-08,53.20372605086749
2026-04-09,46.26410960944999
2026-04-10,44.72197262246832
2026-04-11,42.408767141995824
2026-04-12,47.035178102940826
2026-04-13,47.806246596431656
2026-04-14,48.57731508992249
2026-04-15,49.34838358341332
2026-04-16,50.11945207690415
2026-04-17,46.26410960944999
2026-04-18,41.637698648504994
2026-04-19,43.95090412897749
2026-04-20,50.11945207690415
2026-04-21,50.11945207690415
2026-04-22,48.57731508992249
2026-04-23,50.11945207690415
2026-04-24,45.49304111595916
2026-04-25,41.637698648504994
2026-04-26,46.26410960944999
2026-04-27,51.66158906388582
2026-04-28,52.43265755737666
2026-04-29,53.20372605086749
2026-04-30,47.806246596431656
2026-05-01,44.72197262246832
2026-05-02,68.62509592068415
2026-05-03,77.10684934908332
2026-05-04,67.85402742719332
2026-05-05,60.14334249228499
2026-05-06,60.14334249228499
2026-05-07,52.43265755737666
2026-05-08,47.035178102940826
2026-05-09,43.179835635486654
2026-05-10,43.95090412897749
2026-05-11,53.20372605086749
2026-05-12,54.745863037849155
2026-05-13,53.20372605086749
2026-05-14,48.57731508992249
2026-05-15,46.26410960944999
2026-05-16,44.72197262246832
2026-05-17,47.806246596431656
2026-05-18,51.66158906388582
2026-05-19,50.89052057039499
2026-05-20,53.974794544358325
2026-05-21,51.66158906388582
2026-05-22,50.11945207690415
2026-05-23,45.49304111595916
2026-05-24,45.49304111595916
2026-05-25,50.11945207690415
2026-05-26,53.974794544358325
2026-05-27,53.20372605086749
2026-05-28,50.11945207690415
2026-05-29,48.57731508992249
2026-05-30,44.72197262246832
2026-05-31,48.57731508992249
