Time,s&p_500
2024-10-03,49.32418625018245
2024-10-04,53.43453510436432
2024-10-05,16.441395416727485
2024-10-06,12.331046562545612
2024-10-07,45.213837396000585
2024-10-08,45.213837396000585
2024-10-09,49.32418625018245
2024-10-10,45.213837396000585
2024-10-11,53.43453510436432
2024-10-12,16.441395416727485
2024-10-13,12.331046562545612
2024-10-14,45.213837396000585
2024-10-15,49.32418625018245
2024-10-16,49.32418625018245
2024-10-17,49.32418625018245
2024-10-18,49.32418625018245
2024-10-19,16.441395416727485
2024-10-20,12.331046562545612
2024-10-21,49.32418625018245
2024-10-22,49.32418625018245
2024-10-23,45.213837396000585
2024-10-24,45.213837396000585
2024-10-25,45.213837396000585
2024-10-26,16.441395416727485
2024-10-27,12.331046562545612
2024-10-28,45.213837396000585
2024-10-29,45.213837396000585
2024-10-30,49.32418625018245
2024-10-31,49.32418625018245
2024-11-01,53.43453510436432
2024-11-02,16.441395416727485
2024-11-03,12.331046562545612
2024-11-04,45.213837396000585
2024-11-05,49.32418625018245
2024-11-06,90.42767479200117
2024-11-07,90.42767479200117
2024-11-08,69.8759305210918
2024-11-09,24.662093125091225
2024-11-10,20.551744270909357
2024-11-11,61.655232812728066
2024-11-12,61.655232812728066
2024-11-13,61.655232812728066
2024-11-14,53.43453510436432
2024-11-15,57.544883958546194
2024-11-16,24.662093125091225
2024-11-17,20.551744270909357
2024-11-18,53.43453510436432
2024-11-19,53.43453510436432
2024-11-20,53.43453510436432
2024-11-21,53.43453510436432
2024-11-22,49.32418625018245
2024-11-23,20.551744270909357
2024-11-24,16.441395416727485
2024-11-25,53.43453510436432
2024-11-26,57.544883958546194
2024-11-27,49.32418625018245
2024-11-28,20.551744270909357
2024-11-29,36.99313968763684
2024-11-30,20.551744270909357
2024-12-01,16.441395416727485
2024-12-02,49.32418625018245
2024-12-03,49.32418625018245
2024-12-04,53.43453510436432
2024-12-05,53.43453510436432
2024-12-06,53.43453510436432
2024-12-07,24.662093125091225
2024-12-08,16.441395416727485
2024-12-09,45.213837396000585
2024-12-10,49.32418625018245
2024-12-11,53.43453510436432
2024-12-12,49.32418625018245
2024-12-13,45.213837396000585
2024-12-14,20.551744270909357
2024-12-15,16.441395416727485
2024-12-16,45.213837396000585
2024-12-17,49.32418625018245
2024-12-18,69.8759305210918
2024-12-19,73.98627937527368
2024-12-20,65.76558166690994
2024-12-21,20.551744270909357
2024-12-22,16.441395416727485
2024-12-23,49.32418625018245
2024-12-24,45.213837396000585
2024-12-25,16.441395416727485
2024-12-26,49.32418625018245
2024-12-27,57.544883958546194
2024-12-28,20.551744270909357
2024-12-29,16.441395416727485
2024-12-30,53.43453510436432
2024-12-31,57.544883958546194
2025-01-01,28.772441979273097
2025-01-02,61.655232812728066
2025-01-03,57.544883958546194
2025-01-04,24.662093125091225
2025-01-05,16.441395416727485
2025-01-06,61.655232812728066
2025-01-07,57.544883958546194
2025-01-08,57.544883958546194
2025-01-09,36.99313968763684
2025-01-10,53.43453510436432
2025-01-11,24.662093125091225
2025-01-12,16.441395416727485
2025-01-13,53.43453510436432
2025-01-14,53.43453510436432
2025-01-15,57.544883958546194
2025-01-16,57.544883958546194
2025-01-17,53.43453510436432
2025-01-18,20.551744270909357
2025-01-19,16.441395416727485
2025-01-20,28.772441979273097
2025-01-21,78.09662822945555
2025-01-22,65.76558166690994
2025-01-23,61.655232812728066
2025-01-24,57.544883958546194
2025-01-25,24.662093125091225
2025-01-26,16.441395416727485
2025-01-27,73.98627937527368
2025-01-28,78.09662822945555
2025-01-29,65.76558166690994
2025-01-30,53.43453510436432
2025-01-31,61.655232812728066
2025-02-01,24.662093125091225
2025-02-02,28.772441979273097
2025-02-03,102.75872135454678
2025-02-04,69.8759305210918
2025-02-05,57.544883958546194
2025-02-06,57.544883958546194
2025-02-07,57.544883958546194
2025-02-08,20.551744270909357
2025-02-09,16.441395416727485
2025-02-10,49.32418625018245
2025-02-11,57.544883958546194
2025-02-12,57.544883958546194
2025-02-13,57.544883958546194
2025-02-14,57.544883958546194
2025-02-15,24.662093125091225
2025-02-16,16.441395416727485
2025-02-17,28.772441979273097
2025-02-18,57.544883958546194
2025-02-19,57.544883958546194
2025-02-20,53.43453510436432
2025-02-21,61.655232812728066
2025-02-22,28.772441979273097
2025-02-23,20.551744270909357
2025-02-24,65.76558166690994
2025-02-25,65.76558166690994
2025-02-26,61.655232812728066
2025-02-27,65.76558166690994
2025-02-28,73.98627937527368
2025-03-01,24.662093125091225
2025-03-02,16.441395416727485
2025-03-03,78.09662822945555
2025-03-04,147.97255875054736
2025-03-05,98.6483725003649
2025-03-06,94.53802364618303
2025-03-07,86.31732593781929
2025-03-08,28.772441979273097
2025-03-09,20.551744270909357
2025-03-10,131.53116333381988
2025-03-11,164.41395416727485
2025-03-12,110.97941906291052
2025-03-13,115.08976791709239
2025-03-14,102.75872135454678
2025-03-15,32.88279083345497
2025-03-16,24.662093125091225
2025-03-17,82.20697708363743
2025-03-18,82.20697708363743
2025-03-19,82.20697708363743
2025-03-20,73.98627937527368
2025-03-21,61.655232812728066
2025-03-22,24.662093125091225
2025-03-23,16.441395416727485
2025-03-24,65.76558166690994
2025-03-25,69.8759305210918
2025-03-26,69.8759305210918
2025-03-27,61.655232812728066
2025-03-28,78.09662822945555
2025-03-29,28.772441979273097
2025-03-30,20.551744270909357
2025-03-31,86.31732593781929
2025-04-01,73.98627937527368
2025-04-02,115.08976791709239
2025-04-03,287.724419792731
2025-04-04,291.83476864691283
2025-04-05,86.31732593781929
2025-04-06,69.8759305210918
2025-04-07,411.0348854181871
2025-04-08,295.9451175010947
2025-04-09,369.9313968763684
2025-04-10,263.06232666763975
2025-04-11,189.07604729236607
2025-04-12,49.32418625018245
2025-04-13,32.88279083345497
2025-04-14,131.53116333381988
2025-04-15,111.40614979120865
2025-04-16,107.48709402212592
2025-04-17,107.48709402212592
2025-04-18,65.19006742797914
2025-04-19,21.459160187405352
2025-04-20,20.2165726260775
2025-04-21,119.24426132937407
2025-04-22,114.08261799896351
2025-04-23,102.32545069171536
2025-04-24,81.48758428497393
2025-04-25,74.27076652747243
2025-04-26,24.756922175824144
2025-04-27,20.2165726260775
2025-04-28,80.86629050431
2025-04-29,74.89206030813637
2025-04-30,83.3514656269657
2025-05-01,78.18982229655515
2025-05-02,82.10887806563787
2025-05-03,29.297271725570784
2025-05-04,21.459160187405352
2025-05-05,74.27076652747243
2025-05-06,69.73041697772578
2025-05-07,73.6494727468085
2025-05-08,81.48758428497393
2025-05-09,73.02817896614458
2025-05-10,21.459160187405352
2025-05-11,20.2165726260775
2025-05-12,123.78461087912072
2025-05-13,97.78510114196871
2025-05-14,78.81111607721907
2025-05-15,72.07007855701548
2025-05-16,72.07007855701548
2025-05-17,23.609163665229207
2025-05-18,17.396225858589943
2025-05-19,83.25336660896615
2025-05-20,70.82749099568763
2025-05-21,68.34231587303191
2025-05-22,69.58490343435977
2025-05-23,69.58490343435977
2025-05-24,21.1239885425735
2025-05-25,13.668463174606384
2025-05-26,19.881400981245648
2025-05-27,72.07007855701548
2025-05-28,67.09972831170406
2025-05-29,85.73854173162185
2025-05-30,70.82749099568763
2025-05-31,22.36657610390135
2025-06-01,16.153638297262088
2025-06-02,64.61455318904835
2025-06-03,73.31266611834333
2025-06-04,67.09972831170406
2025-06-05,75.79784124099903
2025-06-06,88.22371685427755
2025-06-07,26.09433878788491
2025-06-08,19.881400981245648
2025-06-09,72.07007855701548
2025-06-10,72.07007855701548
2025-06-11,73.31266611834333
2025-06-12,70.82749099568763
2025-06-13,77.04042880232689
2025-06-14,21.1239885425735
2025-06-15,17.396225858589943
2025-06-16,68.34231587303191
2025-06-17,83.25336660896615
2025-06-18,69.58490343435977
2025-06-19,41.00538952381915
2025-06-20,58.40161538240909
2025-06-21,18.638813419917795
2025-06-22,24.85175122655706
2025-06-23,77.04042880232689
2025-06-24,78.28301636365474
2025-06-25,68.34231587303191
2025-06-26,74.55525367967118
2025-06-27,84.495954170294
2025-06-28,28.57951391054062
2025-06-29,24.85175122655706
2025-06-30,75.79784124099903
2025-07-01,77.04042880232689
2025-07-02,78.28301636365474
2025-07-03,80.76819148631044
2025-07-04,33.54986415585203
2025-07-05,26.09433878788491
2025-07-06,26.09433878788491
2025-07-07,73.31266611834333
2025-07-08,77.04042880232689
2025-07-09,72.07007855701548
2025-07-10,69.58490343435977
2025-07-11,69.58490343435977
2025-07-12,24.85175122655706
2025-07-13,21.1239885425735
2025-07-14,70.82749099568763
2025-07-15,77.04042880232689
2025-07-16,72.07007855701548
2025-07-17,84.495954170294
2025-07-18,74.55525367967118
2025-07-19,42.247977085147
2025-07-20,43.49056464647485
2025-07-21,85.73854173162185
2025-07-22,82.0107790476383
2025-07-23,82.0107790476383
2025-07-24,85.73854173162185
2025-07-25,86.9811292929497
2025-07-26,39.762801962491295
2025-07-27,43.49056464647485
2025-07-28,86.9811292929497
2025-07-29,91.95147953826113
2025-07-30,110.59029295817892
2025-07-31,104.37735515153965
2025-08-01,108.1051178355232
2025-08-02,32.307276594524176
2025-08-03,24.85175122655706
2025-08-04,85.73854173162185
2025-08-05,88.22371685427755
2025-08-06,78.28301636365474
2025-08-07,82.0107790476383
2025-08-08,82.0107790476383
2025-08-09,38.52021440116344
2025-08-10,34.79245171717989
2025-08-11,77.04042880232689
2025-08-12,83.25336660896615
2025-08-13,80.76819148631044
2025-08-14,82.0107790476383
2025-08-15,72.07007855701548
2025-08-16,27.336926349212767
2025-08-17,22.36657610390135
2025-08-18,74.55525367967118
2025-08-19,70.82749099568763
2025-08-20,83.25336660896615
2025-08-21,74.55525367967118
2025-08-22,80.76819148631044
2025-08-23,28.57951391054062
2025-08-24,22.36657610390135
2025-08-25,64.61455318904835
2025-08-26,70.82749099568763
2025-08-27,65.8571407503762
2025-08-28,68.34231587303191
2025-08-29,63.3719656277205
2025-08-30,23.609163665229207
2025-08-31,18.638813419917795
2025-09-01,24.85175122655706
2025-09-02,68.34231587303191
2025-09-03,70.82749099568763
2025-09-04,65.8571407503762
2025-09-05,79.52560392498259
2025-09-06,26.09433878788491
2025-09-07,19.881400981245648
2025-09-08,69.58490343435977
2025-09-09,67.09972831170406
2025-09-10,69.58490343435977
2025-09-11,65.8571407503762
2025-09-12,59.64420294373694
2025-09-13,18.638813419917795
2025-09-14,13.668463174606384
2025-09-15,62.12937806639265
2025-09-16,69.58490343435977
2025-09-17,74.55525367967118
2025-09-18,73.31266611834333
2025-09-19,69.58490343435977
2025-09-20,26.09433878788491
2025-09-21,19.881400981245648
2025-09-22,64.61455318904835
2025-09-23,69.58490343435977
2025-09-24,73.31266611834333
2025-09-25,65.8571407503762
2025-09-26,70.82749099568763
2025-09-27,24.85175122655706
2025-09-28,18.638813419917795
2025-09-29,62.12937806639265
2025-09-30,65.8571407503762
2025-10-01,75.79784124099903
2025-10-02,70.82749099568763
2025-10-03,68.34231587303191
2025-10-04,19.881400981245648
2025-10-05,14.911050735934236
2025-10-06,67.09972831170406
2025-10-07,68.34231587303191
2025-10-08,73.31266611834333
2025-10-09,65.8571407503762
2025-10-10,82.0107790476383
2025-10-11,41.00538952381915
2025-10-12,27.336926349212767
2025-10-13,80.76819148631044
2025-10-14,75.79784124099903
2025-10-15,77.04042880232689
2025-10-16,68.34231587303191
2025-10-17,70.82749099568763
2025-10-18,23.609163665229207
2025-10-19,18.638813419917795
2025-10-20,68.34231587303191
2025-10-21,74.55525367967118
2025-10-22,65.8571407503762
2025-10-23,67.09972831170406
2025-10-24,70.82749099568763
2025-10-25,21.1239885425735
2025-10-26,21.1239885425735
2025-10-27,70.82749099568763
2025-10-28,74.55525367967118
2025-10-29,84.495954170294
2025-10-30,82.0107790476383
2025-10-31,90.70889197693327
2025-11-01,31.064689033196323
2025-11-02,26.09433878788491
2025-11-03,74.55525367967118
2025-11-04,73.31266611834333
2025-11-05,79.52560392498259
2025-11-06,73.31266611834333
2025-11-07,85.73854173162185
2025-11-08,31.064689033196323
2025-11-09,27.336926349212767
2025-11-10,72.07007855701548
2025-11-11,78.28301636365474
2025-11-12,74.55525367967118
2025-11-13,80.76819148631044
2025-11-14,83.25336660896615
2025-11-15,31.064689033196323
2025-11-16,26.09433878788491
2025-11-17,73.31266611834333
2025-11-18,80.76819148631044
2025-11-19,85.73854173162185
2025-11-20,91.95147953826113
2025-11-21,93.19406709958898
2025-11-22,36.03503927850774
2025-11-23,26.09433878788491
2025-11-24,80.76819148631044
2025-11-25,80.76819148631044
2025-11-26,82.0107790476383
2025-11-27,38.52021440116344
2025-11-28,58.40161538240909
2025-11-29,31.064689033196323
2025-11-30,32.307276594524176
2025-12-01,74.55525367967118
2025-12-02,82.0107790476383
2025-12-03,78.28301636365474
2025-12-04,77.04042880232689
2025-12-05,78.28301636365474
2025-12-06,38.52021440116344
2025-12-07,31.064689033196323
2025-12-08,74.55525367967118
2025-12-09,74.55525367967118
2025-12-10,72.07007855701548
2025-12-11,83.42322158868168
2025-12-12,75.51580507627827
2025-12-13,37.447255647807175
2025-12-14,27.60064260267259
2025-12-15,70.94080303941264
2025-12-16,69.6229002873454
2025-12-17,79.46951333247998
2025-12-18,78.84821955181606
2025-12-19,72.8799995721438
2025-12-20,33.49354739160546
2025-12-21,27.60064260267259
2025-12-22,68.30499753527816
2025-12-23,73.57660854354711
2025-12-24,66.98709478321092
2025-12-25,31.5543508588743
2025-12-26,74.19790232421104
2025-12-27,36.12935289573994
2025-12-28,32.17564463953823
2025-12-29,78.15161058041275
2025-12-30,70.94080303941264
2025-12-31,73.57660854354711
2026-01-01,40.704354932605575
2026-01-02,74.19790232421104
2026-01-03,41.40096390400888
2026-01-04,36.12935289573994
2026-01-05,76.83370782834551
2026-01-06,82.10531883661446
2026-01-07,78.15161058041275
2026-01-08,71.56209682007656
2026-01-09,70.94080303941264
2026-01-10,36.22366651297214
2026-01-11,32.04401268455228
2026-01-12,76.62698685436413
2026-01-13,78.02020479717076
2026-01-14,68.26767919752442
2026-01-15,78.02020479717076
2026-01-16,72.44733302594427
2026-01-17,34.830448570165515
2026-01-18,30.650794741745656
2026-01-19,47.36941005542511
2026-01-20,94.73882011085021
2026-01-21,101.70490982488332
2026-01-22,82.19985862559062
2026-01-23,73.8405509687509
2026-01-24,34.830448570165515
2026-01-25,36.22366651297214
2026-01-26,69.66089714033103
2026-01-27,76.62698685436413
2026-01-28,89.16594833962372
2026-01-29,89.16594833962372
2026-01-30,84.98629451120387
2026-01-31,47.36941005542511
2026-02-01,44.58297416981186
2026-02-02,82.19985862559062
2026-02-03,105.88456365330318
2026-02-04,84.98629451120387
2026-02-05,98.91847393927007
2026-02-06,96.13203805365683
2026-02-07,47.36941005542511
2026-02-08,37.61688445577876
2026-02-09,78.02020479717076
2026-02-10,79.41342273997738
2026-02-11,80.806640682784
2026-02-12,82.19985862559062
2026-02-13,82.19985862559062
2026-02-14,45.976192112618484
2026-02-15,44.58297416981186
2026-02-16,58.51515359787807
2026-02-17,73.8405509687509
2026-02-18,68.26767919752442
2026-02-19,69.66089714033103
2026-02-20,80.806640682784
2026-02-21,44.58297416981186
2026-02-22,43.18975622700524
2026-02-23,84.98629451120387
2026-02-24,96.13203805365683
2026-02-25,84.98629451120387
2026-02-26,80.806640682784
2026-02-27,78.02020479717076
2026-02-28,39.01010239858538
2026-03-01,37.61688445577876
2026-03-02,118.42352513856277
2026-03-03,125.38961485259587
2026-03-04,98.91847393927007
2026-03-05,103.09812776768993
2026-03-06,108.67099953891642
2026-03-07,52.94228182665159
2026-03-08,50.15584594103834
2026-03-09,133.7489225094356
2026-03-10,91.95238422523697
2026-03-11,86.37951245401048
2026-03-12,89.16594833962372
2026-03-13,91.95238422523697
2026-03-14,54.33549976945821
2026-03-15,44.58297416981186
2026-03-16,89.16594833962372
2026-03-17,83.59307656839724
2026-03-18,101.70490982488332
2026-03-19,103.09812776768993
2026-03-20,112.85065336733628
2026-03-21,57.12193565507145
2026-03-22,47.36941005542511
2026-03-23,112.85065336733628
2026-03-24,91.95238422523697
2026-03-25,90.55916628243034
2026-03-26,98.91847393927007
2026-03-27,108.67099953891642
2026-03-28,58.51515359787807
2026-03-29,54.33549976945821
2026-03-30,108.67099953891642
2026-03-31,117.03030719575614
2026-04-01,100.31169188207669
2026-04-02,110.06421748172303
2026-04-03,64.08802536910456
2026-04-04,33.4372306273589
2026-04-05,34.830448570165515
2026-04-06,87.77273039681711
2026-04-07,90.55916628243034
2026-04-08,128.1760507382091
2026-04-09,100.31169188207669
2026-04-10,83.59307656839724
2026-04-11,34.830448570165515
2026-04-12,36.22366651297214
2026-04-13,91.95238422523697
2026-04-14,100.31169188207669
2026-04-15,110.06421748172303
2026-04-16,105.88456365330318
2026-04-17,139.32179428066206
2026-04-18,52.94228182665159
2026-04-19,45.976192112618484
2026-04-20,93.34560216804358
2026-04-21,104.49134571049655
2026-04-22,91.95238422523697
2026-04-23,84.98629451120387
2026-04-24,93.34560216804358
2026-04-25,44.58297416981186
2026-04-26,40.403320341392
2026-04-27,75.23376891155752
2026-04-28,79.41342273997738
2026-04-29,83.59307656839724
2026-04-30,86.37951245401048
2026-05-01,84.98629451120387
2026-05-02,39.01010239858538
2026-05-03,39.01010239858538
2026-05-04,76.62698685436413
2026-05-05,84.98629451120387
2026-05-06,98.91847393927007
2026-05-07,94.73882011085021
2026-05-08,90.55916628243034
2026-05-09,43.18975622700524
2026-05-10,36.22366651297214
2026-05-11,86.37951245401048
2026-05-12,86.37951245401048
2026-05-13,83.59307656839724
2026-05-14,94.73882011085021
2026-05-15,86.37951245401048
2026-05-16,43.18975622700524
2026-05-17,37.61688445577876
2026-05-18,76.62698685436413
2026-05-19,83.59307656839724
2026-05-20,80.806640682784
2026-05-21,78.02020479717076
2026-05-22,83.59307656839724
2026-05-23,54.33549976945821
2026-05-24,40.403320341392
2026-05-25,47.36941005542511
2026-05-26,93.34560216804358
2026-05-27,96.13203805365683
2026-05-28,98.91847393927007
2026-05-29,98.91847393927007
2026-05-30,51.549063883844966
2026-05-31,61.30158948349131
