Time,cooperative
2024-09-29,52.331123034747755
2024-09-30,86.84739567468776
2024-10-01,87.96082382436325
2024-10-02,81.28025492631033
2024-10-03,80.16682677663485
2024-10-04,74.59968602825744
2024-10-05,43.42369783734388
2024-10-06,41.19684153799291
2024-10-07,87.96082382436325
2024-10-08,72.37282972890647
2024-10-09,82.39368307598582
2024-10-10,73.48625787858195
2024-10-11,69.03254527988001
2024-10-12,42.310269687668395
2024-10-13,36.743128939290976
2024-10-14,73.48625787858195
2024-10-15,79.05339862695936
2024-10-16,76.82654232760841
2024-10-17,74.59968602825744
2024-10-18,75.71311417793292
2024-10-19,42.310269687668395
2024-10-20,36.743128939290976
2024-10-21,76.82654232760841
2024-10-22,71.25940157923098
2024-10-23,74.59968602825744
2024-10-24,75.71311417793292
2024-10-25,67.91911713020453
2024-10-26,37.85655708896646
2024-10-27,37.85655708896646
2024-10-28,79.05339862695936
2024-10-29,73.48625787858195
2024-10-30,73.48625787858195
2024-10-31,70.1459734295555
2024-11-01,70.1459734295555
2024-11-02,37.85655708896646
2024-11-03,41.19684153799291
2024-11-04,81.28025492631033
2024-11-05,65.69226083085356
2024-11-06,46.76398228637033
2024-11-07,71.25940157923098
2024-11-08,71.25940157923098
2024-11-09,40.083413388317425
2024-11-10,38.96998523864195
2024-11-11,69.03254527988001
2024-11-12,74.59968602825744
2024-11-13,74.59968602825744
2024-11-14,75.71311417793292
2024-11-15,74.59968602825744
2024-11-16,36.743128939290976
2024-11-17,38.96998523864195
2024-11-18,75.71311417793292
2024-11-19,75.71311417793292
2024-11-20,79.05339862695936
2024-11-21,70.1459734295555
2024-11-22,70.1459734295555
2024-11-23,35.62970078961549
2024-11-24,37.85655708896646
2024-11-25,67.91911713020453
2024-11-26,66.80568898052904
2024-11-27,59.01169193280066
2024-11-28,31.175988190913554
2024-11-29,36.743128939290976
2024-11-30,35.62970078961549
2024-12-01,41.19684153799291
2024-12-02,69.03254527988001
2024-12-03,74.59968602825744
2024-12-04,69.03254527988001
2024-12-05,74.59968602825744
2024-12-06,72.37282972890647
2024-12-07,43.42369783734388
2024-12-08,41.19684153799291
2024-12-09,70.1459734295555
2024-12-10,79.05339862695936
2024-12-11,71.25940157923098
2024-12-12,76.82654232760841
2024-12-13,71.25940157923098
2024-12-14,34.516272639940006
2024-12-15,34.516272639940006
2024-12-16,72.37282972890647
2024-12-17,67.91911713020453
2024-12-18,70.1459734295555
2024-12-19,67.91911713020453
2024-12-20,59.01169193280066
2024-12-21,31.175988190913554
2024-12-22,31.175988190913554
2024-12-23,59.01169193280066
2024-12-24,34.516272639940006
2024-12-25,22.268562993509683
2024-12-26,47.877410436045814
2024-12-27,52.331123034747755
2024-12-28,31.175988190913554
2024-12-29,35.62970078961549
2024-12-30,60.125120082476144
2024-12-31,54.55797933409872
2025-01-01,32.289416340589035
2025-01-02,61.23854823215162
2025-01-03,62.35197638182711
2025-01-04,34.516272639940006
2025-01-05,38.96998523864195
2025-01-06,73.48625787858195
2025-01-07,72.37282972890647
2025-01-08,67.91911713020453
2025-01-09,67.91911713020453
2025-01-10,67.91911713020453
2025-01-11,37.85655708896646
2025-01-12,35.62970078961549
2025-01-13,76.82654232760841
2025-01-14,70.1459734295555
2025-01-15,71.25940157923098
2025-01-16,79.05339862695936
2025-01-17,67.91911713020453
2025-01-18,43.42369783734388
2025-01-19,34.516272639940006
2025-01-20,57.898263783125174
2025-01-21,79.05339862695936
2025-01-22,76.82654232760841
2025-01-23,72.37282972890647
2025-01-24,75.71311417793292
2025-01-25,42.310269687668395
2025-01-26,35.62970078961549
2025-01-27,70.1459734295555
2025-01-28,80.16682677663485
2025-01-29,75.71311417793292
2025-01-30,73.48625787858195
2025-01-31,71.25940157923098
2025-02-01,42.310269687668395
2025-02-02,46.76398228637033
2025-02-03,80.16682677663485
2025-02-04,77.9399704772839
2025-02-05,81.28025492631033
2025-02-06,80.16682677663485
2025-02-07,74.59968602825744
2025-02-08,41.19684153799291
2025-02-09,38.96998523864195
2025-02-10,70.1459734295555
2025-02-11,77.9399704772839
2025-02-12,82.39368307598582
2025-02-13,77.9399704772839
2025-02-14,80.16682677663485
2025-02-15,43.42369783734388
2025-02-16,47.877410436045814
2025-02-17,71.25940157923098
2025-02-18,76.82654232760841
2025-02-19,81.28025492631033
2025-02-20,84.62053937533679
2025-02-21,75.71311417793292
2025-02-22,44.537125987019365
2025-02-23,44.537125987019365
2025-02-24,83.5071112256613
2025-02-25,82.39368307598582
2025-02-26,79.05339862695936
2025-02-27,72.37282972890647
2025-02-28,77.9399704772839
2025-03-01,45.65055413669485
2025-03-02,43.42369783734388
2025-03-03,79.05339862695936
2025-03-04,85.73396752501228
2025-03-05,84.62053937533679
2025-03-06,79.05339862695936
2025-03-07,67.91911713020453
2025-03-08,44.537125987019365
2025-03-09,40.083413388317425
2025-03-10,81.28025492631033
2025-03-11,81.28025492631033
2025-03-12,77.9399704772839
2025-03-13,76.82654232760841
2025-03-14,74.59968602825744
2025-03-15,42.310269687668395
2025-03-16,42.310269687668395
2025-03-17,74.59968602825744
2025-03-18,76.82654232760841
2025-03-19,75.71311417793292
2025-03-20,66.80568898052904
2025-03-21,64.57883268117807
2025-03-22,43.42369783734388
2025-03-23,38.96998523864195
2025-03-24,75.71311417793292
2025-03-25,73.48625787858195
2025-03-26,65.69226083085356
2025-03-27,65.69226083085356
2025-03-28,65.69226083085356
2025-03-29,44.537125987019365
2025-03-30,42.310269687668395
2025-03-31,81.28025492631033
2025-04-01,77.9399704772839
2025-04-02,72.37282972890647
2025-04-03,74.59968602825744
2025-04-04,65.69226083085356
2025-04-05,47.877410436045814
2025-04-06,44.537125987019365
2025-04-07,73.48625787858195
2025-04-08,82.39368307598582
2025-04-09,70.1459734295555
2025-04-10,73.48625787858195
2025-04-11,66.80568898052904
2025-04-12,38.96998523864195
2025-04-13,36.743128939290976
2025-04-14,81.28025492631033
2025-04-15,74.48159516389791
2025-04-16,74.48159516389791
2025-04-17,74.48159516389791
2025-04-18,60.19260057639587
2025-04-19,38.716933386442975
2025-04-20,35.76466177745495
2025-04-21,76.8771526980482
2025-04-22,76.8771526980482
2025-04-23,72.08603762974764
2025-04-24,72.08603762974764
2025-04-25,66.73820848660932
2025-04-26,42.310269687668395
2025-04-27,37.519154619367825
2025-04-28,78.07493146512334
2025-04-29,81.66826776634876
2025-04-30,76.8771526980482
2025-05-01,76.2360880058108
2025-05-02,67.93598725368446
2025-05-03,43.50804845474354
2025-05-04,42.310269687668395
2025-05-05,76.8771526980482
2025-05-06,73.28381639682277
2025-05-07,73.28381639682277
2025-05-08,69.1337660207596
2025-05-09,64.98371564469643
2025-05-10,36.96244054453008
2025-05-11,35.76466177745495
2025-05-12,74.48159516389791
2025-05-13,81.02720307411136
2025-05-14,70.51711614611399
2025-05-15,75.64563368401319
2025-05-16,70.51711614611399
2025-05-17,44.874528456617995
2025-05-18,35.899622765294396
2025-05-19,66.67072799268959
2025-05-20,79.49202183743759
2025-05-21,73.08137491506359
2025-05-22,67.95285737716439
2025-05-23,60.26008107031559
2025-05-24,35.899622765294396
2025-05-25,32.053234611869996
2025-05-26,38.463881534243995
2025-05-27,69.23498676163919
2025-05-28,71.79924553058879
2025-05-29,69.23498676163919
2025-05-30,66.67072799268959
2025-05-31,33.335363996344796
2025-06-01,37.181752149769196
2025-06-02,71.79924553058879
2025-06-03,75.64563368401319
2025-06-04,71.79924553058879
2025-06-05,69.23498676163919
2025-06-06,73.08137491506359
2025-06-07,42.310269687668395
2025-06-08,44.874528456617995
2025-06-09,71.79924553058879
2025-06-10,70.51711614611399
2025-06-11,80.77415122191239
2025-06-12,71.79924553058879
2025-06-13,69.23498676163919
2025-06-14,43.592399072143195
2025-06-15,35.899622765294396
2025-06-16,67.95285737716439
2025-06-17,69.23498676163919
2025-06-18,70.51711614611399
2025-06-19,69.23498676163919
2025-06-20,71.79924553058879
2025-06-21,46.156657841092795
2025-06-22,37.181752149769196
2025-06-23,73.08137491506359
2025-06-24,76.92776306848799
2025-06-25,75.64563368401319
2025-06-26,74.36350429953839
2025-06-27,67.95285737716439
2025-06-28,41.028140303193595
2025-06-29,37.181752149769196
2025-06-30,70.51711614611399
2025-07-01,73.08137491506359
2025-07-02,70.51711614611399
2025-07-03,55.13156353241639
2025-07-04,39.746010918718795
2025-07-05,35.899622765294396
2025-07-06,33.335363996344796
2025-07-07,76.92776306848799
2025-07-08,82.05628060638719
2025-07-09,78.20989245296279
2025-07-10,78.20989245296279
2025-07-11,73.08137491506359
2025-07-12,47.438787225567594
2025-07-13,43.592399072143195
2025-07-14,78.20989245296279
2025-07-15,74.36350429953839
2025-07-16,75.64563368401319
2025-07-17,89.74905691323599
2025-07-18,65.38859860821479
2025-07-19,69.23498676163919
2025-07-20,66.67072799268959
2025-07-21,91.03118629771079
2025-07-22,84.62053937533679
2025-07-23,80.77415122191239
2025-07-24,79.49202183743759
2025-07-25,89.74905691323599
2025-07-26,61.54221045479039
2025-07-27,57.69582230136599
2025-07-28,89.74905691323599
2025-07-29,115.39164460273199
2025-07-30,124.36655029405559
2025-07-31,128.21293844747998
2025-08-01,96.15970383560999
2025-08-02,44.874528456617995
2025-08-03,38.463881534243995
2025-08-04,70.51711614611399
2025-08-05,79.49202183743759
2025-08-06,84.62053937533679
2025-08-07,80.77415122191239
2025-08-08,82.05628060638719
2025-08-09,55.13156353241639
2025-08-10,50.003045994517194
2025-08-11,78.20989245296279
2025-08-12,78.20989245296279
2025-08-13,71.79924553058879
2025-08-14,71.79924553058879
2025-08-15,70.51711614611399
2025-08-16,37.181752149769196
2025-08-17,33.335363996344796
2025-08-18,83.33840999086199
2025-08-19,74.36350429953839
2025-08-20,75.64563368401319
2025-08-21,80.77415122191239
2025-08-22,66.67072799268959
2025-08-23,38.463881534243995
2025-08-24,37.181752149769196
2025-08-25,79.49202183743759
2025-08-26,75.64563368401319
2025-08-27,71.79924553058879
2025-08-28,74.36350429953839
2025-08-29,66.67072799268959
2025-08-30,39.746010918718795
2025-08-31,37.181752149769196
2025-09-01,46.156657841092795
2025-09-02,89.74905691323599
2025-09-03,83.33840999086199
2025-09-04,79.49202183743759
2025-09-05,70.51711614611399
2025-09-06,41.028140303193595
2025-09-07,38.463881534243995
2025-09-08,87.18479814428639
2025-09-09,85.90266875981159
2025-09-10,76.92776306848799
2025-09-11,76.92776306848799
2025-09-12,70.51711614611399
2025-09-13,39.746010918718795
2025-09-14,38.463881534243995
2025-09-15,96.15970383560999
2025-09-16,84.62053937533679
2025-09-17,87.18479814428639
2025-09-18,85.90266875981159
2025-09-19,79.49202183743759
2025-09-20,47.438787225567594
2025-09-21,44.874528456617995
2025-09-22,83.33840999086199
2025-09-23,78.20989245296279
2025-09-24,84.62053937533679
2025-09-25,80.77415122191239
2025-09-26,74.36350429953839
2025-09-27,44.874528456617995
2025-09-28,42.310269687668395
2025-09-29,87.18479814428639
2025-09-30,83.33840999086199
2025-10-01,87.18479814428639
2025-10-02,82.05628060638719
2025-10-03,74.36350429953839
2025-10-04,38.463881534243995
2025-10-05,37.181752149769196
2025-10-06,76.92776306848799
2025-10-07,85.90266875981159
2025-10-08,82.05628060638719
2025-10-09,80.77415122191239
2025-10-10,67.95285737716439
2025-10-11,38.463881534243995
2025-10-12,34.617493380819596
2025-10-13,70.51711614611399
2025-10-14,80.77415122191239
2025-10-15,87.18479814428639
2025-10-16,74.36350429953839
2025-10-17,66.67072799268959
2025-10-18,43.592399072143195
2025-10-19,46.156657841092795
2025-10-20,78.20989245296279
2025-10-21,75.64563368401319
2025-10-22,79.49202183743759
2025-10-23,78.20989245296279
2025-10-24,67.95285737716439
2025-10-25,39.746010918718795
2025-10-26,34.617493380819596
2025-10-27,75.64563368401319
2025-10-28,73.08137491506359
2025-10-29,78.20989245296279
2025-10-30,83.33840999086199
2025-10-31,82.05628060638719
2025-11-01,50.003045994517194
2025-11-02,51.285175378991994
2025-11-03,101.28822137350919
2025-11-04,89.74905691323599
2025-11-05,83.33840999086199
2025-11-06,88.46692752876119
2025-11-07,82.05628060638719
2025-11-08,51.285175378991994
2025-11-09,52.567304763466794
2025-11-10,94.87757445113519
2025-11-11,80.77415122191239
2025-11-12,96.15970383560999
2025-11-13,89.74905691323599
2025-11-14,80.77415122191239
2025-11-15,47.438787225567594
2025-11-16,47.438787225567594
2025-11-17,97.44183322008479
2025-11-18,92.31331568218559
2025-11-19,97.44183322008479
2025-11-20,98.72396260455959
2025-11-21,80.77415122191239
2025-11-22,52.567304763466794
2025-11-23,53.849434147941594
2025-11-24,79.49202183743759
2025-11-25,76.92776306848799
2025-11-26,71.79924553058879
2025-11-27,42.310269687668395
2025-11-28,64.10646922373999
2025-11-29,52.567304763466794
2025-11-30,52.567304763466794
2025-12-01,98.72396260455959
2025-12-02,98.72396260455959
2025-12-03,89.74905691323599
2025-12-04,97.44183322008479
2025-12-05,80.77415122191239
2025-12-06,65.38859860821479
2025-12-07,58.97795168584079
2025-12-08,96.15970383560999
2025-12-09,101.28822137350919
2025-12-10,105.13460952693359
2025-12-11,101.17166415673876
2025-12-12,91.08946490609601
2025-12-13,69.29326537002441
2025-12-14,67.66146433523829
2025-12-15,99.53986312195264
2025-12-16,96.62593270269173
2025-12-17,98.89879842971524
2025-12-18,102.80346519152486
2025-12-19,83.28013138247678
2025-12-20,51.40173259576243
2025-12-21,47.49706583395282
2025-12-22,79.37546462066716
2025-12-23,73.19793213183402
2025-12-24,65.38859860821479
2025-12-25,45.86526479916671
2025-12-26,59.85213081161906
2025-12-27,58.220329776832955
2025-12-28,53.67459832278594
2025-12-29,87.18479814428639
2025-12-30,81.00726565545327
2025-12-31,75.47079785885754
2026-01-01,67.66146433523829
2026-01-02,79.37546462066716
2026-01-03,57.57926508459556
2026-01-04,51.40173259576243
2026-01-05,84.91193241726288
2026-01-06,103.44452988376227
2026-01-07,98.89879842971524
2026-01-08,94.99413166790563
2026-01-09,110.9624703654554
2026-01-10,85.20332545918897
2026-01-11,53.499762497630286
2026-01-12,95.11068888467607
2026-01-13,106.99952499526057
2026-01-14,97.09216156977348
2026-01-15,108.98099768035799
2026-01-16,97.09216156977348
2026-01-17,73.31448934860447
2026-01-18,61.42565323801996
2026-01-19,83.22185277409156
2026-01-20,106.99952499526057
2026-01-21,112.94394305055283
2026-01-22,110.9624703654554
2026-01-23,103.03657962506574
2026-01-24,95.11068888467607
2026-01-25,134.74014258662442
2026-01-26,134.74014258662442
2026-01-27,108.98099768035799
2026-01-28,118.88836110584508
2026-01-29,128.79572453133218
2026-01-30,120.8698337909425
2026-01-31,97.09216156977348
2026-02-01,124.83277916113734
2026-02-02,142.6660333270141
2026-02-03,150.59192406740377
2026-02-04,164.4622328630857
2026-02-05,198.1472685097418
2026-02-06,130.77719721642958
2026-02-07,95.11068888467607
2026-02-08,110.9624703654554
2026-02-09,136.72161527172184
2026-02-10,144.6475060121115
2026-02-11,132.758669901527
2026-02-12,112.94394305055283
2026-02-13,144.6475060121115
2026-02-14,118.88836110584508
2026-02-15,106.99952499526057
2026-02-16,138.70308795681927
2026-02-17,142.6660333270141
2026-02-18,124.83277916113734
2026-02-19,114.92541573565025
2026-02-20,116.90688842074766
2026-02-21,95.11068888467607
2026-02-22,81.24038008899414
2026-02-23,142.6660333270141
2026-02-24,124.83277916113734
2026-02-25,134.74014258662442
2026-02-26,158.51781480779346
2026-02-27,166.44370554818312
2026-02-28,75.29596203370188
2026-03-01,55.4812351827277
2026-03-02,116.90688842074766
2026-03-03,126.81425184623475
2026-03-04,114.92541573565025
2026-03-05,110.9624703654554
2026-03-06,99.0736342548709
2026-03-07,69.35154397840964
2026-03-08,67.37007129331221
2026-03-09,99.0736342548709
2026-03-10,103.03657962506574
2026-03-11,105.01805231016316
2026-03-12,105.01805231016316
2026-03-13,91.14774351448123
2026-03-14,91.14774351448123
2026-03-15,73.31448934860447
2026-03-16,138.70308795681927
2026-03-17,116.90688842074766
2026-03-18,112.94394305055283
2026-03-19,116.90688842074766
2026-03-20,114.92541573565025
2026-03-21,77.2774347187993
2026-03-22,73.31448934860447
2026-03-23,130.77719721642958
2026-03-24,105.01805231016316
2026-03-25,110.9624703654554
2026-03-26,101.05510693996833
2026-03-27,103.03657962506574
2026-03-28,67.37007129331221
2026-03-29,73.31448934860447
2026-03-30,103.03657962506574
2026-03-31,110.9624703654554
2026-04-01,108.98099768035799
2026-04-02,110.9624703654554
2026-04-03,81.24038008899414
2026-04-04,65.38859860821479
2026-04-05,69.35154397840964
2026-04-06,105.01805231016316
2026-04-07,110.9624703654554
2026-04-08,120.8698337909425
2026-04-09,116.90688842074766
2026-04-10,101.05510693996833
2026-04-11,81.24038008899414
2026-04-12,69.35154397840964
2026-04-13,97.09216156977348
2026-04-14,110.9624703654554
2026-04-15,130.77719721642958
2026-04-16,112.94394305055283
2026-04-17,118.88836110584508
2026-04-18,87.18479814428639
2026-04-19,75.29596203370188
2026-04-20,110.9624703654554
2026-04-21,105.01805231016316
2026-04-22,110.9624703654554
2026-04-23,108.98099768035799
2026-04-24,99.0736342548709
2026-04-25,81.24038008899414
2026-04-26,83.22185277409156
2026-04-27,108.98099768035799
2026-04-28,105.01805231016316
2026-04-29,116.90688842074766
2026-04-30,116.90688842074766
2026-05-01,110.9624703654554
2026-05-02,95.11068888467607
2026-05-03,83.22185277409156
2026-05-04,112.94394305055283
2026-05-05,124.83277916113734
2026-05-06,134.74014258662442
2026-05-07,132.758669901527
2026-05-08,126.81425184623475
2026-05-09,83.22185277409156
2026-05-10,79.25890740389673
2026-05-11,124.83277916113734
2026-05-12,116.90688842074766
2026-05-13,120.8698337909425
2026-05-14,126.81425184623475
2026-05-15,101.05510693996833
2026-05-16,75.29596203370188
2026-05-17,67.37007129331221
2026-05-18,105.01805231016316
2026-05-19,103.03657962506574
2026-05-20,101.05510693996833
2026-05-21,101.05510693996833
2026-05-22,93.12921619957865
2026-05-23,71.33301666350705
2026-05-24,71.33301666350705
2026-05-25,77.2774347187993
2026-05-26,99.0736342548709
2026-05-27,106.99952499526057
2026-05-28,110.9624703654554
2026-05-29,112.94394305055283
2026-05-30,95.11068888467607
2026-05-31,95.11068888467607
