Time,prosperity
2024-09-28,22.84615384615385
2024-09-29,18.27692307692308
2024-09-30,33.126923076923084
2024-10-01,33.126923076923084
2024-10-02,33.126923076923084
2024-10-03,31.984615384615388
2024-10-04,31.984615384615388
2024-10-05,20.561538461538465
2024-10-06,20.561538461538465
2024-10-07,28.55769230769231
2024-10-08,29.700000000000003
2024-10-09,29.700000000000003
2024-10-10,29.700000000000003
2024-10-11,27.415384615384617
2024-10-12,21.703846153846158
2024-10-13,18.27692307692308
2024-10-14,33.126923076923084
2024-10-15,31.984615384615388
2024-10-16,30.842307692307696
2024-10-17,33.126923076923084
2024-10-18,30.842307692307696
2024-10-19,21.703846153846158
2024-10-20,19.419230769230772
2024-10-21,33.126923076923084
2024-10-22,31.984615384615388
2024-10-23,33.126923076923084
2024-10-24,30.842307692307696
2024-10-25,30.842307692307696
2024-10-26,18.27692307692308
2024-10-27,20.561538461538465
2024-10-28,35.41153846153847
2024-10-29,31.984615384615388
2024-10-30,33.126923076923084
2024-10-31,33.126923076923084
2024-11-01,36.55384615384616
2024-11-02,21.703846153846158
2024-11-03,20.561538461538465
2024-11-04,33.126923076923084
2024-11-05,29.700000000000003
2024-11-06,23.988461538461543
2024-11-07,31.984615384615388
2024-11-08,31.984615384615388
2024-11-09,20.561538461538465
2024-11-10,21.703846153846158
2024-11-11,35.41153846153847
2024-11-12,30.842307692307696
2024-11-13,31.984615384615388
2024-11-14,29.700000000000003
2024-11-15,30.842307692307696
2024-11-16,19.419230769230772
2024-11-17,19.419230769230772
2024-11-18,36.55384615384616
2024-11-19,36.55384615384616
2024-11-20,35.41153846153847
2024-11-21,31.984615384615388
2024-11-22,30.842307692307696
2024-11-23,20.561538461538465
2024-11-24,18.27692307692308
2024-11-25,25.130769230769236
2024-11-26,23.988461538461543
2024-11-27,25.130769230769236
2024-11-28,15.992307692307694
2024-11-29,20.561538461538465
2024-11-30,18.27692307692308
2024-12-01,20.561538461538465
2024-12-02,35.41153846153847
2024-12-03,31.984615384615388
2024-12-04,33.126923076923084
2024-12-05,31.984615384615388
2024-12-06,31.984615384615388
2024-12-07,20.561538461538465
2024-12-08,20.561538461538465
2024-12-09,33.126923076923084
2024-12-10,31.984615384615388
2024-12-11,29.700000000000003
2024-12-12,33.126923076923084
2024-12-13,30.842307692307696
2024-12-14,21.703846153846158
2024-12-15,18.27692307692308
2024-12-16,31.984615384615388
2024-12-17,31.984615384615388
2024-12-18,31.984615384615388
2024-12-19,29.700000000000003
2024-12-20,30.842307692307696
2024-12-21,21.703846153846158
2024-12-22,19.419230769230772
2024-12-23,29.700000000000003
2024-12-24,26.27307692307693
2024-12-25,22.84615384615385
2024-12-26,25.130769230769236
2024-12-27,27.415384615384617
2024-12-28,27.415384615384617
2024-12-29,28.55769230769231
2024-12-30,36.55384615384616
2024-12-31,63.969230769230776
2025-01-01,114.23076923076924
2025-01-02,45.6923076923077
2025-01-03,30.842307692307696
2025-01-04,26.27307692307693
2025-01-05,19.419230769230772
2025-01-06,31.984615384615388
2025-01-07,34.269230769230774
2025-01-08,37.69615384615385
2025-01-09,33.126923076923084
2025-01-10,30.842307692307696
2025-01-11,20.561538461538465
2025-01-12,19.419230769230772
2025-01-13,36.55384615384616
2025-01-14,36.55384615384616
2025-01-15,33.126923076923084
2025-01-16,36.55384615384616
2025-01-17,36.55384615384616
2025-01-18,22.84615384615385
2025-01-19,19.419230769230772
2025-01-20,27.415384615384617
2025-01-21,33.126923076923084
2025-01-22,36.55384615384616
2025-01-23,34.269230769230774
2025-01-24,30.842307692307696
2025-01-25,23.988461538461543
2025-01-26,23.988461538461543
2025-01-27,35.41153846153847
2025-01-28,38.838461538461544
2025-01-29,41.12307692307693
2025-01-30,36.55384615384616
2025-01-31,35.41153846153847
2025-02-01,23.988461538461543
2025-02-02,23.988461538461543
2025-02-03,35.41153846153847
2025-02-04,37.69615384615385
2025-02-05,33.126923076923084
2025-02-06,37.69615384615385
2025-02-07,35.41153846153847
2025-02-08,23.988461538461543
2025-02-09,21.703846153846158
2025-02-10,33.126923076923084
2025-02-11,36.55384615384616
2025-02-12,34.269230769230774
2025-02-13,34.269230769230774
2025-02-14,33.126923076923084
2025-02-15,23.988461538461543
2025-02-16,20.561538461538465
2025-02-17,28.55769230769231
2025-02-18,34.269230769230774
2025-02-19,34.269230769230774
2025-02-20,30.842307692307696
2025-02-21,33.126923076923084
2025-02-22,23.988461538461543
2025-02-23,21.703846153846158
2025-02-24,36.55384615384616
2025-02-25,36.55384615384616
2025-02-26,35.41153846153847
2025-02-27,34.269230769230774
2025-02-28,35.41153846153847
2025-03-01,25.130769230769236
2025-03-02,26.27307692307693
2025-03-03,37.69615384615385
2025-03-04,35.41153846153847
2025-03-05,33.126923076923084
2025-03-06,33.126923076923084
2025-03-07,33.126923076923084
2025-03-08,25.130769230769236
2025-03-09,21.703846153846158
2025-03-10,33.126923076923084
2025-03-11,33.126923076923084
2025-03-12,31.984615384615388
2025-03-13,35.41153846153847
2025-03-14,30.842307692307696
2025-03-15,21.703846153846158
2025-03-16,21.703846153846158
2025-03-17,34.269230769230774
2025-03-18,33.126923076923084
2025-03-19,31.984615384615388
2025-03-20,31.984615384615388
2025-03-21,29.700000000000003
2025-03-22,22.84615384615385
2025-03-23,21.703846153846158
2025-03-24,28.55769230769231
2025-03-25,30.842307692307696
2025-03-26,31.984615384615388
2025-03-27,33.126923076923084
2025-03-28,33.126923076923084
2025-03-29,22.84615384615385
2025-03-30,19.419230769230772
2025-03-31,33.126923076923084
2025-04-01,33.126923076923084
2025-04-02,28.55769230769231
2025-04-03,31.984615384615388
2025-04-04,31.984615384615388
2025-04-05,23.988461538461543
2025-04-06,22.84615384615385
2025-04-07,36.55384615384616
2025-04-08,31.984615384615388
2025-04-09,34.269230769230774
2025-04-10,34.269230769230774
2025-04-11,31.984615384615388
2025-04-12,23.988461538461543
2025-04-13,21.703846153846158
2025-04-14,33.126923076923084
2025-04-15,36.4518543956044
2025-04-16,34.208035714285714
2025-04-17,28.598489010989013
2025-04-18,25.80391483516484
2025-04-19,21.86703296703297
2025-04-20,18.501304945054947
2025-04-21,29.720398351648356
2025-04-22,34.208035714285714
2025-04-23,30.2915521978022
2025-04-24,29.720398351648356
2025-04-25,28.598489010989013
2025-04-26,20.745123626373626
2025-04-27,20.745123626373626
2025-04-28,30.842307692307696
2025-04-29,30.842307692307696
2025-04-30,31.964217032967035
2025-05-01,33.08612637362638
2025-05-02,35.32994505494506
2025-05-03,20.745123626373626
2025-05-04,19.072458791208796
2025-05-05,31.964217032967035
2025-05-06,30.2915521978022
2025-05-07,31.964217032967035
2025-05-08,30.842307692307696
2025-05-09,26.354670329670334
2025-05-10,21.316277472527474
2025-05-11,18.501304945054947
2025-05-12,31.964217032967035
2025-05-13,27.47657967032967
2025-05-14,27.537774725274726
2025-05-15,27.537774725274726
2025-05-16,28.639285714285716
2025-05-17,19.827197802197805
2025-05-18,18.725686813186815
2025-05-19,29.740796703296706
2025-05-20,29.740796703296706
2025-05-21,25.33475274725275
2025-05-22,26.43626373626374
2025-05-23,27.537774725274726
2025-05-24,18.725686813186815
2025-05-25,18.725686813186815
2025-05-26,16.522664835164836
2025-05-27,26.43626373626374
2025-05-28,28.639285714285716
2025-05-29,26.43626373626374
2025-05-30,29.740796703296706
2025-05-31,19.827197802197805
2025-06-01,20.92870879120879
2025-06-02,27.537774725274726
2025-06-03,23.13173076923077
2025-06-04,27.537774725274726
2025-06-05,24.23324175824176
2025-06-06,24.23324175824176
2025-06-07,18.725686813186815
2025-06-08,17.624175824175826
2025-06-09,26.43626373626374
2025-06-10,27.537774725274726
2025-06-11,25.33475274725275
2025-06-12,26.43626373626374
2025-06-13,26.43626373626374
2025-06-14,19.827197802197805
2025-06-15,17.624175824175826
2025-06-16,24.23324175824176
2025-06-17,25.33475274725275
2025-06-18,24.23324175824176
2025-06-19,23.13173076923077
2025-06-20,26.43626373626374
2025-06-21,19.827197802197805
2025-06-22,18.725686813186815
2025-06-23,24.23324175824176
2025-06-24,27.537774725274726
2025-06-25,24.23324175824176
2025-06-26,25.33475274725275
2025-06-27,26.43626373626374
2025-06-28,17.624175824175826
2025-06-29,18.725686813186815
2025-06-30,27.537774725274726
2025-07-01,28.639285714285716
2025-07-02,25.33475274725275
2025-07-03,29.740796703296706
2025-07-04,19.827197802197805
2025-07-05,19.827197802197805
2025-07-06,18.725686813186815
2025-07-07,26.43626373626374
2025-07-08,25.33475274725275
2025-07-09,26.43626373626374
2025-07-10,26.43626373626374
2025-07-11,26.43626373626374
2025-07-12,22.03021978021978
2025-07-13,18.725686813186815
2025-07-14,24.23324175824176
2025-07-15,25.33475274725275
2025-07-16,26.43626373626374
2025-07-17,25.33475274725275
2025-07-18,25.33475274725275
2025-07-19,22.03021978021978
2025-07-20,34.14684065934066
2025-07-21,29.740796703296706
2025-07-22,27.537774725274726
2025-07-23,28.639285714285716
2025-07-24,25.33475274725275
2025-07-25,23.13173076923077
2025-07-26,23.13173076923077
2025-07-27,17.624175824175826
2025-07-28,27.537774725274726
2025-07-29,26.43626373626374
2025-07-30,26.43626373626374
2025-07-31,30.842307692307696
2025-08-01,27.537774725274726
2025-08-02,23.13173076923077
2025-08-03,19.827197802197805
2025-08-04,29.740796703296706
2025-08-05,25.33475274725275
2025-08-06,26.43626373626374
2025-08-07,24.23324175824176
2025-08-08,27.537774725274726
2025-08-09,24.23324175824176
2025-08-10,20.92870879120879
2025-08-11,26.43626373626374
2025-08-12,25.33475274725275
2025-08-13,26.43626373626374
2025-08-14,25.33475274725275
2025-08-15,29.740796703296706
2025-08-16,20.92870879120879
2025-08-17,17.624175824175826
2025-08-18,26.43626373626374
2025-08-19,27.537774725274726
2025-08-20,27.537774725274726
2025-08-21,28.639285714285716
2025-08-22,25.33475274725275
2025-08-23,19.827197802197805
2025-08-24,19.827197802197805
2025-08-25,27.537774725274726
2025-08-26,27.537774725274726
2025-08-27,28.639285714285716
2025-08-28,26.43626373626374
2025-08-29,27.537774725274726
2025-08-30,18.725686813186815
2025-08-31,18.725686813186815
2025-09-01,22.03021978021978
2025-09-02,30.842307692307696
2025-09-03,30.842307692307696
2025-09-04,29.740796703296706
2025-09-05,26.43626373626374
2025-09-06,22.03021978021978
2025-09-07,18.725686813186815
2025-09-08,28.639285714285716
2025-09-09,31.943818681318685
2025-09-10,27.537774725274726
2025-09-11,28.639285714285716
2025-09-12,27.537774725274726
2025-09-13,18.725686813186815
2025-09-14,17.624175824175826
2025-09-15,29.740796703296706
2025-09-16,30.842307692307696
2025-09-17,29.740796703296706
2025-09-18,31.943818681318685
2025-09-19,28.639285714285716
2025-09-20,19.827197802197805
2025-09-21,17.624175824175826
2025-09-22,30.842307692307696
2025-09-23,31.943818681318685
2025-09-24,30.842307692307696
2025-09-25,30.842307692307696
2025-09-26,30.842307692307696
2025-09-27,23.13173076923077
2025-09-28,19.827197802197805
2025-09-29,31.943818681318685
2025-09-30,33.04532967032967
2025-10-01,34.14684065934066
2025-10-02,31.943818681318685
2025-10-03,30.842307692307696
2025-10-04,19.827197802197805
2025-10-05,18.725686813186815
2025-10-06,28.639285714285716
2025-10-07,30.842307692307696
2025-10-08,30.842307692307696
2025-10-09,30.842307692307696
2025-10-10,28.639285714285716
2025-10-11,22.03021978021978
2025-10-12,20.92870879120879
2025-10-13,26.43626373626374
2025-10-14,34.14684065934066
2025-10-15,31.943818681318685
2025-10-16,30.842307692307696
2025-10-17,27.537774725274726
2025-10-18,18.725686813186815
2025-10-19,19.827197802197805
2025-10-20,30.842307692307696
2025-10-21,30.842307692307696
2025-10-22,33.04532967032967
2025-10-23,29.740796703296706
2025-10-24,30.842307692307696
2025-10-25,18.725686813186815
2025-10-26,19.827197802197805
2025-10-27,31.943818681318685
2025-10-28,30.842307692307696
2025-10-29,30.842307692307696
2025-10-30,31.943818681318685
2025-10-31,28.639285714285716
2025-11-01,25.33475274725275
2025-11-02,22.03021978021978
2025-11-03,36.34986263736264
2025-11-04,30.842307692307696
2025-11-05,33.04532967032967
2025-11-06,34.14684065934066
2025-11-07,33.04532967032967
2025-11-08,22.03021978021978
2025-11-09,18.725686813186815
2025-11-10,29.740796703296706
2025-11-11,27.537774725274726
2025-11-12,34.14684065934066
2025-11-13,29.740796703296706
2025-11-14,29.740796703296706
2025-11-15,20.92870879120879
2025-11-16,17.624175824175826
2025-11-17,33.04532967032967
2025-11-18,31.943818681318685
2025-11-19,31.943818681318685
2025-11-20,33.04532967032967
2025-11-21,30.842307692307696
2025-11-22,18.725686813186815
2025-11-23,18.725686813186815
2025-11-24,28.639285714285716
2025-11-25,27.537774725274726
2025-11-26,24.23324175824176
2025-11-27,15.421153846153848
2025-11-28,22.03021978021978
2025-11-29,19.827197802197805
2025-11-30,16.522664835164836
2025-12-01,34.14684065934066
2025-12-02,33.04532967032967
2025-12-03,31.943818681318685
2025-12-04,34.14684065934066
2025-12-05,33.04532967032967
2025-12-06,22.03021978021978
2025-12-07,22.03021978021978
2025-12-08,34.14684065934066
2025-12-09,30.842307692307696
2025-12-10,31.943818681318685
2025-12-11,34.14684065934066
2025-12-12,30.842307692307696
2025-12-13,23.13173076923077
2025-12-14,20.92870879120879
2025-12-15,33.04532967032967
2025-12-16,37.45137362637363
2025-12-17,31.943818681318685
2025-12-18,31.943818681318685
2025-12-19,30.842307692307696
2025-12-20,22.03021978021978
2025-12-21,17.624175824175826
2025-12-22,30.842307692307696
2025-12-23,28.639285714285716
2025-12-24,30.842307692307696
2025-12-25,24.23324175824176
2025-12-26,28.639285714285716
2025-12-27,22.03021978021978
2025-12-28,25.33475274725275
2025-12-29,30.842307692307696
2025-12-30,37.45137362637363
2025-12-31,68.29368131868132
2026-01-01,110.1510989010989
2026-01-02,41.85741758241758
2026-01-03,29.740796703296706
2026-01-04,25.33475274725275
2026-01-05,34.14684065934066
2026-01-06,31.943818681318685
2026-01-07,37.45137362637363
2026-01-08,33.04532967032967
2026-01-09,35.24835164835165
2026-01-10,25.33475274725275
2026-01-11,23.13173076923077
2026-01-12,35.24835164835165
2026-01-13,34.14684065934066
2026-01-14,36.34986263736264
2026-01-15,35.24835164835165
2026-01-16,35.24835164835165
2026-01-17,24.23324175824176
2026-01-18,19.827197802197805
2026-01-19,27.537774725274726
2026-01-20,38.55288461538462
2026-01-21,37.45137362637363
2026-01-22,36.34986263736264
2026-01-23,33.04532967032967
2026-01-24,24.23324175824176
2026-01-25,24.23324175824176
2026-01-26,33.04532967032967
2026-01-27,34.14684065934066
2026-01-28,38.55288461538462
2026-01-29,39.65439560439561
2026-01-30,37.45137362637363
2026-01-31,27.537774725274726
2026-02-01,30.842307692307696
2026-02-02,42.95892857142857
2026-02-03,39.65439560439561
2026-02-04,41.85741758241758
2026-02-05,41.85741758241758
2026-02-06,42.95892857142857
2026-02-07,30.842307692307696
2026-02-08,29.740796703296706
2026-02-09,36.34986263736264
2026-02-10,39.65439560439561
2026-02-11,35.24835164835165
2026-02-12,34.14684065934066
2026-02-13,39.65439560439561
2026-02-14,37.45137362637363
2026-02-15,35.24835164835165
2026-02-16,45.16195054945055
2026-02-17,51.77101648351649
2026-02-18,49.56799450549451
2026-02-19,38.55288461538462
2026-02-20,40.7559065934066
2026-02-21,45.16195054945055
2026-02-22,27.537774725274726
2026-02-23,40.7559065934066
2026-02-24,35.24835164835165
2026-02-25,38.55288461538462
2026-02-26,41.85741758241758
2026-02-27,41.85741758241758
2026-02-28,24.23324175824176
2026-03-01,27.537774725274726
2026-03-02,41.85741758241758
2026-03-03,40.7559065934066
2026-03-04,34.14684065934066
2026-03-05,37.45137362637363
2026-03-06,38.55288461538462
2026-03-07,27.537774725274726
2026-03-08,24.23324175824176
2026-03-09,34.14684065934066
2026-03-10,33.04532967032967
2026-03-11,33.04532967032967
2026-03-12,34.14684065934066
2026-03-13,30.842307692307696
2026-03-14,26.43626373626374
2026-03-15,20.92870879120879
2026-03-16,30.842307692307696
2026-03-17,36.34986263736264
2026-03-18,31.943818681318685
2026-03-19,31.943818681318685
2026-03-20,36.34986263736264
2026-03-21,26.43626373626374
2026-03-22,23.13173076923077
2026-03-23,34.14684065934066
2026-03-24,35.24835164835165
2026-03-25,33.04532967032967
2026-03-26,31.943818681318685
2026-03-27,31.943818681318685
2026-03-28,26.43626373626374
2026-03-29,24.23324175824176
2026-03-30,31.943818681318685
2026-03-31,33.04532967032967
2026-04-01,35.24835164835165
2026-04-02,35.24835164835165
2026-04-03,38.55288461538462
2026-04-04,34.14684065934066
2026-04-05,26.43626373626374
2026-04-06,34.14684065934066
2026-04-07,35.24835164835165
2026-04-08,35.24835164835165
2026-04-09,37.45137362637363
2026-04-10,34.14684065934066
2026-04-11,23.13173076923077
2026-04-12,23.13173076923077
2026-04-13,37.45137362637363
2026-04-14,37.45137362637363
2026-04-15,40.7559065934066
2026-04-16,36.34986263736264
2026-04-17,42.95892857142857
2026-04-18,26.43626373626374
2026-04-19,25.33475274725275
2026-04-20,33.04532967032967
2026-04-21,34.14684065934066
2026-04-22,35.24835164835165
2026-04-23,34.14684065934066
2026-04-24,29.740796703296706
2026-04-25,25.33475274725275
2026-04-26,25.33475274725275
2026-04-27,33.04532967032967
2026-04-28,36.34986263736264
2026-04-29,35.24835164835165
2026-04-30,33.04532967032967
2026-05-01,36.34986263736264
2026-05-02,25.33475274725275
2026-05-03,22.03021978021978
2026-05-04,33.04532967032967
2026-05-05,33.04532967032967
2026-05-06,31.943818681318685
2026-05-07,34.14684065934066
2026-05-08,35.24835164835165
2026-05-09,27.537774725274726
2026-05-10,22.03021978021978
2026-05-11,35.24835164835165
2026-05-12,30.842307692307696
2026-05-13,29.740796703296706
2026-05-14,30.842307692307696
2026-05-15,33.04532967032967
2026-05-16,25.33475274725275
2026-05-17,22.03021978021978
2026-05-18,28.639285714285716
2026-05-19,29.740796703296706
2026-05-20,29.740796703296706
2026-05-21,29.740796703296706
2026-05-22,29.740796703296706
2026-05-23,26.43626373626374
2026-05-24,20.92870879120879
2026-05-25,20.92870879120879
2026-05-26,28.639285714285716
2026-05-27,29.740796703296706
2026-05-28,27.537774725274726
2026-05-29,30.842307692307696
2026-05-30,26.43626373626374
2026-05-31,23.13173076923077
