Time,united_airlines
2024-09-23,50.359262389680026
2024-09-24,48.87810761351297
2024-09-25,51.840417165847086
2024-09-26,50.359262389680026
2024-09-27,51.099839777763556
2024-09-28,42.95348850884473
2024-09-29,48.13753022542944
2024-09-30,45.17522067309532
2024-10-01,45.91579806117885
2024-10-02,45.91579806117885
2024-10-03,47.39695283734591
2024-10-04,44.43464328501179
2024-10-05,42.95348850884473
2024-10-06,45.17522067309532
2024-10-07,52.580994553930616
2024-10-08,46.65637544926238
2024-10-09,44.43464328501179
2024-10-10,45.91579806117885
2024-10-11,51.099839777763556
2024-10-12,46.65637544926238
2024-10-13,47.39695283734591
2024-10-14,51.099839777763556
2024-10-15,60.72734582284944
2024-10-16,50.359262389680026
2024-10-17,48.87810761351297
2024-10-18,45.91579806117885
2024-10-19,44.43464328501179
2024-10-20,41.47233373267767
2024-10-21,48.13753022542944
2024-10-22,48.87810761351297
2024-10-23,48.87810761351297
2024-10-24,45.17522067309532
2024-10-25,43.69406589692826
2024-10-26,37.76944679226002
2024-10-27,42.2129111207612
2024-10-28,45.17522067309532
2024-10-29,53.321571942014145
2024-10-30,44.43464328501179
2024-10-31,45.91579806117885
2024-11-01,43.69406589692826
2024-11-02,41.47233373267767
2024-11-03,42.95348850884473
2024-11-04,46.65637544926238
2024-11-05,46.65637544926238
2024-11-06,34.8071372399259
2024-11-07,46.65637544926238
2024-11-08,47.39695283734591
2024-11-09,45.17522067309532
2024-11-10,42.2129111207612
2024-11-11,47.39695283734591
2024-11-12,47.39695283734591
2024-11-13,44.43464328501179
2024-11-14,48.13753022542944
2024-11-15,44.43464328501179
2024-11-16,39.99117895651061
2024-11-17,44.43464328501179
2024-11-18,48.87810761351297
2024-11-19,45.91579806117885
2024-11-20,46.65637544926238
2024-11-21,51.840417165847086
2024-11-22,47.39695283734591
2024-11-23,45.17522067309532
2024-11-24,45.91579806117885
2024-11-25,50.359262389680026
2024-11-26,51.840417165847086
2024-11-27,48.13753022542944
2024-11-28,37.02886940417649
2024-11-29,47.39695283734591
2024-11-30,43.69406589692826
2024-12-01,48.13753022542944
2024-12-02,51.840417165847086
2024-12-03,63.68965537518356
2024-12-04,54.062149330097675
2024-12-05,44.43464328501179
2024-12-06,43.69406589692826
2024-12-07,40.73175634459414
2024-12-08,42.2129111207612
2024-12-09,44.43464328501179
2024-12-10,45.91579806117885
2024-12-11,42.95348850884473
2024-12-12,43.69406589692826
2024-12-13,45.17522067309532
2024-12-14,45.91579806117885
2024-12-15,44.43464328501179
2024-12-16,52.580994553930616
2024-12-17,51.099839777763556
2024-12-18,49.618685001596496
2024-12-19,54.802726718181205
2024-12-20,51.840417165847086
2024-12-21,47.39695283734591
2024-12-22,45.91579806117885
2024-12-23,46.65637544926238
2024-12-24,47.39695283734591
2024-12-25,43.69406589692826
2024-12-26,53.321571942014145
2024-12-27,54.062149330097675
2024-12-28,52.580994553930616
2024-12-29,56.283881494348265
2024-12-30,53.321571942014145
2024-12-31,51.099839777763556
2025-01-01,44.43464328501179
2025-01-02,55.543304106264735
2025-01-03,59.246191046682384
2025-01-04,55.543304106264735
2025-01-05,54.062149330097675
2025-01-06,58.505613658598854
2025-01-07,58.505613658598854
2025-01-08,59.246191046682384
2025-01-09,54.802726718181205
2025-01-10,54.802726718181205
2025-01-11,51.099839777763556
2025-01-12,54.062149330097675
2025-01-13,53.321571942014145
2025-01-14,51.840417165847086
2025-01-15,52.580994553930616
2025-01-16,49.618685001596496
2025-01-17,50.359262389680026
2025-01-18,42.95348850884473
2025-01-19,51.840417165847086
2025-01-20,51.099839777763556
2025-01-21,50.359262389680026
2025-01-22,49.618685001596496
2025-01-23,48.13753022542944
2025-01-24,46.65637544926238
2025-01-25,74.05773880835298
2025-01-26,54.802726718181205
2025-01-27,49.618685001596496
2025-01-28,49.618685001596496
2025-01-29,51.840417165847086
2025-01-30,56.283881494348265
2025-01-31,48.87810761351297
2025-02-01,45.17522067309532
2025-02-02,62.2085005990165
2025-02-03,59.246191046682384
2025-02-04,51.840417165847086
2025-02-05,47.39695283734591
2025-02-06,47.39695283734591
2025-02-07,46.65637544926238
2025-02-08,44.43464328501179
2025-02-09,43.69406589692826
2025-02-10,48.13753022542944
2025-02-11,50.359262389680026
2025-02-12,48.87810761351297
2025-02-13,51.840417165847086
2025-02-14,48.13753022542944
2025-02-15,52.580994553930616
2025-02-16,51.840417165847086
2025-02-17,57.024458882431794
2025-02-18,57.024458882431794
2025-02-19,51.840417165847086
2025-02-20,50.359262389680026
2025-02-21,47.39695283734591
2025-02-22,45.17522067309532
2025-02-23,47.39695283734591
2025-02-24,49.618685001596496
2025-02-25,53.321571942014145
2025-02-26,48.87810761351297
2025-02-27,44.43464328501179
2025-02-28,47.39695283734591
2025-03-01,43.69406589692826
2025-03-02,45.91579806117885
2025-03-03,50.359262389680026
2025-03-04,51.840417165847086
2025-03-05,51.099839777763556
2025-03-06,52.580994553930616
2025-03-07,48.13753022542944
2025-03-08,45.91579806117885
2025-03-09,48.87810761351297
2025-03-10,50.359262389680026
2025-03-11,51.099839777763556
2025-03-12,58.505613658598854
2025-03-13,54.802726718181205
2025-03-14,49.618685001596496
2025-03-15,48.87810761351297
2025-03-16,55.543304106264735
2025-03-17,54.062149330097675
2025-03-18,57.765036270515324
2025-03-19,49.618685001596496
2025-03-20,51.099839777763556
2025-03-21,52.580994553930616
2025-03-22,44.43464328501179
2025-03-23,62.2085005990165
2025-03-24,54.062149330097675
2025-03-25,52.580994553930616
2025-03-26,48.13753022542944
2025-03-27,48.87810761351297
2025-03-28,46.65637544926238
2025-03-29,44.43464328501179
2025-03-30,48.87810761351297
2025-03-31,49.618685001596496
2025-04-01,52.580994553930616
2025-04-02,53.321571942014145
2025-04-03,51.840417165847086
2025-04-04,48.13753022542944
2025-04-05,43.69406589692826
2025-04-06,47.39695283734591
2025-04-07,50.359262389680026
2025-04-08,45.17522067309532
2025-04-09,47.39695283734591
2025-04-10,46.65637544926238
2025-04-11,45.91579806117885
2025-04-12,42.95348850884473
2025-04-13,42.95348850884473
2025-04-14,45.91579806117885
2025-04-15,50.86287327689096
2025-04-16,52.00022116450876
2025-04-17,47.47731141953007
2025-04-18,45.9696748378705
2025-04-19,39.568839817190465
2025-04-20,41.81705378693357
2025-04-21,50.86287327689096
2025-04-22,46.33996353191226
2025-04-23,47.1070227254883
2025-04-24,45.9696748378705
2025-04-25,45.59938614382874
2025-04-26,41.4467650928918
2025-04-27,46.33996353191226
2025-04-28,52.00022116450876
2025-04-29,49.3552366952314
2025-04-30,48.98494800118963
2025-05-01,49.3552366952314
2025-05-02,48.98494800118963
2025-05-03,49.3552366952314
2025-05-04,50.86287327689096
2025-05-05,58.40105618518879
2025-05-06,61.046040654466154
2025-05-07,58.40105618518879
2025-05-08,52.00022116450876
2025-05-09,52.37050985855052
2025-05-10,44.46203825621093
2025-05-11,45.9696748378705
2025-05-12,53.50785774616833
2025-05-13,56.893419603529225
2025-05-14,53.87814644021009
2025-05-15,50.62590677601836
2025-05-16,52.16002516317043
2025-05-17,49.09178838886629
2025-05-18,53.69414355032251
2025-05-19,52.16002516317043
2025-05-20,55.22826193747458
2025-05-21,55.22826193747458
2025-05-22,53.69414355032251
2025-05-23,49.09178838886629
2025-05-24,47.55767000171422
2025-05-25,49.09178838886629
2025-05-26,58.296498711778725
2025-05-27,75.17180097045151
2025-05-28,62.898853873234934
2025-05-29,69.03532742184322
2025-05-30,53.69414355032251
2025-05-31,55.22826193747458
2025-06-01,52.16002516317043
2025-06-02,58.296498711778725
2025-06-03,56.76238032462665
2025-06-04,55.22826193747458
2025-06-05,50.62590677601836
2025-06-06,50.62590677601836
2025-06-07,46.02355161456215
2025-06-08,50.62590677601836
2025-06-09,58.296498711778725
2025-06-10,56.76238032462665
2025-06-11,53.69414355032251
2025-06-12,55.22826193747458
2025-06-13,50.62590677601836
2025-06-14,44.489433227410075
2025-06-15,46.02355161456215
2025-06-16,53.69414355032251
2025-06-17,55.22826193747458
2025-06-18,53.69414355032251
2025-06-19,55.22826193747458
2025-06-20,50.62590677601836
2025-06-21,47.55767000171422
2025-06-22,46.02355161456215
2025-06-23,55.22826193747458
2025-06-24,53.69414355032251
2025-06-25,53.69414355032251
2025-06-26,52.16002516317043
2025-06-27,58.296498711778725
2025-06-28,49.09178838886629
2025-06-29,49.09178838886629
2025-06-30,58.296498711778725
2025-07-01,58.296498711778725
2025-07-02,64.432972260387
2025-07-03,52.16002516317043
2025-07-04,52.16002516317043
2025-07-05,46.02355161456215
2025-07-06,52.16002516317043
2025-07-07,56.76238032462665
2025-07-08,61.364735486082864
2025-07-09,59.830617098930794
2025-07-10,56.76238032462665
2025-07-11,55.22826193747458
2025-07-12,53.69414355032251
2025-07-13,55.22826193747458
2025-07-14,70.5694458089953
2025-07-15,59.830617098930794
2025-07-16,59.830617098930794
2025-07-17,62.898853873234934
2025-07-18,55.22826193747458
2025-07-19,55.22826193747458
2025-07-20,55.22826193747458
2025-07-21,62.898853873234934
2025-07-22,58.296498711778725
2025-07-23,58.296498711778725
2025-07-24,55.22826193747458
2025-07-25,58.296498711778725
2025-07-26,52.16002516317043
2025-07-27,59.830617098930794
2025-07-28,61.364735486082864
2025-07-29,61.364735486082864
2025-07-30,65.96709064753908
2025-07-31,65.96709064753908
2025-08-01,61.364735486082864
2025-08-02,50.62590677601836
2025-08-03,52.16002516317043
2025-08-04,85.91062968051601
2025-08-05,56.76238032462665
2025-08-06,61.364735486082864
2025-08-07,153.41183871520715
2025-08-08,64.432972260387
2025-08-09,67.50120903469116
2025-08-10,65.96709064753908
2025-08-11,65.96709064753908
2025-08-12,59.830617098930794
2025-08-13,59.830617098930794
2025-08-14,56.76238032462665
2025-08-15,56.76238032462665
2025-08-16,50.62590677601836
2025-08-17,61.364735486082864
2025-08-18,58.296498711778725
2025-08-19,55.22826193747458
2025-08-20,53.69414355032251
2025-08-21,53.69414355032251
2025-08-22,53.69414355032251
2025-08-23,49.09178838886629
2025-08-24,55.22826193747458
2025-08-25,55.22826193747458
2025-08-26,50.62590677601836
2025-08-27,50.62590677601836
2025-08-28,52.16002516317043
2025-08-29,47.55767000171422
2025-08-30,44.489433227410075
2025-08-31,41.421196453105935
2025-09-01,50.62590677601836
2025-09-02,55.22826193747458
2025-09-03,59.830617098930794
2025-09-04,58.296498711778725
2025-09-05,50.62590677601836
2025-09-06,44.489433227410075
2025-09-07,44.489433227410075
2025-09-08,53.69414355032251
2025-09-09,49.09178838886629
2025-09-10,50.62590677601836
2025-09-11,49.09178838886629
2025-09-12,46.02355161456215
2025-09-13,44.489433227410075
2025-09-14,44.489433227410075
2025-09-15,50.62590677601836
2025-09-16,52.16002516317043
2025-09-17,52.16002516317043
2025-09-18,49.09178838886629
2025-09-19,49.09178838886629
2025-09-20,44.489433227410075
2025-09-21,47.55767000171422
2025-09-22,52.16002516317043
2025-09-23,55.22826193747458
2025-09-24,55.22826193747458
2025-09-25,53.69414355032251
2025-09-26,49.09178838886629
2025-09-27,46.02355161456215
2025-09-28,44.489433227410075
2025-09-29,49.09178838886629
2025-09-30,50.62590677601836
2025-10-01,49.09178838886629
2025-10-02,52.16002516317043
2025-10-03,46.02355161456215
2025-10-04,41.421196453105935
2025-10-05,41.421196453105935
2025-10-06,47.55767000171422
2025-10-07,47.55767000171422
2025-10-08,50.62590677601836
2025-10-09,50.62590677601836
2025-10-10,47.55767000171422
2025-10-11,42.955314840258005
2025-10-12,47.55767000171422
2025-10-13,52.16002516317043
2025-10-14,52.16002516317043
2025-10-15,50.62590677601836
2025-10-16,52.16002516317043
2025-10-17,50.62590677601836
2025-10-18,42.955314840258005
2025-10-19,47.55767000171422
2025-10-20,59.830617098930794
2025-10-21,53.69414355032251
2025-10-22,52.16002516317043
2025-10-23,52.16002516317043
2025-10-24,49.09178838886629
2025-10-25,39.88707806595386
2025-10-26,47.55767000171422
2025-10-27,50.62590677601836
2025-10-28,49.09178838886629
2025-10-29,47.55767000171422
2025-10-30,49.09178838886629
2025-10-31,47.55767000171422
2025-11-01,44.489433227410075
2025-11-02,52.16002516317043
2025-11-03,52.16002516317043
2025-11-04,52.16002516317043
2025-11-05,50.62590677601836
2025-11-06,67.50120903469116
2025-11-07,62.898853873234934
2025-11-08,53.69414355032251
2025-11-09,52.16002516317043
2025-11-10,55.22826193747458
2025-11-11,53.69414355032251
2025-11-12,47.55767000171422
2025-11-13,53.69414355032251
2025-11-14,42.955314840258005
2025-11-15,41.421196453105935
2025-11-16,46.02355161456215
2025-11-17,52.16002516317043
2025-11-18,49.09178838886629
2025-11-19,49.09178838886629
2025-11-20,47.55767000171422
2025-11-21,47.55767000171422
2025-11-22,42.955314840258005
2025-11-23,41.421196453105935
2025-11-24,47.55767000171422
2025-11-25,49.09178838886629
2025-11-26,47.55767000171422
2025-11-27,41.421196453105935
2025-11-28,46.02355161456215
2025-11-29,52.16002516317043
2025-11-30,56.76238032462665
2025-12-01,58.296498711778725
2025-12-02,62.898853873234934
2025-12-03,55.22826193747458
2025-12-04,49.09178838886629
2025-12-05,42.955314840258005
2025-12-06,42.955314840258005
2025-12-07,44.489433227410075
2025-12-08,52.16002516317043
2025-12-09,49.09178838886629
2025-12-10,49.09178838886629
2025-12-11,44.838096497217364
2025-12-12,44.41970057344862
2025-12-13,44.838096497217364
2025-12-14,52.02055985524751
2025-12-15,50.41670881413398
2025-12-16,46.02355161456215
2025-12-17,46.02355161456215
2025-12-18,48.81285777302046
2025-12-19,50.83510473790274
2025-12-20,48.81285777302046
2025-12-21,46.02355161456215
2025-12-22,50.41670881413398
2025-12-23,47.62740265567568
2025-12-24,44.838096497217364
2025-12-25,39.60814745010803
2025-12-26,52.02055985524751
2025-12-27,50.83510473790274
2025-12-28,50.41670881413398
2025-12-29,52.02055985524751
2025-12-30,55.22826193747458
2025-12-31,47.20900673190693
2026-01-01,42.81584953233509
2026-01-02,47.62740265567568
2026-01-03,50.83510473790274
2026-01-04,55.22826193747458
2026-01-05,53.2060149725923
2026-01-06,54.0428068201298
2026-01-07,52.02055985524751
2026-01-08,47.62740265567568
2026-01-09,47.62740265567568
2026-01-10,46.86034346209964
2026-01-11,46.86034346209964
2026-01-12,46.86034346209964
2026-01-13,53.55467824239959
2026-01-14,52.7178863948621
2026-01-15,51.8810945473246
2026-01-16,50.20751085224961
2026-01-17,50.20751085224961
2026-01-18,53.55467824239959
2026-01-19,56.06505378501207
2026-01-20,53.55467824239959
2026-01-21,56.06505378501207
2026-01-22,60.249013022699536
2026-01-23,54.39147008993708
2026-01-24,51.8810945473246
2026-01-25,51.04430269978711
2026-01-26,60.249013022699536
2026-01-27,54.39147008993708
2026-01-28,55.22826193747458
2026-01-29,50.20751085224961
2026-01-30,51.04430269978711
2026-01-31,51.04430269978711
2026-02-01,52.7178863948621
2026-02-02,51.8810945473246
2026-02-03,51.8810945473246
2026-02-04,53.55467824239959
2026-02-05,51.04430269978711
2026-02-06,48.53392715717463
2026-02-07,51.04430269978711
2026-02-08,46.023551614562145
2026-02-09,43.513176071949665
2026-02-10,46.86034346209964
2026-02-11,49.37071900471212
2026-02-12,49.37071900471212
2026-02-13,50.20751085224961
2026-02-14,46.86034346209964
2026-02-15,46.86034346209964
2026-02-16,55.22826193747458
2026-02-17,56.06505378501207
2026-02-18,51.04430269978711
2026-02-19,61.085804870237034
2026-02-20,48.53392715717463
2026-02-21,56.901845632549566
2026-02-22,58.57542932762455
2026-02-23,56.06505378501207
2026-02-24,58.57542932762455
2026-02-25,50.20751085224961
2026-02-26,56.06505378501207
2026-02-27,52.7178863948621
2026-02-28,51.04430269978711
2026-03-01,56.901845632549566
2026-03-02,54.39147008993708
2026-03-03,57.73863748008706
2026-03-04,52.7178863948621
2026-03-05,53.55467824239959
2026-03-06,55.22826193747458
2026-03-07,60.249013022699536
2026-03-08,66.106555955462
2026-03-09,61.922596717774525
2026-03-10,57.73863748008706
2026-03-11,59.412221175162045
2026-03-12,53.55467824239959
2026-03-13,56.06505378501207
2026-03-14,59.412221175162045
2026-03-15,61.922596717774525
2026-03-16,70.29051519314946
2026-03-17,63.59618041284951
2026-03-18,56.06505378501207
2026-03-19,54.39147008993708
2026-03-20,51.04430269978711
2026-03-21,58.57542932762455
2026-03-22,59.412221175162045
2026-03-23,57.73863748008706
2026-03-24,57.73863748008706
2026-03-25,56.901845632549566
2026-03-26,51.8810945473246
2026-03-27,48.53392715717463
2026-03-28,46.023551614562145
2026-03-29,52.7178863948621
2026-03-30,49.37071900471212
2026-03-31,50.20751085224961
2026-04-01,49.37071900471212
2026-04-02,49.37071900471212
2026-04-03,50.20751085224961
2026-04-04,50.20751085224961
2026-04-05,43.513176071949665
2026-04-06,52.7178863948621
2026-04-07,51.04430269978711
2026-04-08,47.69713530963713
2026-04-09,50.20751085224961
2026-04-10,45.186759767024654
2026-04-11,49.37071900471212
2026-04-12,45.186759767024654
2026-04-13,47.69713530963713
2026-04-14,57.73863748008706
2026-04-15,56.06505378501207
2026-04-16,53.55467824239959
2026-04-17,55.22826193747458
2026-04-18,50.20751085224961
2026-04-19,54.39147008993708
2026-04-20,55.22826193747458
2026-04-21,46.86034346209964
2026-04-22,56.901845632549566
2026-04-23,49.37071900471212
2026-04-24,48.53392715717463
2026-04-25,46.023551614562145
2026-04-26,50.20751085224961
2026-04-27,51.04430269978711
2026-04-28,51.8810945473246
2026-04-29,51.8810945473246
2026-04-30,49.37071900471212
2026-05-01,52.7178863948621
2026-05-02,58.57542932762455
2026-05-03,76.14805812591192
2026-05-04,83.67918475374935
2026-05-05,61.922596717774525
2026-05-06,60.249013022699536
2026-05-07,57.73863748008706
2026-05-08,49.37071900471212
2026-05-09,44.34996791948716
2026-05-10,54.39147008993708
2026-05-11,57.73863748008706
2026-05-12,54.39147008993708
2026-05-13,55.22826193747458
2026-05-14,55.22826193747458
2026-05-15,51.8810945473246
2026-05-16,46.023551614562145
2026-05-17,51.04430269978711
2026-05-18,52.7178863948621
2026-05-19,56.901845632549566
2026-05-20,52.7178863948621
2026-05-21,57.73863748008706
2026-05-22,52.7178863948621
2026-05-23,48.53392715717463
2026-05-24,47.69713530963713
2026-05-25,59.412221175162045
2026-05-26,77.8216418209869
2026-05-27,58.57542932762455
2026-05-28,56.901845632549566
2026-05-29,48.53392715717463
2026-05-30,50.20751085224961
2026-05-31,56.06505378501207
