Time,britney_spears
2023-12-30,7.549509550851832
2023-12-31,6.269488900361383
2024-01-01,7.549509550851832
2024-01-02,5.694785751161589
2024-01-03,6.400103252452245
2024-01-04,8.698915849251417
2024-01-05,7.549509550851832
2024-01-06,6.844192049561176
2024-01-07,6.13887454827052
2024-01-08,5.5641713990707276
2024-01-09,5.694785751161589
2024-01-10,5.433557046979866
2024-01-11,6.13887454827052
2024-01-12,6.400103252452245
2024-01-13,7.549509550851832
2024-01-14,7.4188951987609695
2024-01-15,5.5641713990707276
2024-01-16,5.120082601961796
2024-01-17,5.5641713990707276
2024-01-18,6.269488900361383
2024-01-19,6.974806401652039
2024-01-20,6.844192049561176
2024-01-21,6.530717604543107
2024-01-22,5.224574083634486
2024-01-23,6.008260196179658
2024-01-24,7.053175012906555
2024-01-25,7.31440371708828
2024-01-26,8.359318533815177
2024-01-27,10.449148167268971
2024-01-28,10.187919463087248
2024-01-29,7.575632421270004
2024-01-30,7.053175012906555
2024-01-31,5.48580278781621
2024-02-01,6.791946308724832
2024-02-02,7.31440371708828
2024-02-03,7.836861125451728
2024-02-04,7.575632421270004
2024-02-05,4.963345379452761
2024-02-06,4.7021166752710375
2024-02-07,4.963345379452761
2024-02-08,6.530717604543107
2024-02-09,6.269488900361383
2024-02-10,7.31440371708828
2024-02-11,8.098089829633453
2024-02-12,6.269488900361383
2024-02-13,5.224574083634486
2024-02-14,4.7021166752710375
2024-02-15,4.963345379452761
2024-02-16,5.747031491997934
2024-02-17,6.791946308724832
2024-02-18,9.14300464636035
2024-02-19,8.6205472379969
2024-02-20,7.575632421270004
2024-02-21,7.053175012906555
2024-02-22,6.530717604543107
2024-02-23,6.269488900361383
2024-02-24,8.359318533815177
2024-02-25,8.359318533815177
2024-02-26,5.48580278781621
2024-02-27,4.963345379452761
2024-02-28,4.963345379452761
2024-02-29,4.963345379452761
2024-03-01,4.963345379452761
2024-03-02,5.747031491997934
2024-03-03,6.530717604543107
2024-03-04,4.963345379452761
2024-03-05,4.963345379452761
2024-03-06,6.008260196179658
2024-03-07,5.224574083634486
2024-03-08,6.008260196179658
2024-03-09,7.31440371708828
2024-03-10,6.530717604543107
2024-03-11,5.224574083634486
2024-03-12,4.963345379452761
2024-03-13,4.7021166752710375
2024-03-14,4.7021166752710375
2024-03-15,5.747031491997934
2024-03-16,6.269488900361383
2024-03-17,6.791946308724832
2024-03-18,5.224574083634486
2024-03-19,5.224574083634486
2024-03-20,7.575632421270004
2024-03-21,6.269488900361383
2024-03-22,7.053175012906555
2024-03-23,9.14300464636035
2024-03-24,7.836861125451728
2024-03-25,6.269488900361383
2024-03-26,5.224574083634486
2024-03-27,6.530717604543107
2024-03-28,8.6205472379969
2024-03-29,7.31440371708828
2024-03-30,6.791946308724832
2024-03-31,7.575632421270004
2024-04-01,5.747031491997934
2024-04-02,4.963345379452761
2024-04-03,4.440887971089313
2024-04-04,4.963345379452761
2024-04-05,5.224574083634486
2024-04-06,6.008260196179658
2024-04-07,6.530717604543107
2024-04-08,4.440887971089313
2024-04-09,4.963345379452761
2024-04-10,4.963345379452761
2024-04-11,4.440887971089313
2024-04-12,4.7021166752710375
2024-04-13,4.7021166752710375
2024-04-14,5.224574083634486
2024-04-15,3.918430562725864
2024-04-16,4.1796592669075885
2024-04-17,4.440887971089313
2024-04-18,4.1796592669075885
2024-04-19,4.440887971089313
2024-04-20,4.963345379452761
2024-04-21,5.747031491997934
2024-04-22,4.7021166752710375
2024-04-23,4.440887971089313
2024-04-24,4.440887971089313
2024-04-25,4.1796592669075885
2024-04-26,4.440887971089313
2024-04-27,6.530717604543107
2024-04-28,6.269488900361383
2024-04-29,8.881775942178626
2024-04-30,8.881775942178626
2024-05-01,6.791946308724832
2024-05-02,13.322663913267938
2024-05-03,26.12287041817243
2024-05-04,16.45740836344863
2024-05-05,10.97160557563242
2024-05-06,7.053175012906555
2024-05-07,6.269488900361383
2024-05-08,5.48580278781621
2024-05-09,5.224574083634486
2024-05-10,4.7021166752710375
2024-05-11,6.008260196179658
2024-05-12,5.747031491997934
2024-05-13,4.7021166752710375
2024-05-14,4.440887971089313
2024-05-15,4.7021166752710375
2024-05-16,4.7021166752710375
2024-05-17,4.7021166752710375
2024-05-18,5.747031491997934
2024-05-19,5.747031491997934
2024-05-20,5.224574083634486
2024-05-21,5.224574083634486
2024-05-22,4.7021166752710375
2024-05-23,7.575632421270004
2024-05-24,8.098089829633453
2024-05-25,6.530717604543107
2024-05-26,6.269488900361383
2024-05-27,7.053175012906555
2024-05-28,5.224574083634486
2024-05-29,6.008260196179658
2024-05-30,4.963345379452761
2024-05-31,4.440887971089313
2024-06-01,4.963345379452761
2024-06-02,5.747031491997934
2024-06-03,4.440887971089313
2024-06-04,4.1796592669075885
2024-06-05,4.1796592669075885
2024-06-06,4.440887971089313
2024-06-07,4.7021166752710375
2024-06-08,4.963345379452761
2024-06-09,4.7021166752710375
2024-06-10,4.1796592669075885
2024-06-11,3.918430562725864
2024-06-12,4.7021166752710375
2024-06-13,4.440887971089313
2024-06-14,4.7021166752710375
2024-06-15,4.963345379452761
2024-06-16,6.008260196179658
2024-06-17,4.1796592669075885
2024-06-18,4.963345379452761
2024-06-19,6.530717604543107
2024-06-20,5.224574083634486
2024-06-21,5.224574083634486
2024-06-22,5.747031491997934
2024-06-23,5.48580278781621
2024-06-24,4.440887971089313
2024-06-25,7.836861125451728
2024-06-26,5.747031491997934
2024-06-27,5.48580278781621
2024-06-28,4.7021166752710375
2024-06-29,5.747031491997934
2024-06-30,5.48580278781621
2024-07-01,4.7021166752710375
2024-07-02,4.963345379452761
2024-07-03,4.440887971089313
2024-07-04,4.963345379452761
2024-07-05,4.7021166752710375
2024-07-06,4.963345379452761
2024-07-07,4.7021166752710375
2024-07-08,6.008260196179658
2024-07-09,4.7021166752710375
2024-07-10,4.1796592669075885
2024-07-11,4.440887971089313
2024-07-12,4.1796592669075885
2024-07-13,4.440887971089313
2024-07-14,4.440887971089313
2024-07-15,3.918430562725864
2024-07-16,3.65720185854414
2024-07-17,4.1796592669075885
2024-07-18,6.008260196179658
2024-07-19,4.963345379452761
2024-07-20,5.224574083634486
2024-07-21,5.747031491997934
2024-07-22,4.1796592669075885
2024-07-23,4.1796592669075885
2024-07-24,4.7021166752710375
2024-07-25,4.440887971089313
2024-07-26,5.747031491997934
2024-07-27,8.6205472379969
2024-07-28,6.269488900361383
2024-07-29,5.48580278781621
2024-07-30,5.224574083634486
2024-07-31,5.48580278781621
2024-08-01,5.48580278781621
2024-08-02,6.008260196179658
2024-08-03,5.747031491997934
2024-08-04,5.48580278781621
2024-08-05,4.7021166752710375
2024-08-06,4.7021166752710375
2024-08-07,8.359318533815177
2024-08-08,5.48580278781621
2024-08-09,5.48580278781621
2024-08-10,5.747031491997934
2024-08-11,6.008260196179658
2024-08-12,4.440887971089313
2024-08-13,4.440887971089313
2024-08-14,4.440887971089313
2024-08-15,4.963345379452761
2024-08-16,4.7021166752710375
2024-08-17,5.747031491997934
2024-08-18,6.065973514545389
2024-08-19,4.457944943723719
2024-08-20,4.209567383307643
2024-08-21,4.209567383307643
2024-08-22,4.150685779145036
2024-08-23,4.706322504139795
2024-08-24,4.954700064555871
2024-08-25,5.451455185388022
2024-08-26,4.150685779145036
2024-08-27,3.90230821872896
2024-08-28,3.961189822891567
2024-08-29,3.961189822891567
2024-08-30,4.706322504139795
2024-08-31,4.954700064555871
2024-09-01,5.203077624971947
2024-09-02,5.451455185388022
2024-09-03,3.90230821872896
2024-09-04,4.150685779145036
2024-09-05,3.90230821872896
2024-09-06,4.457944943723719
2024-09-07,4.706322504139795
2024-09-08,5.013581668718478
2024-09-09,4.150685779145036
2024-09-10,3.961189822891567
2024-09-11,4.457944943723719
2024-09-12,8.66751232703136
2024-09-13,11.765806260349487
2024-09-14,9.105385843700907
2024-09-15,7.307861316625768
2024-09-16,4.954700064555871
2024-09-17,5.063817957984194
2024-09-18,4.828291541333766
2024-09-19,4.710528333008553
2024-09-20,4.592765124683339
2024-09-21,6.594739666211974
2024-09-22,6.005923624585905
