Time,cost
2024-09-30,80.75476655546144
2024-10-01,79.73255432058218
2024-10-02,86.888039964737
2024-10-03,82.79919102521997
2024-10-04,80.75476655546144
2024-10-05,74.6214931461859
2024-10-06,73.59928091130664
2024-10-07,81.7769787903407
2024-10-08,77.68812985082367
2024-10-09,79.73255432058218
2024-10-10,80.75476655546144
2024-10-11,78.71034208570293
2024-10-12,76.66591761594441
2024-10-13,75.64370538106516
2024-10-14,80.75476655546144
2024-10-15,83.82140326009923
2024-10-16,83.82140326009923
2024-10-17,84.84361549497848
2024-10-18,82.79919102521997
2024-10-19,75.64370538106516
2024-10-20,75.64370538106516
2024-10-21,83.82140326009923
2024-10-22,86.888039964737
2024-10-23,93.02131337401255
2024-10-24,86.888039964737
2024-10-25,79.73255432058218
2024-10-26,74.6214931461859
2024-10-27,78.71034208570293
2024-10-28,82.79919102521997
2024-10-29,83.82140326009923
2024-10-30,82.79919102521997
2024-10-31,76.66591761594441
2024-11-01,80.75476655546144
2024-11-02,78.71034208570293
2024-11-03,74.6214931461859
2024-11-04,86.888039964737
2024-11-05,74.6214931461859
2024-11-06,60.31052185787627
2024-11-07,82.79919102521997
2024-11-08,81.7769787903407
2024-11-09,78.71034208570293
2024-11-10,77.68812985082367
2024-11-11,84.84361549497848
2024-11-12,90.97688890425404
2024-11-13,90.97688890425404
2024-11-14,83.82140326009923
2024-11-15,83.82140326009923
2024-11-16,79.73255432058218
2024-11-17,78.71034208570293
2024-11-18,89.95467666937478
2024-11-19,85.86582772985774
2024-11-20,86.888039964737
2024-11-21,85.86582772985774
2024-11-22,83.82140326009923
2024-11-23,76.66591761594441
2024-11-24,79.73255432058218
2024-11-25,82.79919102521997
2024-11-26,84.84361549497848
2024-11-27,77.68812985082367
2024-11-28,64.3993707973933
2024-11-29,69.5104319717896
2024-11-30,74.6214931461859
2024-12-01,74.6214931461859
2024-12-02,80.75476655546144
2024-12-03,84.84361549497848
2024-12-04,88.93246443449551
2024-12-05,86.888039964737
2024-12-06,83.82140326009923
2024-12-07,78.71034208570293
2024-12-08,77.68812985082367
2024-12-09,81.7769787903407
2024-12-10,86.888039964737
2024-12-11,83.82140326009923
2024-12-12,88.93246443449551
2024-12-13,82.79919102521997
2024-12-14,81.7769787903407
2024-12-15,74.6214931461859
2024-12-16,82.79919102521997
2024-12-17,83.82140326009923
2024-12-18,83.82140326009923
2024-12-19,79.73255432058218
2024-12-20,79.73255432058218
2024-12-21,74.6214931461859
2024-12-22,72.57706867642737
2024-12-23,77.68812985082367
2024-12-24,69.5104319717896
2024-12-25,64.3993707973933
2024-12-26,80.75476655546144
2024-12-27,83.82140326009923
2024-12-28,81.7769787903407
2024-12-29,78.71034208570293
2024-12-30,85.86582772985774
2024-12-31,80.75476655546144
2025-01-01,71.55485644154811
2025-01-02,86.888039964737
2025-01-03,91.9991011391333
2025-01-04,91.9991011391333
2025-01-05,84.84361549497848
2025-01-06,84.84361549497848
2025-01-07,88.93246443449551
2025-01-08,90.97688890425404
2025-01-09,87.91025219961625
2025-01-10,81.7769787903407
2025-01-11,84.84361549497848
2025-01-12,83.82140326009923
2025-01-13,88.93246443449551
2025-01-14,90.97688890425404
2025-01-15,91.9991011391333
2025-01-16,96.08795007865032
2025-01-17,94.04352560889181
2025-01-18,89.95467666937478
2025-01-19,84.84361549497848
2025-01-20,87.91025219961625
2025-01-21,89.95467666937478
2025-01-22,87.91025219961625
2025-01-23,97.11016231352959
2025-01-24,91.9991011391333
2025-01-25,84.84361549497848
2025-01-26,93.02131337401255
2025-01-27,93.02131337401255
2025-01-28,90.97688890425404
2025-01-29,91.9991011391333
2025-01-30,89.95467666937478
2025-01-31,93.02131337401255
2025-02-01,86.888039964737
2025-02-02,93.02131337401255
2025-02-03,94.04352560889181
2025-02-04,93.02131337401255
2025-02-05,90.97688890425404
2025-02-06,90.97688890425404
2025-02-07,88.93246443449551
2025-02-08,87.91025219961625
2025-02-09,85.86582772985774
2025-02-10,96.08795007865032
2025-02-11,94.04352560889181
2025-02-12,89.95467666937478
2025-02-13,89.95467666937478
2025-02-14,86.888039964737
2025-02-15,85.86582772985774
2025-02-16,87.91025219961625
2025-02-17,94.04352560889181
2025-02-18,95.06573784377107
2025-02-19,93.02131337401255
2025-02-20,93.02131337401255
2025-02-21,97.11016231352959
2025-02-22,96.08795007865032
2025-02-23,88.93246443449551
2025-02-24,98.13237454840885
2025-02-25,96.08795007865032
2025-02-26,95.06573784377107
2025-02-27,95.06573784377107
2025-02-28,95.06573784377107
2025-03-01,88.93246443449551
2025-03-02,89.95467666937478
2025-03-03,96.08795007865032
2025-03-04,95.06573784377107
2025-03-05,88.93246443449551
2025-03-06,96.08795007865032
2025-03-07,88.93246443449551
2025-03-08,93.02131337401255
2025-03-09,91.9991011391333
2025-03-10,94.04352560889181
2025-03-11,93.02131337401255
2025-03-12,94.04352560889181
2025-03-13,94.04352560889181
2025-03-14,88.93246443449551
2025-03-15,90.97688890425404
2025-03-16,91.9991011391333
2025-03-17,98.13237454840885
2025-03-18,91.9991011391333
2025-03-19,94.04352560889181
2025-03-20,89.95467666937478
2025-03-21,89.95467666937478
2025-03-22,96.08795007865032
2025-03-23,96.08795007865032
2025-03-24,96.08795007865032
2025-03-25,97.11016231352959
2025-03-26,91.9991011391333
2025-03-27,97.11016231352959
2025-03-28,90.97688890425404
2025-03-29,89.95467666937478
2025-03-30,94.04352560889181
2025-03-31,91.9991011391333
2025-04-01,98.13237454840885
2025-04-02,97.11016231352959
2025-04-03,98.13237454840885
2025-04-04,93.02131337401255
2025-04-05,94.04352560889181
2025-04-06,93.02131337401255
2025-04-07,97.11016231352959
2025-04-08,95.06573784377107
2025-04-09,96.08795007865032
2025-04-10,98.13237454840885
2025-04-11,94.04352560889181
2025-04-12,90.97688890425404
2025-04-13,91.9991011391333
2025-04-14,99.15458678328811
2025-04-15,99.6821801948387
2025-04-16,96.08795007865032
2025-04-17,91.71881713924705
2025-04-18,88.12458702305868
2025-04-19,83.7554540836554
2025-04-20,83.7554540836554
2025-04-21,99.17107407739906
2025-04-22,94.29083502055614
2025-04-23,93.00482607990159
2025-04-24,91.20771102180743
2025-04-25,88.63569314049832
2025-04-26,85.04146302430995
2025-04-27,85.55256914174959
2025-04-28,100.45708301805362
2025-04-29,99.17107407739906
2025-04-30,96.08795007865032
2025-05-01,99.17107407739906
2025-05-02,93.51593219734121
2025-05-03,93.00482607990159
2025-05-04,97.88506513674452
2025-05-05,97.37395901930488
2025-05-06,97.37395901930488
2025-05-07,94.80194113799578
2025-05-08,94.80194113799578
2025-05-09,97.37395901930488
2025-05-10,88.63569314049832
2025-05-11,89.92170208115286
2025-05-12,102.25419807614779
2025-05-13,102.25419807614779
2025-05-14,102.2871726643697
2025-05-15,92.98833878579063
2025-05-16,92.98833878579063
2025-05-17,88.33892184650111
2025-05-18,82.13969926078173
2025-05-19,94.53814443222048
2025-05-20,92.98833878579063
2025-05-21,96.08795007865032
2025-05-22,96.08795007865032
2025-05-23,89.88872749293095
2025-05-24,86.78911620007126
2025-05-25,88.33892184650111
2025-05-26,89.88872749293095
2025-05-27,94.53814443222048
2025-05-28,100.73736701793986
2025-05-29,96.08795007865032
2025-05-30,94.53814443222048
2025-05-31,91.4385331393608
2025-06-01,91.4385331393608
2025-06-02,100.73736701793986
2025-06-03,97.63775572508017
2025-06-04,96.08795007865032
2025-06-05,96.08795007865032
2025-06-06,89.88872749293095
2025-06-07,94.53814443222048
2025-06-08,94.53814443222048
2025-06-09,99.18756137151001
2025-06-10,100.73736701793986
2025-06-11,99.18756137151001
2025-06-12,100.73736701793986
2025-06-13,91.4385331393608
2025-06-14,91.4385331393608
2025-06-15,89.88872749293095
2025-06-16,97.63775572508017
2025-06-17,96.08795007865032
2025-06-18,96.08795007865032
2025-06-19,96.08795007865032
2025-06-20,97.63775572508017
2025-06-21,99.18756137151001
2025-06-22,92.98833878579063
2025-06-23,96.08795007865032
2025-06-24,102.2871726643697
2025-06-25,102.2871726643697
2025-06-26,99.18756137151001
2025-06-27,99.18756137151001
2025-06-28,100.73736701793986
2025-06-29,97.63775572508017
2025-06-30,100.73736701793986
2025-07-01,94.53814443222048
2025-07-02,102.2871726643697
2025-07-03,96.08795007865032
2025-07-04,86.78911620007126
2025-07-05,99.18756137151001
2025-07-06,99.18756137151001
2025-07-07,103.83697831079955
2025-07-08,108.48639525008907
2025-07-09,103.83697831079955
2025-07-10,103.83697831079955
2025-07-11,105.3867839572294
2025-07-12,103.83697831079955
2025-07-13,102.2871726643697
2025-07-14,111.58600654294877
2025-07-15,105.3867839572294
2025-07-16,106.93658960365923
2025-07-17,117.78522912866813
2025-07-18,102.2871726643697
2025-07-19,128.63386865367704
2025-07-20,130.1836743001069
2025-07-21,131.73347994653673
2025-07-22,120.88484042152783
2025-07-23,113.13581218937861
2025-07-24,111.58600654294877
2025-07-25,117.78522912866813
2025-07-26,119.33503477509798
2025-07-27,122.43464606795767
2025-07-28,119.33503477509798
2025-07-29,144.1319251179755
2025-07-30,154.9805646429844
2025-07-31,153.43075899655454
2025-08-01,128.63386865367704
2025-08-02,100.73736701793986
2025-08-03,100.73736701793986
2025-08-04,108.48639525008907
2025-08-05,106.93658960365923
2025-08-06,113.13581218937861
2025-08-07,113.13581218937861
2025-08-08,111.58600654294877
2025-08-09,117.78522912866813
2025-08-10,114.68561783580846
2025-08-11,117.78522912866813
2025-08-12,106.93658960365923
2025-08-13,100.73736701793986
2025-08-14,100.73736701793986
2025-08-15,100.73736701793986
2025-08-16,99.18756137151001
2025-08-17,94.53814443222048
2025-08-18,103.83697831079955
2025-08-19,100.73736701793986
2025-08-20,102.2871726643697
2025-08-21,100.73736701793986
2025-08-22,94.53814443222048
2025-08-23,97.63775572508017
2025-08-24,99.18756137151001
2025-08-25,103.83697831079955
2025-08-26,103.83697831079955
2025-08-27,105.3867839572294
2025-08-28,96.08795007865032
2025-08-29,92.98833878579063
2025-08-30,92.98833878579063
2025-08-31,92.98833878579063
2025-09-01,100.73736701793986
2025-09-02,99.18756137151001
2025-09-03,105.3867839572294
2025-09-04,97.63775572508017
2025-09-05,92.98833878579063
2025-09-06,89.88872749293095
2025-09-07,92.98833878579063
2025-09-08,100.73736701793986
2025-09-09,100.73736701793986
2025-09-10,89.88872749293095
2025-09-11,91.4385331393608
2025-09-12,89.88872749293095
2025-09-13,85.23931055364142
2025-09-14,82.13969926078173
2025-09-15,94.53814443222048
2025-09-16,97.63775572508017
2025-09-17,96.08795007865032
2025-09-18,91.4385331393608
2025-09-19,97.63775572508017
2025-09-20,97.63775572508017
2025-09-21,94.53814443222048
2025-09-22,106.93658960365923
2025-09-23,105.3867839572294
2025-09-24,102.2871726643697
2025-09-25,100.73736701793986
2025-09-26,97.63775572508017
2025-09-27,92.98833878579063
2025-09-28,89.88872749293095
2025-09-29,105.3867839572294
2025-09-30,102.2871726643697
2025-10-01,97.63775572508017
2025-10-02,96.08795007865032
2025-10-03,96.08795007865032
2025-10-04,80.5898936143519
2025-10-05,83.68950490721157
2025-10-06,94.53814443222048
2025-10-07,100.73736701793986
2025-10-08,99.18756137151001
2025-10-09,94.53814443222048
2025-10-10,89.88872749293095
2025-10-11,88.33892184650111
2025-10-12,85.23931055364142
2025-10-13,100.73736701793986
2025-10-14,100.73736701793986
2025-10-15,100.73736701793986
2025-10-16,97.63775572508017
2025-10-17,99.18756137151001
2025-10-18,89.88872749293095
2025-10-19,88.33892184650111
2025-10-20,102.2871726643697
2025-10-21,102.2871726643697
2025-10-22,100.73736701793986
2025-10-23,102.2871726643697
2025-10-24,97.63775572508017
2025-10-25,86.78911620007126
2025-10-26,89.88872749293095
2025-10-27,103.83697831079955
2025-10-28,97.63775572508017
2025-10-29,100.73736701793986
2025-10-30,103.83697831079955
2025-10-31,94.53814443222048
2025-11-01,97.63775572508017
2025-11-02,97.63775572508017
2025-11-03,114.68561783580846
2025-11-04,105.3867839572294
2025-11-05,106.93658960365923
2025-11-06,113.13581218937861
2025-11-07,110.03620089651892
2025-11-08,106.93658960365923
2025-11-09,100.73736701793986
2025-11-10,108.48639525008907
2025-11-11,116.2354234822383
2025-11-12,122.43464606795767
2025-11-13,117.78522912866813
2025-11-14,113.13581218937861
2025-11-15,99.18756137151001
2025-11-16,100.73736701793986
2025-11-17,114.68561783580846
2025-11-18,111.58600654294877
2025-11-19,114.68561783580846
2025-11-20,110.03620089651892
2025-11-21,108.48639525008907
2025-11-22,102.2871726643697
2025-11-23,102.2871726643697
2025-11-24,106.93658960365923
2025-11-25,108.48639525008907
2025-11-26,110.03620089651892
2025-11-27,92.98833878579063
2025-11-28,103.83697831079955
2025-11-29,108.48639525008907
2025-11-30,110.03620089651892
2025-12-01,119.33503477509798
2025-12-02,120.88484042152783
2025-12-03,123.98445171438752
2025-12-04,125.53425736081736
2025-12-05,117.78522912866813
2025-12-06,114.68561783580846
2025-12-07,110.03620089651892
2025-12-08,122.43464606795767
2025-12-09,123.98445171438752
2025-12-10,125.53425736081736
2025-12-11,114.42731689473682
2025-12-12,112.92056140515226
2025-12-13,109.13214760276819
2025-12-14,96.34625101972196
2025-12-15,106.89353944681397
2025-12-16,103.88002846764482
2025-12-17,108.40029493639854
2025-12-18,119.67943602986017
2025-12-19,103.88002846764482
2025-12-20,102.37327297806026
2025-12-21,100.8665174884757
2025-12-22,103.88002846764482
2025-12-23,108.40029493639854
2025-12-24,94.10764286376775
2025-12-25,85.06710992626033
2025-12-26,103.88002846764482
2025-12-27,112.92056140515226
2025-12-28,108.40029493639854
2025-12-29,110.63890309235276
2025-12-30,115.9340723843214
2025-12-31,105.3867839572294
2026-01-01,102.37327297806026
2026-01-02,111.41380591556768
2026-01-03,114.42731689473682
2026-01-04,112.14565858193733
2026-01-05,112.92056140515226
2026-01-06,118.94758336349054
2026-01-07,115.15916956110647
2026-01-08,112.14565858193733
2026-01-09,117.09642661914378
2026-01-10,112.70531062092589
2026-01-11,106.8504892899687
2026-01-12,121.48754261736167
2026-01-13,125.87865861557957
2026-01-14,121.48754261736167
2026-01-15,122.95124795010096
2026-01-16,117.09642661914378
2026-01-17,117.09642661914378
2026-01-18,114.16901595366518
2026-01-19,121.48754261736167
2026-01-20,124.41495328284027
2026-01-21,127.34236394831886
2026-01-22,124.41495328284027
2026-01-23,112.70531062092589
2026-01-24,111.24160528818659
2026-01-25,106.8504892899687
2026-01-26,114.16901595366518
2026-01-27,121.48754261736167
2026-01-28,121.48754261736167
2026-01-29,124.41495328284027
2026-01-30,130.26977461379747
2026-01-31,124.41495328284027
2026-02-01,140.51571194297253
2026-02-02,130.26977461379747
2026-02-03,130.26977461379747
2026-02-04,130.26977461379747
2026-02-05,125.87865861557957
2026-02-06,122.95124795010096
2026-02-07,115.63272128640449
2026-02-08,117.09642661914378
2026-02-09,118.56013195188308
2026-02-10,121.48754261736167
2026-02-11,121.48754261736167
2026-02-12,115.63272128640449
2026-02-13,117.09642661914378
2026-02-14,114.16901595366518
2026-02-15,127.34236394831886
2026-02-16,134.66089061201535
2026-02-17,124.41495328284027
2026-02-18,125.87865861557957
2026-02-19,128.80606928105817
2026-02-20,122.95124795010096
2026-02-21,124.41495328284027
2026-02-22,122.95124795010096
2026-02-23,134.66089061201535
2026-02-24,133.19718527927606
2026-02-25,127.34236394831886
2026-02-26,133.19718527927606
2026-02-27,139.05200661023324
2026-02-28,117.09642661914378
2026-03-01,121.48754261736167
2026-03-02,139.05200661023324
2026-03-03,146.37053327392974
2026-03-04,136.12459594475465
2026-03-05,134.66089061201535
2026-03-06,127.34236394831886
2026-03-07,128.80606928105817
2026-03-08,131.73347994653676
2026-03-09,136.12459594475465
2026-03-10,133.19718527927606
2026-03-11,133.19718527927606
2026-03-12,137.58830127749394
2026-03-13,127.34236394831886
2026-03-14,130.26977461379747
2026-03-15,127.34236394831886
2026-03-16,130.26977461379747
2026-03-17,139.05200661023324
2026-03-18,134.66089061201535
2026-03-19,133.19718527927606
2026-03-20,137.58830127749394
2026-03-21,141.97941727571182
2026-03-22,130.26977461379747
2026-03-23,144.90682794119044
2026-03-24,131.73347994653676
2026-03-25,134.66089061201535
2026-03-26,133.19718527927606
2026-03-27,131.73347994653676
2026-03-28,124.41495328284027
2026-03-29,128.80606928105817
2026-03-30,131.73347994653676
2026-03-31,128.80606928105817
2026-04-01,139.05200661023324
2026-04-02,127.34236394831886
2026-04-03,124.41495328284027
2026-04-04,115.63272128640449
2026-04-05,118.56013195188308
2026-04-06,134.66089061201535
2026-04-07,130.26977461379747
2026-04-08,124.41495328284027
2026-04-09,136.12459594475465
2026-04-10,127.34236394831886
2026-04-11,124.41495328284027
2026-04-12,124.41495328284027
2026-04-13,124.41495328284027
2026-04-14,137.58830127749394
2026-04-15,124.41495328284027
2026-04-16,127.34236394831886
2026-04-17,139.05200661023324
2026-04-18,120.02383728462237
2026-04-19,124.41495328284027
2026-04-20,125.87865861557957
2026-04-21,124.41495328284027
2026-04-22,127.34236394831886
2026-04-23,130.26977461379747
2026-04-24,121.48754261736167
2026-04-25,114.16901595366518
2026-04-26,118.56013195188308
2026-04-27,121.48754261736167
2026-04-28,122.95124795010096
2026-04-29,125.87865861557957
2026-04-30,131.73347994653676
2026-05-01,130.26977461379747
2026-05-02,125.87865861557957
2026-05-03,122.95124795010096
2026-05-04,124.41495328284027
2026-05-05,127.34236394831886
2026-05-06,122.95124795010096
2026-05-07,130.26977461379747
2026-05-08,118.56013195188308
2026-05-09,112.70531062092589
2026-05-10,106.8504892899687
2026-05-11,122.95124795010096
2026-05-12,127.34236394831886
2026-05-13,125.87865861557957
2026-05-14,127.34236394831886
2026-05-15,122.95124795010096
2026-05-16,122.95124795010096
2026-05-17,121.48754261736167
2026-05-18,121.48754261736167
2026-05-19,125.87865861557957
2026-05-20,122.95124795010096
2026-05-21,120.02383728462237
2026-05-22,121.48754261736167
2026-05-23,124.41495328284027
2026-05-24,114.16901595366518
2026-05-25,114.16901595366518
2026-05-26,125.87865861557957
2026-05-27,125.87865861557957
2026-05-28,125.87865861557957
2026-05-29,125.87865861557957
2026-05-30,120.02383728462237
2026-05-31,133.19718527927606
