Time,liquor_store_near_me
2024-09-22,35.97679552586603
2024-09-23,13.837229048410011
2024-09-24,11.069783238728009
2024-09-25,11.069783238728009
2024-09-26,16.604674858092014
2024-09-27,20.755843572615017
2024-09-28,34.59307262102503
2024-09-29,34.59307262102503
2024-09-30,13.837229048410011
2024-10-01,12.45350614356901
2024-10-02,11.069783238728009
2024-10-03,15.220951953251012
2024-10-04,20.755843572615017
2024-10-05,35.97679552586603
2024-10-06,34.59307262102503
2024-10-07,13.837229048410011
2024-10-08,12.45350614356901
2024-10-09,15.220951953251012
2024-10-10,15.220951953251012
2024-10-11,22.139566477456018
2024-10-12,37.36051843070703
2024-10-13,37.36051843070703
2024-10-14,16.604674858092014
2024-10-15,11.069783238728009
2024-10-16,11.069783238728009
2024-10-17,13.837229048410011
2024-10-18,20.755843572615017
2024-10-19,37.36051843070703
2024-10-20,35.97679552586603
2024-10-21,13.837229048410011
2024-10-22,11.069783238728009
2024-10-23,11.069783238728009
2024-10-24,13.837229048410011
2024-10-25,20.755843572615017
2024-10-26,35.97679552586603
2024-10-27,34.59307262102503
2024-10-28,12.45350614356901
2024-10-29,9.686060333887008
2024-10-30,12.45350614356901
2024-10-31,16.604674858092014
2024-11-01,24.90701228713802
2024-11-02,33.20934971618403
2024-11-03,31.825626811343025
2024-11-04,13.837229048410011
2024-11-05,12.45350614356901
2024-11-06,8.302337429046007
2024-11-07,12.45350614356901
2024-11-08,17.988397762933015
2024-11-09,31.825626811343025
2024-11-10,33.20934971618403
2024-11-11,16.604674858092014
2024-11-12,11.069783238728009
2024-11-13,11.069783238728009
2024-11-14,11.069783238728009
2024-11-15,16.604674858092014
2024-11-16,29.058181001661023
2024-11-17,31.825626811343025
2024-11-18,15.220951953251012
2024-11-19,11.069783238728009
2024-11-20,11.069783238728009
2024-11-21,12.45350614356901
2024-11-22,16.604674858092014
2024-11-23,31.825626811343025
2024-11-24,34.59307262102503
2024-11-25,17.988397762933015
2024-11-26,15.220951953251012
2024-11-27,34.59307262102503
2024-11-28,138.37229048410012
2024-11-29,40.12796424038903
2024-11-30,27.674458096820022
2024-12-01,27.674458096820022
2024-12-02,12.45350614356901
2024-12-03,9.686060333887008
2024-12-04,11.069783238728009
2024-12-05,12.45350614356901
2024-12-06,16.604674858092014
2024-12-07,30.441903906502024
2024-12-08,30.441903906502024
2024-12-09,15.220951953251012
2024-12-10,12.45350614356901
2024-12-11,12.45350614356901
2024-12-12,15.220951953251012
2024-12-13,17.988397762933015
2024-12-14,33.20934971618403
2024-12-15,33.20934971618403
2024-12-16,16.604674858092014
2024-12-17,15.220951953251012
2024-12-18,16.604674858092014
2024-12-19,17.988397762933015
2024-12-20,23.52328938229702
2024-12-21,35.97679552586603
2024-12-22,42.895410050071035
2024-12-23,37.36051843070703
2024-12-24,77.48848267109607
2024-12-25,116.23272400664409
2024-12-26,29.058181001661023
2024-12-27,22.139566477456018
2024-12-28,29.058181001661023
2024-12-29,33.20934971618403
2024-12-30,24.90701228713802
2024-12-31,56.732639098481044
2025-01-01,62.26753071784505
2025-01-02,16.604674858092014
2025-01-03,13.837229048410011
2025-01-04,22.139566477456018
2025-01-05,26.29073519197902
2025-01-06,15.220951953251012
2025-01-07,9.686060333887008
2025-01-08,9.686060333887008
2025-01-09,11.069783238728009
2025-01-10,16.604674858092014
2025-01-11,22.139566477456018
2025-01-12,23.52328938229702
2025-01-13,12.45350614356901
2025-01-14,9.686060333887008
2025-01-15,11.069783238728009
2025-01-16,11.069783238728009
2025-01-17,15.220951953251012
2025-01-18,24.90701228713802
2025-01-19,27.674458096820022
2025-01-20,17.988397762933015
2025-01-21,11.069783238728009
2025-01-22,11.069783238728009
2025-01-23,11.069783238728009
2025-01-24,13.837229048410011
2025-01-25,23.52328938229702
2025-01-26,26.29073519197902
2025-01-27,12.45350614356901
2025-01-28,9.686060333887008
2025-01-29,9.686060333887008
2025-01-30,11.069783238728009
2025-01-31,15.220951953251012
2025-02-01,24.90701228713802
2025-02-02,26.29073519197902
2025-02-03,12.45350614356901
2025-02-04,9.686060333887008
2025-02-05,9.686060333887008
2025-02-06,9.686060333887008
2025-02-07,13.837229048410011
2025-02-08,27.674458096820022
2025-02-09,34.59307262102503
2025-02-10,12.45350614356901
2025-02-11,9.686060333887008
2025-02-12,9.686060333887008
2025-02-13,11.069783238728009
2025-02-14,20.755843572615017
2025-02-15,33.20934971618403
2025-02-16,30.441903906502024
2025-02-17,17.988397762933015
2025-02-18,11.069783238728009
2025-02-19,11.069783238728009
2025-02-20,11.069783238728009
2025-02-21,15.220951953251012
2025-02-22,26.29073519197902
2025-02-23,29.058181001661023
2025-02-24,13.837229048410011
2025-02-25,9.686060333887008
2025-02-26,9.686060333887008
2025-02-27,11.069783238728009
2025-02-28,16.604674858092014
2025-03-01,29.058181001661023
2025-03-02,29.058181001661023
2025-03-03,13.837229048410011
2025-03-04,11.069783238728009
2025-03-05,9.686060333887008
2025-03-06,11.069783238728009
2025-03-07,15.220951953251012
2025-03-08,27.674458096820022
2025-03-09,31.825626811343025
2025-03-10,15.220951953251012
2025-03-11,11.069783238728009
2025-03-12,11.069783238728009
2025-03-13,13.837229048410011
2025-03-14,16.604674858092014
2025-03-15,31.825626811343025
2025-03-16,34.59307262102503
2025-03-17,15.220951953251012
2025-03-18,11.069783238728009
2025-03-19,11.069783238728009
2025-03-20,12.45350614356901
2025-03-21,16.604674858092014
2025-03-22,29.058181001661023
2025-03-23,31.825626811343025
2025-03-24,13.837229048410011
2025-03-25,11.069783238728009
2025-03-26,11.069783238728009
2025-03-27,12.45350614356901
2025-03-28,19.372120667774016
2025-03-29,31.825626811343025
2025-03-30,31.825626811343025
2025-03-31,13.837229048410011
2025-04-01,11.069783238728009
2025-04-02,11.069783238728009
2025-04-03,12.45350614356901
2025-04-04,17.988397762933015
2025-04-05,29.058181001661023
2025-04-06,31.825626811343025
2025-04-07,13.837229048410011
2025-04-08,11.069783238728009
2025-04-09,11.069783238728009
2025-04-10,12.45350614356901
2025-04-11,17.988397762933015
2025-04-12,33.20934971618403
2025-04-13,33.20934971618403
2025-04-14,13.837229048410011
2025-04-15,11.036120325550058
2025-04-16,11.647367959570733
2025-04-17,14.945447584873579
2025-04-18,20.769131564658945
2025-04-19,35.714579149532526
2025-04-20,54.488740175329795
2025-04-21,16.859804305335423
2025-04-22,11.036120325550058
2025-04-23,11.647367959570733
2025-04-24,13.642338498432405
2025-04-25,19.466022478217774
2025-04-26,33.108360976650175
2025-04-27,33.719608610670846
2025-04-28,14.253586132453078
2025-04-29,12.339229411991234
2025-04-30,12.339229411991234
2025-05-01,14.945447584873579
2025-05-02,19.466022478217774
2025-05-03,31.805251890209004
2025-05-04,32.41649952422968
2025-05-05,15.556695218894252
2025-05-06,14.253586132453078
2025-05-07,11.036120325550058
2025-05-08,13.642338498432405
2025-05-09,18.1629133917766
2025-05-10,34.41147006309135
2025-05-11,42.841372215759066
2025-05-12,15.556695218894252
2025-05-13,9.733011239108887
2025-05-14,11.036120325550058
2025-05-15,13.4474479484548
2025-05-16,19.559924288661527
2025-05-17,34.22986750515767
2025-05-18,35.45236277319902
2025-05-19,15.892438484537491
2025-05-20,12.224952680413455
2025-05-21,13.4474479484548
2025-05-22,13.4474479484548
2025-05-23,22.00491482474422
2025-05-24,37.89735330928171
2025-05-25,46.45482018557113
2025-05-26,44.00982964948844
2025-05-27,14.669943216496145
2025-05-28,12.224952680413455
2025-05-29,13.4474479484548
2025-05-30,18.33742902062018
2025-05-31,33.00737223711633
2025-06-01,34.22986750515767
2025-06-02,14.669943216496145
2025-06-03,12.224952680413455
2025-06-04,12.224952680413455
2025-06-05,14.669943216496145
2025-06-06,22.00491482474422
2025-06-07,33.00737223711633
2025-06-08,34.22986750515767
2025-06-09,15.892438484537491
2025-06-10,12.224952680413455
2025-06-11,13.4474479484548
2025-06-12,17.114933752578835
2025-06-13,22.00491482474422
2025-06-14,33.00737223711633
2025-06-15,41.564839113405746
2025-06-16,18.33742902062018
2025-06-17,13.4474479484548
2025-06-18,13.4474479484548
2025-06-19,19.559924288661527
2025-06-20,23.227410092785565
2025-06-21,35.45236277319902
2025-06-22,34.22986750515767
2025-06-23,17.114933752578835
2025-06-24,13.4474479484548
2025-06-25,11.00245741237211
2025-06-26,14.669943216496145
2025-06-27,20.782419556702873
2025-06-28,33.00737223711633
2025-06-29,35.45236277319902
2025-06-30,18.33742902062018
2025-07-01,13.4474479484548
2025-07-02,17.114933752578835
2025-07-03,30.562381701033637
2025-07-04,77.01720188660477
2025-07-05,42.78733438144709
2025-07-06,35.45236277319902
2025-07-07,17.114933752578835
2025-07-08,12.224952680413455
2025-07-09,13.4474479484548
2025-07-10,15.892438484537491
2025-07-11,20.782419556702873
2025-07-12,34.22986750515767
2025-07-13,36.67485804124036
2025-07-14,17.114933752578835
2025-07-15,13.4474479484548
2025-07-16,14.669943216496145
2025-07-17,15.892438484537491
2025-07-18,22.00491482474422
2025-07-19,35.45236277319902
2025-07-20,36.67485804124036
2025-07-21,18.33742902062018
2025-07-22,12.224952680413455
2025-07-23,13.4474479484548
2025-07-24,17.114933752578835
2025-07-25,20.782419556702873
2025-07-26,33.00737223711633
2025-07-27,36.67485804124036
2025-07-28,17.114933752578835
2025-07-29,12.224952680413455
2025-07-30,12.224952680413455
2025-07-31,15.892438484537491
2025-08-01,19.559924288661527
2025-08-02,36.67485804124036
2025-08-03,34.22986750515767
2025-08-04,17.114933752578835
2025-08-05,13.4474479484548
2025-08-06,13.4474479484548
2025-08-07,15.892438484537491
2025-08-08,22.00491482474422
2025-08-09,36.67485804124036
2025-08-10,37.89735330928171
2025-08-11,18.33742902062018
2025-08-12,14.669943216496145
2025-08-13,13.4474479484548
2025-08-14,15.892438484537491
2025-08-15,20.782419556702873
2025-08-16,36.67485804124036
2025-08-17,37.89735330928171
2025-08-18,15.892438484537491
2025-08-19,11.00245741237211
2025-08-20,12.224952680413455
2025-08-21,15.892438484537491
2025-08-22,18.33742902062018
2025-08-23,34.22986750515767
2025-08-24,34.22986750515767
2025-08-25,15.892438484537491
2025-08-26,12.224952680413455
2025-08-27,11.00245741237211
2025-08-28,14.669943216496145
2025-08-29,22.00491482474422
2025-08-30,36.67485804124036
2025-08-31,46.45482018557113
2025-09-01,36.67485804124036
2025-09-02,12.224952680413455
2025-09-03,11.00245741237211
2025-09-04,12.224952680413455
2025-09-05,17.114933752578835
2025-09-06,29.33988643299229
2025-09-07,28.117391164950945
2025-09-08,12.224952680413455
2025-09-09,9.779962144330764
2025-09-10,9.779962144330764
2025-09-11,12.224952680413455
2025-09-12,17.114933752578835
2025-09-13,30.562381701033637
2025-09-14,31.784876969074983
2025-09-15,12.224952680413455
2025-09-16,9.779962144330764
2025-09-17,9.779962144330764
2025-09-18,12.224952680413455
2025-09-19,17.114933752578835
2025-09-20,31.784876969074983
2025-09-21,29.33988643299229
2025-09-22,12.224952680413455
2025-09-23,9.779962144330764
2025-09-24,9.779962144330764
2025-09-25,11.00245741237211
2025-09-26,17.114933752578835
2025-09-27,30.562381701033637
2025-09-28,31.784876969074983
2025-09-29,12.224952680413455
2025-09-30,9.779962144330764
2025-10-01,9.779962144330764
2025-10-02,11.00245741237211
2025-10-03,17.114933752578835
2025-10-04,28.117391164950945
2025-10-05,29.33988643299229
2025-10-06,11.00245741237211
2025-10-07,9.779962144330764
2025-10-08,9.779962144330764
2025-10-09,12.224952680413455
2025-10-10,17.114933752578835
2025-10-11,29.33988643299229
2025-10-12,29.33988643299229
2025-10-13,14.669943216496145
2025-10-14,11.00245741237211
2025-10-15,11.00245741237211
2025-10-16,12.224952680413455
2025-10-17,18.33742902062018
2025-10-18,31.784876969074983
2025-10-19,29.33988643299229
2025-10-20,11.00245741237211
2025-10-21,8.557466876289418
2025-10-22,9.779962144330764
2025-10-23,11.00245741237211
2025-10-24,17.114933752578835
2025-10-25,29.33988643299229
2025-10-26,30.562381701033637
2025-10-27,11.00245741237211
2025-10-28,8.557466876289418
2025-10-29,9.779962144330764
2025-10-30,12.224952680413455
2025-10-31,23.227410092785565
2025-11-01,37.89735330928171
2025-11-02,26.8948958969096
2025-11-03,13.4474479484548
2025-11-04,8.557466876289418
2025-11-05,8.557466876289418
2025-11-06,11.00245741237211
2025-11-07,14.669943216496145
2025-11-08,26.8948958969096
2025-11-09,26.8948958969096
2025-11-10,11.00245741237211
2025-11-11,9.779962144330764
2025-11-12,9.779962144330764
2025-11-13,11.00245741237211
2025-11-14,14.669943216496145
2025-11-15,28.117391164950945
2025-11-16,26.8948958969096
2025-11-17,11.00245741237211
2025-11-18,8.557466876289418
2025-11-19,11.00245741237211
2025-11-20,11.00245741237211
2025-11-21,15.892438484537491
2025-11-22,28.117391164950945
2025-11-23,30.562381701033637
2025-11-24,15.892438484537491
2025-11-25,13.4474479484548
2025-11-26,30.562381701033637
2025-11-27,122.24952680413455
2025-11-28,37.89735330928171
2025-11-29,25.672400628868253
2025-11-30,24.44990536082691
2025-12-01,12.224952680413455
2025-12-02,9.779962144330764
2025-12-03,9.779962144330764
2025-12-04,11.00245741237211
2025-12-05,13.4474479484548
2025-12-06,26.8948958969096
2025-12-07,25.672400628868253
2025-12-08,13.4474479484548
2025-12-09,9.779962144330764
2025-12-10,11.00245741237211
2025-12-11,11.274478610758273
2025-12-12,15.64388578169837
2025-12-13,28.01071618519166
2025-12-14,28.01071618519166
2025-12-15,13.45918219622832
2025-12-16,10.79337445204392
2025-12-17,12.366830403493296
2025-12-18,15.64388578169837
2025-12-19,19.40204531861779
2025-12-20,29.584172136641037
2025-12-21,33.342331673560466
2025-12-22,21.58674890408784
2025-12-23,25.826012599721615
2025-12-24,67.29591098114159
2025-12-25,96.39897895906829
2025-12-26,28.01071618519166
2025-12-27,23.64130901425157
2025-12-28,26.91836439245664
2025-12-29,18.309693525882768
2025-12-30,17.21734173314774
2025-12-31,50.078569247993855
2026-01-01,61.9642954927728
2026-01-02,18.309693525882768
2026-01-03,18.790797684597116
2026-01-04,19.883149477332143
2026-01-05,11.274478610758273
2026-01-06,8.60867086657387
2026-01-07,9.701022659308896
2026-01-08,9.701022659308896
2026-01-09,12.366830403493296
2026-01-10,20.20637466600276
2026-01-11,23.092999618288868
2026-01-12,10.584291491715732
2026-01-13,8.659874856858325
2026-01-14,8.659874856858325
2026-01-15,9.622083174287027
2026-01-16,14.433124761430543
2026-01-17,23.092999618288868
2026-01-18,24.055207935717572
2026-01-19,17.31974971371665
2026-01-20,9.622083174287027
2026-01-21,8.659874856858325
2026-01-22,8.659874856858325
2026-01-23,14.433124761430543
2026-01-24,25.017416253146273
2026-01-25,29.828457840289786
2026-01-26,15.395333078859245
2026-01-27,10.584291491715732
2026-01-28,8.659874856858325
2026-01-29,9.622083174287027
2026-01-30,12.508708126573136
2026-01-31,23.092999618288868
2026-02-01,22.130791300860164
2026-02-02,10.584291491715732
2026-02-03,8.659874856858325
2026-02-04,8.659874856858325
2026-02-05,10.584291491715732
2026-02-06,13.47091644400184
2026-02-07,23.092999618288868
2026-02-08,28.866249522861086
2026-02-09,10.584291491715732
2026-02-10,7.697666539429623
2026-02-11,8.659874856858325
2026-02-12,9.622083174287027
2026-02-13,15.395333078859245
2026-02-14,26.94183288800368
2026-02-15,27.90404120543238
2026-02-16,14.433124761430543
2026-02-17,8.659874856858325
2026-02-18,9.622083174287027
2026-02-19,9.622083174287027
2026-02-20,13.47091644400184
2026-02-21,22.130791300860164
2026-02-22,25.017416253146273
2026-02-23,14.433124761430543
2026-02-24,10.584291491715732
2026-02-25,9.622083174287027
2026-02-26,10.584291491715732
2026-02-27,14.433124761430543
2026-02-28,23.092999618288868
2026-03-01,26.94183288800368
2026-03-02,11.546499809144434
2026-03-03,8.659874856858325
2026-03-04,9.622083174287027
2026-03-05,10.584291491715732
2026-03-06,14.433124761430543
2026-03-07,25.017416253146273
2026-03-08,26.94183288800368
2026-03-09,14.433124761430543
2026-03-10,9.622083174287027
2026-03-11,9.622083174287027
2026-03-12,11.546499809144434
2026-03-13,16.35754139628795
2026-03-14,28.866249522861086
2026-03-15,29.828457840289786
2026-03-16,14.433124761430543
2026-03-17,10.584291491715732
2026-03-18,11.546499809144434
2026-03-19,11.546499809144434
2026-03-20,16.35754139628795
2026-03-21,26.94183288800368
2026-03-22,27.90404120543238
2026-03-23,13.47091644400184
2026-03-24,9.622083174287027
2026-03-25,10.584291491715732
2026-03-26,11.546499809144434
2026-03-27,15.395333078859245
2026-03-28,25.979624570574977
2026-03-29,29.828457840289786
2026-03-30,12.508708126573136
2026-03-31,10.584291491715732
2026-04-01,9.622083174287027
2026-04-02,12.508708126573136
2026-04-03,18.281958031145354
2026-04-04,28.866249522861086
2026-04-05,42.337165966862926
2026-04-06,15.395333078859245
2026-04-07,9.622083174287027
2026-04-08,10.584291491715732
2026-04-09,11.546499809144434
2026-04-10,16.35754139628795
2026-04-11,26.94183288800368
2026-04-12,27.90404120543238
2026-04-13,13.47091644400184
2026-04-14,9.622083174287027
2026-04-15,9.622083174287027
2026-04-16,11.546499809144434
2026-04-17,16.35754139628795
2026-04-18,27.90404120543238
2026-04-19,28.866249522861086
2026-04-20,14.433124761430543
2026-04-21,9.622083174287027
2026-04-22,10.584291491715732
2026-04-23,11.546499809144434
2026-04-24,16.35754139628795
2026-04-25,26.94183288800368
2026-04-26,27.90404120543238
2026-04-27,11.546499809144434
2026-04-28,9.622083174287027
2026-04-29,9.622083174287027
2026-04-30,12.508708126573136
2026-05-01,18.281958031145354
2026-05-02,27.90404120543238
2026-05-03,30.79066615771849
2026-05-04,14.433124761430543
2026-05-05,11.546499809144434
2026-05-06,12.508708126573136
2026-05-07,10.584291491715732
2026-05-08,17.31974971371665
2026-05-09,26.94183288800368
2026-05-10,31.752874475147195
2026-05-11,14.433124761430543
2026-05-12,10.584291491715732
2026-05-13,10.584291491715732
2026-05-14,11.546499809144434
2026-05-15,18.281958031145354
2026-05-16,31.752874475147195
2026-05-17,30.79066615771849
2026-05-18,13.47091644400184
2026-05-19,11.546499809144434
2026-05-20,11.546499809144434
2026-05-21,14.433124761430543
2026-05-22,22.130791300860164
2026-05-23,35.601707744862004
2026-05-24,42.337165966862926
2026-05-25,36.56391606229071
2026-05-26,14.433124761430543
2026-05-27,11.546499809144434
2026-05-28,12.508708126573136
2026-05-29,18.281958031145354
2026-05-30,29.828457840289786
2026-05-31,28.866249522861086
